,2021-12-31,金地集团(600383)：险资减持压力大量释放 减持股份,广发证券
5615,2019-06-28,金地集团债券评级报告喜中有忧 去化率低、偿债能力有所承压,中金在线
5616,2019-06-28,投资地产医药主题基金时，了解这点赚更多！,养基司令
5617,2019-06-28,6月房企海外融资井喷 计划超过30亿美金 预计未来融资环境趋紧,中国网
5618,2019-06-28,【光大地产|陆家嘴（600663.SH）】管理层增持机制成熟，或有因素纳入审慎考量,缅怀南方
5619,2019-06-28,泰禾集团2018年分红率10.72% 较业内可比公司略低,新浪
5620,2019-06-28,14公司获得买入评级-更新中,中财网
5621,2019-06-28,金地集团（600383）系列报告之十九-深度报告：中国一、二线及都市圈房地产核心标的,国信研究
5622,2019-06-25,回款率下滑、去化难、资金压力大！金地集团债券跟踪记,乐居财经
5623,2019-06-24,赚钱效应回来了 核心领涨主线回归 牛市第二波或已起航(附策略),证券时报
5624,2019-06-24,东莞社保造假乱象整治一周年,中国经营报
5625,2019-06-24,地产A股2019年下半年投资策略：求“稳”是主基调,证券时报网
5626,2019-06-23,58股被10家及以上机构扎堆推荐 五月逾13亿元大单布局6股,搜财网
5627,2019-06-21,2019年度地产上市公司综合实力排行榜TOP20发布 金地集团居上市公司第2位,乐居财经
5628,2019-06-21,地产股收盘丨沪指走强成功站上3000点 市场出现普涨格局,中国网
5629,2019-06-21,上市房企5月数据:融信增长最快 金茂销售面积下滑93% 盈利能力下降,新浪
5630,2019-06-20,美凯龙20亿债券明日上市；南都物业斥8400万购买理财；中国宝安1140万股解押|公告晚参,乐居财经
5631,2019-06-19,【东北房地产高建/张云凯/沈路遥】房地产周报：5月单月销售转负，楼市小阳春行情结束,东北证券研究所
5632,2019-06-18,继京东之后 又一家世界500强并购P2P平台,网贷之家
5633,2019-06-18,房地产行业1~5月数据点评:5月地产基本面数据如期回落,申万宏源
5634,2019-06-17,【光大地产】高基数拖累数据表现，融资差异致竣工趋缓,缅怀南方
5635,2019-06-17,"房地产行业:5月单月销售转负,楼市小阳春行情结束",东北证券
5636,2019-06-16,72股7日受2家及以上机构推荐 19亿大单布局6只潜力股,证券日报
5637,2019-06-16,【东吴地产|5月统计局数据点评】投资开工走弱，销售再次转负，黎明还是黄昏？,小齐论地产
5638,2019-06-16,地产：5月地产投资放缓 销售热度降温,川财证券
5639,2019-06-16,中南建设的危险杠杆,证券市场周刊
5640,2019-06-14,资本圈 | 奥园、雅居乐、金地齐发美元债,观点地产网
5641,2019-06-14,万科遭钜盛华质押4165万股；雅居乐额外发1亿美元证券；金地完成美元债券发行|公告晚参,乐居财经
5642,2019-06-14,金地集团：子公司完成发行2.5亿美元债券 利率为5.6%,乐居财经
5643,2019-06-14,金地集团(600383.SH)境外子公司完成发行2.5亿美元债券,格隆汇
5644,2019-06-14,金地集团：2.5亿美元高级无抵押债券完成发行 利率5.6%,中国网
5645,2019-06-14,金地集团：拿地积极依旧 买入评级,中信建投
5646,2019-06-13,【光大地产|信贷点评】按揭投放意愿维持高位，二线首套房贷利率分化,缅怀南方
5647,2019-06-12,金地集团：20亿元公司债券将于20日付息,中国网
5648,2019-06-12,【光大地产】6月18~20日 广深调研及中期策略会,缅怀南方
5649,2019-06-12,[房企TOP50]金地集团:规模掉队 拿地价高利润率承压,新浪
5650,2019-06-12,地产：房价保持平稳 荐7股,财信证券
5651,2019-06-12,34股获券商买入评级，星湖科技目标涨幅达67.33%,Wind
5652,2019-06-12,【东北房地产高建/张云凯/沈路遥】行业周报:践行因城施策，未来区域政策动态调整将常态化,东北证券研究所
5653,2019-06-12,北京去年首批入市限竞房“大卖”落空 七成几乎转为库存积压,证券日报
5654,2019-06-11,格隆汇港股聚焦(6.11)︱舜宇光学5月手机镜头出货量升38.7%至1.07亿件 长城汽车5月销量同比减少11.78%至6.26万辆  盈利能力下降,格隆汇
5655,2019-06-11,国泰君安：5月重点城市租金有所回暖 二手持续回落,乐居财经
5656,2019-06-11,招商蛇口中标东莞塘厦中心区商住代建项目,观点地产网
5657,2019-06-11,上市房企价值榜A股前三：万科、新城控股、招商蛇口,新浪
5658,2019-06-11,金地与宏泰订立合作协议 共同开发产业市镇房地产,观点地产网
5659,2019-06-11,小事记|链家置地引入香港股东 金地联手宏泰开发产业市镇地产,观点地产网
5660,2019-06-11,中国宏泰发展(06166.HK)与金地集团(600383.SH)订立战略合作协议,格隆汇
5661,2019-06-11,【国君地产|楼市字典（5月）】租金有所回暖，二手持续回落,小谢看地产
5662,2019-06-10,房地产板块表现强势,中证网
5663,2019-06-06,金地前5月销售增长33.3%至646.6亿 单月78.6亿拿地7宗,观点地产网
5664,2019-06-06,金地集团：前5月合约销售金额646.6亿元 同比增33.31%,中国网
5665,2019-06-04,深交所14问世纪星源：主营为何连亏11年 是否有偿债能力？ 亏损,中国网
5666,2019-06-04,地产：房企销售持续回暖 荐3股,长江证券
5667,2019-06-04,【国君地产|讨论（十九）】Q1土地底后，是Q2的销售底 ——对当前板块的讨论,小谢看地产
5668,2019-06-03,【华泰地产】增速回落但绝对规模维持，优质二线续写成长篇章——百强房企2019年5月销售数据点评,华泰地产真心话
5669,2019-06-03,58只个股被10家及以上机构扎堆推荐 五月逾13亿大单布局6股,证券日报
5670,2019-06-01,A股房企一季度盈利近400亿 超过一半进了前十家口袋,中新经纬
5671,2019-05-31,36股获券商买入评级 四维图新目标涨幅达60.48%,Wind
5672,2019-05-30,【光大地产|金地集团（600383.SH）】价值蓝筹典范，开工高增利销售，竣工高增利营收,缅怀南方
5673,2019-05-30,【朝闻国盛0530】华为供应链的“危”与“机”,国盛证券研究所
5674,2019-05-29,【光大地产 | 电话会议】公募Reits 渐行渐近，存量运营渐成必选,缅怀南方
5675,2019-05-29,泛海控股为子公司提供7亿担保；绿地香港50亿ABS已受理；豫园股份竞得地块 | 公告晚参 大额借贷担保,乐居财经
5676,2019-05-29,地产股收盘丨园区股迎来利好 长春经开、空港股份涨停,中国网
5677,2019-05-29,"房地产行业周报:销售回归平稳,监管再度加强",首创证券
5678,2019-05-28,"房地产行业周报:行业资金面出现收紧迹象,监管再度加强",东北证券
5679,2019-05-27,地产：住建部1个月内两发房价预警,川财证券
5680,2019-05-25,房企销售回暖趋势明显 房地产开发投资升温,中证报
5681,2019-05-23,2019中国房地产上市公司百强揭晓,乐居财经
5682,2019-05-23,"房地产行业周报:投资增速持续走高,销售回暖",首创证券
5683,2019-05-22,房企盈利能力大揭秘:绿城净利润58%流入少数股东口袋,国际金融报
5684,2019-05-22,五大券商周四看好6板块45股,证券之星
5685,2019-05-22,万亿险资驰援A股，反攻号角或将吹响，这些行业最受青睐,证券时报网
5686,2019-05-21,26股获券商买入评级 广汇汽车目标涨幅达57.38%,Wind
5687,2019-05-21,布局机器人、造新能源车 房企转型策略分化,时代周报
5688,2019-05-21,"房地产行业18年年报及19年一季报综述:预收账款创新高,杠杆率持续降低",首创证券
5689,2019-05-21,"房地产行业:土地市场有所降温,小阳春行情可能将无法持续",东北证券
5690,2019-05-20,金科股份收问询函；深圳控股前4月销售20.13亿；香江控股选举翟美卿为董事长|公告晚参 问询,乐居财经
5691,2019-05-20,金地集团：2018年第二期30亿元公司债券5月28日起付息,乐居财经
5692,2019-05-20,金地集团：30亿元2018年公司债券将于5月28日付息,中国网
5693,2019-05-20,金地集团:银四持续靓丽拿地态度积极,正点财经
5694,2019-05-20,申万宏源：房企现金流整体改善 大房企盈利优势明显,新浪
5695,2019-05-20,金地集团：盈利能力增长模范生 | 季报拆解⑤,乐居财经
5696,2019-05-19,【光大地产|融创中国（1918.HK）】从业绩弹性到价值蓝筹,缅怀南方
5697,2019-05-17,超35家中国房企登2019福布斯企业2000强 碧万恒靠前,新京报
5698,2019-05-17,50家房企平均盈利能力连续两年上升,新京报
5699,2019-05-17,【东北房地产高建/张云凯/沈路遥】1-4月房地产数据点评：4月小阳春行情持续，销售、土地市场出现分化,东北证券研究所
5700,2019-05-16,【华创地产?袁豪团队】物业管理深度报告：朝阳行业，黄金时代,地产豪声音
5701,2019-05-16,四月开放式基金月报：股债回调 开放式基金上涨乏力,新浪
5702,2019-05-16,中信证券：看好蓝筹反弹 关注产业链机会,证券时报网
5703,2019-05-16,地产｜开发投资超预期的微观解释和趋势展望：1-4月运行数据点评,中信证券研究
5704,2019-05-16,"金融地产行业研究部三循环周报:银行地产板块跑赢大盘,厦门楼市及建发国际楼盘调研",申万宏源
5705,2019-05-15,【国君地产|4月观察】再投资率向发达地区集中,小谢看地产
5706,2019-05-15,2019一季度A股上市房企归母净利润排行榜TOP50：超7成房企利润增长,乐居财经
5707,2019-05-15,"房地产行业周报:节后成交向好,苏州调控政策升级",首创证券
5708,2019-05-14,上市房企速动比排行：泰禾、金科短期偿债压力大 偿债能力下降,新京报
5709,2019-05-14,金地深圳福田工业区旧改公示 住宅面积达25万平方米,观点地产网
5710,2019-05-14,【东北房地产高建/张云凯/沈路遥】房地产周报：恒大200亿公司债成功发行，苏州调控政策升级,东北证券研究所
5711,2019-05-13,地产：4月房企销售业绩亮眼 荐7股,财信证券
5712,2019-05-13,【光大地产】土地市场结构性回暖，苏州局部限售调控趋严,缅怀南方
5713,2019-05-12,【国君地产|点评】行政不是周期之殇 ——对当前板块的讨论（十八）,小谢看地产
5714,2019-05-12,金地5.1亿元首入湖北鄂州 溢价率14.5%,观点地产网
5715,2019-05-12,土地热线 | 京基蔡屋围旧改启动私人物业签约 金地首入鄂州,观点地产网
5716,2019-05-11,"正中珠江审92份A股年报笑纳1.21亿 ""问题股""收费靠前",第一财经
5717,2019-05-11,金隅天津空港三宗高价地3年未入市 周边新拍宅地楼面价仅为此前一半,中国经营报
5718,2019-05-10,P2P平台增资、并购重组 注意这几个风险！,网贷之家
5719,2019-05-10,【光大地产|信贷点评】房地产行业供需两端资金面均持续改善,缅怀南方
5720,2019-05-10,【华创地产袁豪团队】新城控股4月销售点评：销售靓丽，拿地额创新高,地产豪声音
5721,2019-05-10,34股获券商买入评级 保利地产目标涨幅达64.83%,Wind
5722,2019-05-10,36氪首发 | 「欧瑞博」完成C轮融资，美的置业、红星美凯龙领投,36氪
5723,2019-05-10,【华创·每日最强音】4月进出口数据点评|宏观+固收（20190510）,华创证券研究
5724,2019-05-10,"物业服务行业系列报告(1):服务提费利润限制突破在即,资本助力物业龙头优势尽显",光大证券
5725,2019-05-10,"金地集团事件点评:4月份销售靓丽,业绩确定性高",东莞证券
5726,2019-05-09,马云改口楼市 马云突然改口怎么回事？（附地产股）,云掌财经
5727,2019-05-09,券商首次关注3股并给予买入评级（5月9日）,Wind
5728,2019-05-09,正合奇胜——华创证券2019年中期策略报告集锦,华创证券研究
5729,2019-05-09,"网贷冲刺备案！ 平台忙增资 巨头入局""春心""萌动",证券日报
5730,2019-05-09,【房地产】金地集团：业绩高增长，毛利率大幅提升,天风研究
5731,2019-05-08,【年报点评56】金地集团：增权益是企业未来发展重点,和讯
5732,2019-05-08,"对棚改2019年计划的点评:棚改信用渠道,影子银行重生",正点财经
5733,2019-05-08,碧桂园等实业加入P2P？巨鳄时代要诞生了,网贷之家
5734,2019-05-08,深圳上市公司86%去年盈利 亏损公司增多 亏损,证券日报
5735,2019-05-08,报告：4月全国300城土地成交量价持续回升,中国网
5736,2019-05-08,金地集团(600383.SH)：业绩稳健，拓展深化,格隆汇
5737,2019-05-08,4600亿！增量资金入市在望！一天增加逾21亿份！投资者疯抢A股ETF|0508,恒泰头派账户
5738,2019-05-08,外围大跌或引大盘再探底,中财网
5739,2019-05-08,【地产行业*齐东】房地产板块2018年报综述：政策以稳为主，土地热度下行，板块业绩靓眼,东吴研究所
5740,2019-05-08,【地产行业*齐东】房地产板块2019一季报综述：政策稳中向好，土地热度回升，板块业绩增长稳健,东吴研究所
5741,2019-05-08,金地集团去年销售逆市增长 房地产业务毛利率达43%,证券日报
5742,2019-05-07,金地集团2018年销售逆市增长 盈利能力领跑行业,证券日报
5743,2019-05-07,A股头条之上市公司公告精选（5.8）,金融界
5744,2019-05-07,7日晚间公告精选丨三力士、亚太药业布局工业大麻；乐视网5月10日将举行业绩说明会,21世纪经济报道
5745,2019-05-07,公告精选丨三力士、亚太药业布局工业大麻领域；交大昂立澄清子公司不涉及“植物提取物人造肉”相关业务,每日经济新闻
5746,2019-05-07,公告精选：三力士、亚太药业布局工业大麻领域；中国恒大4月份合约销售额同比增15.9%,e公司
5747,2019-05-07,业绩快报 | 金地、旭辉破500亿 荣盛4月同比下跌8.45% 盈利能力下降,观点地产网
5748,2019-05-07,中国恒大4月销售584亿；金地集团前4月签约501亿；北辰实业提供不超3亿担保 | 公告晚参 大额借贷担保,乐居财经
5749,2019-05-07,晚间公告集锦：三力士布局工业大麻业务(更新中),腾讯网
5750,2019-05-07,金地前4月销售升37%至501亿 单月新增142万平土储,观点地产网
5751,2019-05-07,[快讯]金地集团:公司2019年4月份销售情况、2019年5月-2019年6月份推盘安排及获取项目等事项,中财网
5752,2019-05-07,金地集团：1-4月累计签约金额同比上升36.88%,e公司
5753,2019-05-07,金地集团（600383）2018年报点评：均好中增长，维持“买入”评级,国信研究
5754,2019-05-07,金地求平衡：稳中有升，追求规模和利润均衡增长,时代周报
5755,2019-05-06,坏消息：地产股全线下跌 好消息：“降准”利融资,新京报
5756,2019-05-06,【国君地产|策略】表外送走，周期开门——对2018年年报和2019年一季报综述,小谢看地产
5757,2019-05-06,五大上市险企首季净利大增 主因是投资收益大幅增长,羊城晚报
5758,2019-05-06,本周资产证券化市场回顾,固收彬法
5759,2019-05-06,地产｜业绩滞后体现，行业运行平稳：2018年报和2019年一季报点评,中信证券研究
5760,2019-05-06,上市粤企董事长平均年薪125万,信息时报
5761,2019-05-05,【华创地产?袁豪团队】房地产周报：4月房企销售靓丽，土地市场升温，政策有紧有松,地产豪声音
5762,2019-05-05,【东吴地产|公司点评】金地集团：18年业绩略超预期，投融资更加积极,小齐论地产
5763,2019-05-05,备案风潮下网贷众生相：出清、增资、巨头入场,第一理财网
5764,2019-05-05,金地集团去年净利80.98亿元 同比增长18% 董事长凌克薪酬为991万元,挖贝网
5765,2019-05-05,金地集团一季度净利15亿元同比增长37% 现金流量净额为-48.2亿元,挖贝网
5766,2019-05-05,“招保万金”金字不再，金地集团险资股东吞掉过半分红,斑马消费
5767,2019-05-03,险资重仓股曝光：5成配置银行股 增持高科技和医药股,新浪
5768,2019-04-30,【光大地产|保利地产（600048.SH）】2018存货减值影响利润，2019开工高增支撑销售,缅怀南方
5769,2019-04-30,金地集团2018营收507亿；万科一季度归母净利11.2亿；万通地产收问询函 | 公告晚参 问询,乐居财经
5770,2019-04-30,【华泰地产】金地集团2018年年报及2019年一季报点评：一二线广积粮，稳步迈向新高度,华泰地产真心话
5771,2019-04-30,或为备案冲刺，京东数科对新收购的网贷增资至5000万,澎湃新闻
5772,2019-04-30,“国家队”陆续减持 毛利率超中海的金地集团增速放缓,中金在线
5773,2019-04-30,金地集团：2018年年度主要财务指标,上交所
5774,2019-04-30,年报丨金地集团2018年销售稳健增长 盈利能力领跑行业,财经网
5775,2019-04-30,金地集团去年房地产业务毛利率达43.08%,证券时报网
5776,2019-04-30,50.68亿元净流入，北向资金又回来了！4月最后的两只新股今天申购，不要错过！|0429,恒泰头派账户
5777,2019-04-29,金地集团(600383.SH)一季度净利润升36.84%至14.98亿元,格隆汇
5778,2019-04-29,金地集团(600383.SH)2018年扣非净利润升31.81%至69.87亿元 拟10派6元,格隆汇
5779,2019-04-29,A股头条之上市公司公告精选（4.30）,金融界
5780,2019-04-29,金地集团：2018年实现净利润81亿元 同比增长18.35%,金融界
5781,2019-04-29,金地2018年净利80.98亿元 一季度营收大增六成,观点地产网
5782,2019-04-29,年报风云 | 金地集团2018营收507亿元 土储4400万平方米,乐居财经
5783,2019-04-29,金地集团：2018年净利润同比增18.35%,Wind
5784,2019-04-29,金地集团：一季度净利润同比增36.84%,Wind
5785,2019-04-29,金地集团：2018年净利81亿元 同比增18%,e公司
5786,2019-04-29,金地集团：2018年归属股东净利润80.98亿元同比增18.35%,中国网
5787,2019-04-29,嘉凯城：黄涛辞去公司董事长兼总经理职务 仍为公司董事 董监高成员变化,中国网
5788,2019-04-29,房地产棚改目标较2018年大幅降低，公募基金增持二线地产股,格隆汇
5789,2019-04-26,北京市互金协会召开网贷机构投资并购重组专题研讨会,新京报
5790,2019-04-26,P2P并购重组“实锤”！京东、国美、碧桂园等有望入场,Wind
5791,2019-04-26,P2P并购重组“实锤” 京东、国美、碧桂园等有望入场,证券时报网
5792,2019-04-26,"房地产行业最新观点及1~3月数据深度解读:复工和施工速度回升对房地产投资的提振边际在转弱,房地产投资高点或已出现",正点财经
5793,2019-04-26,【国君地产|点评】棚改信用渠道，影子银行重生————对棚改2019年计划的点评,小谢看地产
5794,2019-04-25,便宜、滞涨、拐点是选股三要素:信用变化和宏观策略均支持“均衡配置个股”,正点财经
5795,2019-04-25,川财证券：高股息率地产股值得关注,证券时报网
5796,2019-04-25,两融余额持续增长逼近万亿 机构称回调是买入核心资产良机,证券日报
5797,2019-04-24,苏州一天卖地入账135亿元，碧桂园、金地、招商围抢,澎湃新闻
5798,2019-04-24,土地市场回暖 房企争夺武汉杭州厦门等多个二线城市,第一财经
5799,2019-04-24,地产：3月单月商品房销售面积由负转正,和讯
5800,2019-04-24,金地发布《他人冒用金地集团名义进行金融投资APP违法活动的事件说明》,乐居财经
5801,2019-04-24,再提“房住不炒” 地产股站上火山口,金陵晚报
5802,2019-04-24,两融余额六连增 逼近万亿元关口,中证报
5803,2019-04-24,“去杠杆”泰禾样本：高负债下的“自救”与博弈,21世纪经济报道
5804,2019-04-23,【华泰地产】2019Q1基金地产持仓点评：优质二线获增持，陆股通持续增配,华泰地产真心话
5805,2019-04-23,“房住不炒”再被强调 房地产板块闻声重挫,e公司
5806,2019-04-22,城投控股发25亿票据；全筑股份一季度营收11.1亿；北辰实业提供15亿担保 | 公告晚参 大额借贷担保,乐居财经
5807,2019-04-22,头号研报：华为一季度业绩大增望催生概念股短期炒作机会,巨丰财经
5808,2019-04-22,三大股指受挫：沪指创一个半月最大日跌幅，创指跌1.07%,澎湃新闻
5809,2019-04-22,【盘中动态】万科A放量下跌超6%,每日经济新闻
5810,2019-04-22,房地产板块集体下行,中证网
5811,2019-04-22,快讯：地产股午后持续走低 首开股份领跌,新浪
5812,2019-04-22,地产股午后持续下行，万科A跌超6%,Wind
5813,2019-04-22,地产股午后跌幅扩大 万科A跌近6%,e公司
5814,2019-04-22,预期房地产调控收紧 地产股全线走低,21世纪经济报道
5815,2019-04-22,A股高开低走沪指跌逾1% 水泥、工业大麻板块重挫 油气板块逆势上行,每日经济新闻
5816,2019-04-22,【川财研究所*常规报告】房地产：投资保持高增速，新开工超预期走强,川财研究
5817,2019-04-20,A股进入牛市初期 金融股周期股二季度将迎来表现机会,新浪
5818,2019-04-19,前海开源旗下绩优基金仓位均在八成附近 青睐“白龙马”,中证网
5819,2019-04-19,金地集团：12月销售继续回暖 买入评级,和讯
5820,2019-04-19,地产：销售韧性好于预期 荐3股,和讯
5821,2019-04-19,地产：销售面积增速超预期 荐11股,和讯
5822,2019-04-19,金地集团子公司安全亮红灯 一季度发生两起死亡事故 关联方问题,中国经济网
5823,2019-04-18,【光大地产】Q1统计局数据阶段性印证2019年度策略观点,缅怀南方
5824,2019-04-17,【国君地产|论道之信用篇（九）】历史的真相,小谢看地产
5825,2019-04-17,招商蛇口首季净利或倒退五成房地产开发收入增速连降三年,投资时报
5826,2019-04-17,"金融地产研究部三循环周报:保险地产建筑跑赢大盘,房地产行业1-2月数据点评",正点财经
5827,2019-04-17,房企融资本月以来规模已近1500亿元 龙头房企仍是融资队列中的主力,财经网
5828,2019-04-16,【光大地产|万科A（000002.SZ、2202.HK）】表外及存量潜力大，外资近期增配积极,缅怀南方
5829,2019-04-16,地产：落户制度放松有望提振高能级城市住房需求 荐5股,和讯
5830,2019-04-16,"房地产行业:房地产投资增速超预期,新开工增速预期下行",东北证券
5831,2019-04-15,申万宏源：关注重仓一二线城市房企的销售改善趋势,证券时报网
5832,2019-04-15,【国君地产|点评】社融和土地的Q1底 ——对3月社融数据的点评,小谢看地产
5833,2019-04-15,【光大地产|信贷点评】3月新增居民长贷规模创十年来同期新高,缅怀南方
5834,2019-04-15,"房地产行业:继续推进户籍制度改革,川渝城市群迎来利好",东北证券
5835,2019-04-14,二线地产股投资机会犹存,红周刊
5836,2019-04-13,金地商置2018年合同销售金额增速骤降至8% 跑输大市,第一财经
5837,2019-04-12,【光大地产|陆家嘴（600663.SH）】短期销售低位大幅放量，长期受益核心存量资产,微信
5838,2019-04-12,落户大放松 每年进城1400万 地产股机会来了？21股创3587以来新高,证券时报网
5839,2019-04-11,安信证券：上调金地集团评级至买入,Wind
5840,2019-04-11,地产：一线一手持续回升 荐2股,和讯
5841,2019-04-11,上调评级至买入策略选股（4月11日）,Wind
5842,2019-04-11,168股获券商买入评级 勘设股份目标涨幅达107.09%,Wind
5843,2019-04-11,安信研究|晨会在线 20190411,安信证券研究
5844,2019-04-11,中信建投晨会0411 | 核心布局房企当有为；进击的券商；格力电器、温氏股份,中信建投证券研究
5845,2019-04-11,地产板块踏上估值修复之旅 六只股绝佳布局良机,中证报
5846,2019-04-10,"安信证券：将金地集团评级调高为""买入""",Wind
5847,2019-04-10,户籍制度改革获突破 地产板块迎来方向性新机会,腾讯网
5848,2019-04-10,广证恒生-市场要闻点评-第1039 期-201904010,广证恒生策略研究
5849,2019-04-10,疯狂！近70亿抢一只白马股资金短线躁动成反向指标,中财网
5850,2019-04-10,沪指缩量震荡 两融资金跑步进场,投资快报
5851,2019-04-10,结构性回暖趋势确认 地产板块踏上估值修复之旅,中证报
5852,2019-04-10,金地集团:销售韧性凸显、拿地额/销售额46.16%,安信证券
5853,2019-04-09,【光大地产|中国金茂（0817.HK）】费用错配逐步缓解，业绩释放潜力尽显,缅怀南方
5854,2019-04-09,房企融资小高潮：3月圈钱超千亿 七成资金来自国内,第一财经
5855,2019-04-09,地产：南京积分落户政策调整优化 荐14股,和讯
5856,2019-04-09,地产：部分一 二线城市楼市出现回暖,和讯
5857,2019-04-09,"房地产行业:土地市场维持热度,杭州再度放松人才引进门槛",东北证券
5858,2019-04-08,绿城中国净利润同比降54.18% 合同销售额增速创近三年新低,投资时报
5859,2019-04-08,地产：TOP100房企一季度销售规模同比下滑1% 荐6股,和讯
5860,2019-04-08,3月房企销售略超预期 行业和龙头估值或仍有30%空间（附股）,证券时报网
5861,2019-04-08,房企大挪移 多个三四线城市项目计提跌价准备,21世纪经济报道
5862,2019-04-04,金地商置董事会人事变更 夏新平获委任独立非执董,观点地产网
5863,2019-04-04,金地商置：独立非执董胡春元退任 夏新平获委任,中国网
5864,2019-04-04,快讯：夏新平获任为金地商置独立非执行董事,乐居财经
5865,2019-04-04,40家房企融资破千亿大关 创16个月新高 土地市场要回暖？,中财网
5866,2019-04-04,核心一二线租金稳中向好，三因素利存量公允重估,缅怀南方
5867,2019-04-04,【光大地产|迪马股份（600565.SH）】地产军工协调发展，业绩高增激励到位,缅怀南方
5868,2019-04-04,V型反弹破1000亿大关！40家房企融资创16个月新高，融资环境松动？土地市场要回暖？,券商中国
5869,2019-04-04,4月4日盘前必看与交易提示,中财网
5870,2019-04-04,巨丰早参：证监会酝酿修改再融资规则,巨丰财经
5871,2019-04-04,【中证盘前】散户跑步入场！3月深市新开户数翻倍；国常会重磅利好，东航南航美股涨逾12%；顺丰控股遭减持合计不超7.91%股份,中证报
5872,2019-04-04,世房、金地、金茂、合景、美的等发布前3月销售数据,观点地产网
5873,2019-04-03,金地集团1-3月签约销售金额338亿 同比上升29.52%,观点地产网
5874,2019-04-03,金地集团一季度签约额同比增三成至338.1亿元,乐居财经
5875,2019-04-03,[公司]金地集团一季度签约额338.1亿元 同比增29.52%,全景网
5876,2019-04-03,[快讯]金地集团:公司2019年3月份销售情况、2019年4月-2019年5月份推盘安排及获取项目等事项,中财网
5877,2019-04-03,金地集团：1-3月累计签约金额338.1亿元，同比上升29.52%,Wind
5878,2019-04-03,3月40家房企融资总额突破1000亿元大关 创16个月新高！,中国网
5879,2019-04-03,地产：三四月小阳春行情继续 荐11股,和讯
5880,2019-04-03,临近午间收盘房地产板块异动崛起 光明地产涨停,金融界
5881,2019-04-03,“掉队”的金地集团：冲击2000亿目标 项目安全事故多发,中国网
5882,2019-04-02,东北证券：一线城市成交量回升 三四月小阳春行情继续,证券时报网
5883,2019-04-02,前三月房企销额超2万亿 销售目标增长率整体低于20%,长江商报
5884,2019-04-01,4月1日沪深两市主力资金净流入额109.75亿元,中国网
5885,2019-04-01,房地产行业周报:TOP100房企一季度销售规模同比下滑1%,正点财经
5886,2019-04-01,地产股早盘集体走强 万科A涨超7%,e公司
5887,2019-04-01,【光大地产|招商蛇口（001979.SZ）】2019年竣工提速，结算存期待,缅怀南方
5888,2019-03-29,行情将再涨一个月 上证50暴涨引导A股方向,中金在线
5889,2019-03-29,房企业绩众相之四：苏浙粤压舱土储,经济观察网
5890,2019-03-28,金融：银行跑赢大盘 集体土地入市-稳定租购并举市场,和讯
5891,2019-03-28,地产：看好布局一二线房企 荐5股,和讯
5892,2019-03-28,地产：热点二线城市土地成交回暖 荐6股,和讯
5893,2019-03-27,【深度】房企江湖之二：粤系篇（下）,郁言债市
5894,2019-03-27,"【国金晨讯】新能源汽车补贴退坡点评：车企分化,中游强势,地方补电,燃料电池未降温；化工中间体产业链重构,长期利好龙头",国金证券研究所
5895,2019-03-27,【国金研究】保险资金专题：险资如何配置A股及其相关特征,国金证券研究所
5896,2019-03-27,房企债务压顶： 泰禾的“活下去”之战 偿债能力下降,21世纪经济报道
5897,2019-03-26,国金证券：保险资金如何配置A股及其特征,证券时报网
5898,2019-03-26,一文看懂险资如何配置A股 重仓个股有哪些特征,证券时报网
5899,2019-03-26,【川财研究所*每日晨报】20190326：我国全面开放一般制造业,川财研究
5900,2019-03-25,【光大地产|蓝光发展（600466.SH）】全国扩张步伐加快，物业第三方贡献度高,缅怀南方
5901,2019-03-25,地产：全国土地推盘去化情况高频跟踪 荐8股,中信建投
5902,2019-03-24,【川财研究所*专题报告】深圳上市公司分析,川财研究
5903,2019-03-24,3月地产销量回暖，重视产业链投资机会,缅怀南方
5904,2019-03-24,地产：首套房贷利率继续下行,川财证券
5905,2019-03-23,1-2月重点城市二手房市场解读,中信建投证券研究
5906,2019-03-23,【光大地产|万科A（000002.SZ）】结算或好于预期，上调盈利预测,缅怀南方
5907,2019-03-22,筑博设计：IPO被否时询问问题仍存 IPO融资异常,大众证券报
5908,2019-03-22,资本圈 | 阳光城拟发60亿供应链ABS 五矿地产获15亿港元循环贷款,观点地产网
5909,2019-03-22,金地集团境外公司增发3亿美元债 将与此前债券合并,观点地产网
5910,2019-03-22,金地集团：境外子公司增发3亿美元债券发行完成 票面年息6.0%,中国网
5911,2019-03-22,K线丨金地集团全资子公司金地永隆增发3亿美元债券,乐居财经
5912,2019-03-22,50家房企合肥“抢”地：6宗地全部高溢价成交 共揽金124亿,每日经济新闻
5913,2019-03-22,光大证券：业绩季来临 地产龙头补涨动力足,证券时报网
5914,2019-03-21,标普：金地集团美元债增发计划对其资本结构几无影响,经济通
5915,2019-03-21,地产：房地产政策如何演绎 荐9股,和讯
5916,2019-03-21,田渭东：大震荡 大洗盘 扶稳坐好 别被晃下车,开源证券
5917,2019-03-21,道达投资：一个消息让地产股突然异动,每日经济新闻
5918,2019-03-21,"房地产行业2019年3月月报:销售回落明显,开发投资增速超预期",东莞证券
5919,2019-03-20,一个消息让地产股突然异动——道达投资手记,每日经济新闻
5920,2019-03-20,"大盘差点被""猪""带到沟里，幸好地产神助攻，""炸板率""提升、成交量萎缩…盯紧市场五点变化",券商中国
