1465,2020-05-08,电池与电气系统(四十九)：特斯拉的中国中游供应链，将逐渐体现出业务弹性,电新产业研究
1466,2020-05-06,天风家电 | 消费“恢复性反弹”逐渐显现，广东省推出家电下乡行动助力消费——2020W17周观点,小蔡看家电
1467,2020-05-06,德业股份另类金主 美的集团扮AB角,北京商报
1468,2020-05-03,【安信汽车】特斯拉：Model Y国产引发的十大猜想,AX汽车研究
1469,2020-05-01,天风家电 | 格力电器：公司整体业绩承压，年报分红低于预期 盈利能力下降,小蔡看家电
1470,2020-05-01,天风家电 | 海尔智家：公司收入增长稳健，各品类份额持续提升,小蔡看家电
1471,2020-05-01,天风家电 | 九阳股份：积极推出热点新品，加强扩张线上业务,小蔡看家电
1472,2020-05-01,天风家电 | 美的集团：收入端整体增长稳健，公司发布多期激励计划,小蔡看家电
1473,2020-05-01,天风家电 | 华帝股份：工程渠道带动收入增长，新品类增速显著,小蔡看家电
1474,2020-04-30,天风家电 | 苏泊尔：内外销齐增长龙头地位稳固，疫情使短期业绩下滑 盈利能力下降,小蔡看家电
1475,2020-04-30,【广证恒生汽车】点评报告：三花智控（002050）-业绩略超预期，新能源汽车在手订单丰富,广证恒生
1476,2020-04-30,【万联汽车|点评】三花智控：业绩稳健增长，新能源热管理贡献成长,万联证券研究所
1477,2020-04-30,[年报]三花智控2019年净利超14亿元 与多家国际整车巨头订单合计超百亿,全景网
1478,2020-04-30,特斯拉降价！A股小伙伴爆发，上海工厂产能有望再超预期,中证报
1479,2020-04-30,解盘：资金大举流入，半导体、光刻胶、TWS耳机、操作系统领涨,Wind
1480,2020-04-30,【中金汽车】1Q20公募基金持仓分析：加仓新能源，重卡零部件存在获利了结,微信
1481,2020-04-29,天风家电 | 海信家电：疫情导致销售承压，整体毛利率略有改善,小蔡看家电
1482,2020-04-29,天风家电 | 小熊电器：20Q1收入稳步增长，利润率显著超预期,小蔡看家电
1483,2020-04-29,[路演]三花智控：预计新能效实施后使用电子膨胀阀的变频空调会大幅上升,全景网
1484,2020-04-29,[路演]三花智控：未来公司新能源车营收占比会有高速的增长,全景网
1485,2020-04-29,[路演]三花智控：从长周期来看 新能源汽车零部件将高速增长,全景网
1486,2020-04-29,【中金汽车】三花智控：季度业绩超预期；二季度承压，但不改长期成长逻辑,微信
1487,2020-04-29,【华创家电】三花智控：汽零业务拉动增长，盈利能力大幅提升,月观家电
1488,2020-04-28,天风家电 | 科沃斯：产品结构升级影响收入，积极拓展海外市场,小蔡看家电
1489,2020-04-28,天风家电 | 石头科技：自有品牌规模扩大，海外营收迅速扩张,小蔡看家电
1490,2020-04-28,三花智控：2019年净利润同比上升9.97% 拟10派1.5元,中证网
1491,2020-04-28,三花智控(002050.SZ)2019年度净利润升9.97%至14.21亿元拟10转3派1.5元,格隆汇
1492,2020-04-28,三花智控(002050.SZ)一季度净利润降18.29%至2.11亿元 盈利能力下降,格隆汇
1493,2020-04-28,三花智控：部分募集资金项目延期 项目问题,Wind
1494,2020-04-28,三花智控：一季度净利润同比减少18.29% 盈利能力下降,Wind
1495,2020-04-28,三花智控：2019年净利润同比增长9.97%,Wind
1496,2020-04-28,天风家电 | 新宝股份：新品推出速度显著加快，内销有望保持高速增长,小蔡看家电
1497,2020-04-27,天风家电 | 全渠道周度数据变暖，国美苏宁率先响应上海提振消费措施——2020W16周观点,小蔡看家电
1498,2020-04-27,深度解读 |2020年一季度公募基金持仓分析,大成基金
1499,2020-04-25,【东吴电新】基金Q2持仓深度：新能源汽车、光伏板块持仓明显提升,新兴产业汇
1500,2020-04-24,（新能源）汽车板块再迎风口，主题基金如何挑选？,养基司令
1501,2020-04-24,补贴延长退坡放缓 助力产业稳健成长 | 新能源汽车行业系列点评四【华西汽车 崔琰团队】,汽车琰究
1502,2020-04-24,华泰证券：新能源补贴政策出台，利好产业链个股三花智控等,证券时报网
1503,2020-04-23,【中银电新&汽车&机械】新能源汽车行业2020年中期策略：乘风破浪的新能源汽车,老成之见
1504,2020-04-16,电动车消费回暖 机构看好全球一线供应链投资机会,中国财富网
1505,2020-04-15,天风家电 | 海信家电：日立正式并表增厚业绩，冰箱业务环比有所改善,小蔡看家电
1506,2020-04-15,天风家电 | 格力电器：疫情影响空调终端销售，公司长期价值仍在,小蔡看家电
1507,2020-04-15,A股早报2020年4月15日星期三,Wind
1508,2020-04-14,天风家电 | 小熊电器：20Q1业绩预告亮眼，销售费用削减带动利润增速超预期,小蔡看家电
1509,2020-04-14,上证指数收盘涨1.6%，创业板指涨逾3%,Wind
1510,2020-04-14,月销量过万！特斯拉Model 3登顶新能源，产业链个股有望受益,中财网
1511,2020-04-14,解盘：资金净流入，动力电池、特斯拉、黄金珠宝、特高压领涨,Wind
1512,2020-04-14,【行情】受特斯拉3月中国市场创历史新高，销量过万，股价较较三月低点反弹近80%等消息刺激，秀强股份涨停，拓普集团、三花智控、奥特佳等快速跟涨。,金十数据
1513,2020-04-12,天风家电 | 全渠道多数品类周度销额增速回暖，3月销额降幅收窄——2020W14周观点,小蔡看家电
1514,2020-04-12,天风家电 | 格力电器：公司发布回购预案，管理层激励逐步落地,小蔡看家电
1515,2020-04-12,天风家电 | 兆驰股份：ODM业务稳步发展，LED业务贡献业绩增量,小蔡看家电
1516,2020-04-07,汽车扶持政策陆续出台 机构看好国际车企供应链公司,中国财富网
1517,2020-04-07,【广证恒生汽车】-专题报告-新能源汽车热管理：进入从订单到量产的快车道,广证恒生
1518,2020-04-07,三花智控 未来空间仍然广阔,金融投资报
1519,2020-04-06,天风家电 | 线上周度数据增长显著，疫情之下龙头企业现金流可控——2020W13周观点,小蔡看家电
1520,2020-04-01,天风家电 | 九阳股份：产品结构提升带动业绩增长，公司未来前景可期,小蔡看家电
1521,2020-03-30,【行情】新能源车零部件板块拉升，泉峰汽车涨6.45%，三花智控跌幅收窄至3.04%。,金十数据
1522,2020-03-29,【华创家电龚源月团队】家电出口专题研究：疫情之下的危与机,月观家电
1523,2020-03-29,天风家电 | 各品类周度数据回暖，国美拼多多共推补贴福利——2020W12周观点,小蔡看家电
1524,2020-03-25,单靠新基建远远不够！请收好这份核心资产名单,证券时报网
1525,2020-03-25,天风家电 | 美的集团：美的收购合康新能控制权，加快布局工业互联网,小蔡看家电
1526,2020-03-22,天风家电 | 周度数据小家电表现亮眼，多地陆续推出消费券鼓励消费——2020W11周观点,小蔡看家电
1527,2020-03-22,天风家电 | 飞科电器：牵手纯米进军厨房小家电，品类扩张为公司成长赋能,小蔡看家电
1528,2020-03-22,三花智控(002050.SZ)：2020年限制性股票激励计划授予登记完成,格隆汇
1529,2020-03-18,天风家电 | 密切关注疫情缓和后的消费刺激政策,小蔡看家电
1530,2020-03-18,ETF建仓趋保守，多只产品中性仓位上市,Wind
1531,2020-03-15,周观点|政策预期加速 静待需求回暖【华西汽车 崔琰团队】,汽车琰究
1532,2020-03-12,【电新】2月已过，Tesla Q1产量预期有多少？,和讯
1533,2020-03-12,新能源汽车｜疫情短期影响，销量低于预期,中信证券研究
1534,2020-03-10,稳定汽车消费政策措施可期，零部件厂商弹性大,证券网
1535,2020-03-08,天风家电 | 复盘 2015：年年岁岁花相似？,小蔡看家电
1536,2020-03-08,周观点|政策预期强化 需求提振可期【华西汽车 崔琰团队】,汽车琰究
1537,2020-03-06,中信证券：欧洲电动车政策升级，中国优质供应链受益,Wind
1538,2020-03-05,外资配置A股或提速！富时罗素最新目录公布（附全名单）,Wind
1539,2020-03-04,富时罗素宣布对富时中国A50指数等多个指数季度审核变更,Wind
1540,2020-03-04,百亿“超跑”ETF挂牌交易，新能源汽车仍挣扎补贴退坡,第一财经
1541,2020-03-04,百亿华夏新汽车ETF今日“发车”，个人投资者占主流,Wind
1542,2020-03-03,特斯拉概念股起舞背后：业绩向好涌现,大众证券报
1543,2020-03-03,A股异动 | 三花智控(002050.SZ)大涨超7%盘中创下新高 机构指2021年汽零营收或超50亿,格隆汇
1544,2020-03-02,【中金汽车】三花智控：多轮驱动公司成长，2021年汽零营收预计超50亿元,微信
1545,2020-02-27,[互动]三花智控：目前新能源车热管理部件订单饱满,全景网
1546,2020-02-27,天风家电 | 美的集团：申请注册发行债务融资工具，进一步优化资金成本,小蔡看家电
1547,2020-02-26,天风家电 | 新宝股份：业绩表现符合预期，内销业务快速增长,小蔡看家电
1548,2020-02-26,天风家电 | 三花智控：限制性股票激励计划名单落地，激励机制常态化,小蔡看家电
1549,2020-02-25,特斯拉自制电池最快有望在2022年装车 建议布局三条主线,证券时报网
1550,2020-02-24,一边是老本行制冷业务的稳固向前，一边是新业务汽车零部件的开疆拓土，三花智控的两手都在抓。,财华社
1551,2020-02-24,主题研究：新能源及智能汽车系列报告（IV）：智能化带来的汽车电子投资机会,微信
1552,2020-02-22,家电企业开始恢复 ——家电周报（20200217-20200223）|兴证家电,兴证家电
1553,2020-02-21,零部件：从研发支出看零部件行业,CITICS汽车研究
1554,2020-02-19,37股获机构买入评级，8股上涨空间超20%,证券时报
1555,2020-02-19,【东吴电新】三花智控业绩快报点评：业绩符合预期，海外电动车订单锁定高增周期,新兴产业汇
1556,2020-02-18,【万联汽车】业绩符合预期，制冷及新能源热管理贡献增量——三花智控（002050）点评报告,万联证券研究所
1557,2020-02-18,【电新*曾朵红】1月电动车销4.4万辆，同比降54.4%，基本符合预期,东吴研究所
1558,2020-02-18,【东吴电新】1月电动车销4.4万辆，同比降54.4%，基本符合预期,新兴产业汇
1559,2020-02-17,天风家电 | 三花智控：传统业务稳健发展，汽零业务逆势上升,小蔡看家电
1560,2020-02-17,国信证券：三花智控增持评级,国信证券
1561,2020-02-17,【华创家电龚源月团队】三花智控业绩快报点评：制冷汽零双轮驱动，公司业绩略超预期,月观家电
1562,2020-02-16,天风家电 | 定增新规利好中小企业，空调2月排产数据下滑——2020W6周观点,小蔡看家电
1563,2020-02-15,天风家电 | 2020年的回乡见闻，我们看到了什么？,小蔡看家电
1564,2020-02-14,三花智控：2019年净利润同比增9.93%（业绩快报）,Wind
1565,2020-02-14,犀牛财经晚报：秀强股份被深交所持续监控 蔚来发债1亿美元,GPLP犀牛财经
1566,2020-02-14,三花智控：2019年度业绩快报,深交所
1567,2020-02-14,三花智控：2019年实现营业利润16.8亿 同比增长8.69%,新浪
1568,2020-02-14,三花智控(002050.SZ)披露业绩快报 2019年度净利升9.93%至14.21亿元,格隆汇
1569,2020-02-12,新能源汽车行业系列点评三：特斯拉业绩超预期电动化趋势不可挡,华西证券
1570,2020-02-10,【东吴电新】基金Q1持仓深度：新能源汽车持仓企稳、光伏和风电持仓略降,新兴产业汇
1571,2020-02-10,29只股股价创历史新高,证券时报网
1572,2020-02-10,【东吴电新】基金Q4持仓深度：新能源汽车持仓明显提升、光伏和风电持仓略降,新兴产业汇
1573,2020-02-09,天风家电 | 深度思考：为何我们看好公牛的未来发展？,小蔡看家电
1574,2020-02-06,【山证家电】19Q4家电行业资金仓位变动研究：Q4家电行业基金持仓比例环比小幅提升,山西证券研究所
1575,2020-02-05,汽车零部件板块多股涨停，机构：低估值优质标的现“黄金坑”,第一财经
1576,2020-02-01,天风家电 | 深度：公牛集团——走远路，求极致,小蔡看家电
1577,2020-02-01,特斯拉：明确CATL合作供应，Model Y进度超预期,CITICS汽车研究
1578,2020-01-28,【兴证汽车 戴畅团队】特斯拉20Q4财报点评：20Q4销量与营收同比高增长，未来放量可期,兴证汽车非常准
1579,2020-01-23,8只股股价创历史新高,证券时报网
1580,2020-01-21,三花智控(002050.SZ)拟向激励对象授予1242万股限制性股票,格隆汇
1581,2020-01-21,三花智控(002050.SZ)：控股股东可交换债换股完成 其持股减少7.3099%,格隆汇
1582,2020-01-21,三花智控现1笔大宗交易 共成交217.47万元,新浪
1583,2020-01-21,三花智控今日大宗交易成交11万股，成交价19.77元溢价0.0%,Wind
