,2021-12-31,北新建材董事长王兵：建议房地产产业链成为实现“双碳”目标的主战场,每日经济新闻
819,2021-02-07,建材行业定期报告：水泥玻璃淡季运行 建筑产业面临发展拐点,新浪
820,2021-02-06,这些公司业绩大增 百亿基金和北向资金齐加仓！,上证报
821,2021-02-05,55股筹码连续3期集中,证券时报网
822,2021-02-03,太平洋--建材行业周观点：聚焦高景气度板块及优质消费建材龙头【行业研究】,金融界股吧
823,2021-02-03,7万股东慌了！这只股复牌日被ST！筹码集中股曝光,证券时报
824,2021-02-03,7万股东慌了！25万手封死跌停，这只股突曝违规担保，复牌日被实施风险警示！筹码连续集中股曝光 大额借贷担保,证券时报网
825,2021-02-03,7万股东慌！这只股复牌日被ST！筹码集中股曝光 风险警示,证券时报
826,2021-02-02,最新股东户数揭秘：这47股股东户数连降三期,证券时报网
827,2021-02-02,北新建材：新增1家对外投资公司 持股70%,乐居财经
828,2021-02-02,销售每日AH推荐,新浪
829,2021-02-02,国金证券--非金属类建材行业：需求全面进入淡季，推荐C端消费建材【行业研究】,金融界股吧
830,2021-02-01,建材行业北上资金流向周报(20210125-20210129),新浪
831,2021-02-01,建材行业：消费建材龙头业绩高增长,新浪
832,2021-02-01,北新建材股价涨5.0% 现报53.71元,乐居财经
833,2021-02-01,十大券商点出2月份“金股”！四行业最集中,Wind
834,2021-02-01,建材行业周报：推荐景气向上玻纤、经营拐点确立的C端品牌建材龙头,新浪
835,2021-01-31,建材行业周观点：旗滨中性硼硅药玻项目点火投产，中性硼硅药玻替代需求空间较大,华创建筑建材研究
836,2021-01-31,周末要闻2021年1月31日星期日,Wind
837,2021-01-31,下周操盘攻略：春节前最后一周，调仓最后良机？,Wind
838,2021-01-31,产业链丨7家家居建材上市公司2020年净利润增速坚守50%工程业务逻辑仍是企业重要增长极,搜狐
839,2021-01-30,银河证券：把握行业景气向上的确定性机会，推荐2月十大金股,Wind
840,2021-01-29,长城证券--建材行业基金持仓点评：基金4季度建材持仓比例降至0.74%，市场关注防水、玻纤、管材等细分龙头【行业研究】,金融界股吧
841,2021-01-28,科顺股份(300737)：产能布局逐渐完善 成长步伐继续加快,国金证券股份有限公司
842,2021-01-28,709家公司全年业绩预增,证券之星
843,2021-01-28,国金证券--科顺股份：产能布局逐渐完善，成长步伐继续加快【公司研究】,金融界股吧
844,2021-01-27,中银证券--建材行业2020Q4持仓点评：持股市值环比小幅回落，水泥持仓明显减少【行业研究】,金融界股吧
845,2021-01-27,深度*行业*建材行业周报：泰山石膏产品涨价 关注北新业绩提升空间,新浪
846,2021-01-27,1292家公司预告全年业绩 644家预增,证券之星
847,2021-01-27,多角度看北新建材（000786）：装配化装修，龙骨大时代,中信证券研究
848,2021-01-27,【银河策略】2月十大金股丨流动性充裕的环境下，积极把握股市结构化的投资机会,新浪
849,2021-01-26,"北新建材现1笔大宗交易 共成交4,756.80万元",新浪
850,2021-01-26,钢铁建材行业4Q持仓：建材转为低配 北水持续加码消费建材龙头,新浪
851,2021-01-26,2020四季度建材持仓分析——北上资金Q4做出不同选择,鲍大侠之建材
852,2021-01-26,建材行业专题：2020Q4建材板块持仓分析,华安证券
853,2021-01-26,598家公司全年业绩预增,证券之星
854,2021-01-25,建筑材料行业：2016年下半年以来首次低配 基金加仓玻纤和C端消费建材龙头,广发证券
855,2021-01-25,建材行业：泰山石膏提价；关注年报业绩预告高增龙头,新浪
856,2021-01-25,524家公司全年业绩预增,证券之星
857,2021-01-24,建材行业周观点：水泥、玻璃全年产量实现小幅增长，竣工2021年仍有望继续修复,华创建筑建材研究
858,2021-01-24,中国建材集团再传捷报,搜狐
859,2021-01-23,从近500份业绩预告一窥2020年A股公司业绩,Wind
860,2021-01-22,1030家公司预告全年业绩 473家预增,证券之星
861,2021-01-21,建筑建材行业月报：高需求低库存 继续首推工业新材料,新浪
862,2021-01-21,朱冬青秘书长率队调研走访中联慕尼、北新建材和东方雨虹,搜狐
863,2021-01-21,全年业绩高增长股提前看，243股净利润增幅翻倍,证券之星
864,2021-01-20,3股最新股东户数降逾一成,证券时报网
865,2021-01-20,建筑材料行业：加速碳达峰、碳中和 优化建材供给格局,新浪
866,2021-01-20,建筑材料行业：水泥玻璃稳步增产 地产销售景气延续,新浪
867,2021-01-20,全年业绩高增长股提前看，229股净利润增幅翻倍,证券之星
868,2021-01-20,71股获券商买入评级，中铁工业目标涨幅达63.93%,Wind
869,2021-01-20,建材行业高景气仍将持续,金融界
870,2021-01-19,2020年1-12月建材行业数据跟踪：行业高景气仍将持续,新浪
871,2021-01-19,深度*行业*建材行业周报：水泥玻璃价格回调 关注业绩超预期行情,新浪
872,2021-01-19,北新建材与居然置业签署战略合作协议,中国经济网
873,2021-01-19,建材Ⅲ行业点评报告：12月数据 需求旺盛超预期 2021年高景气度延续,新浪
874,2021-01-19,402家公司全年业绩预增,证券之星
875,2021-01-19,3家公司向下修正业绩 业绩更正,证券时报网
876,2021-01-19,【银河建材王婷】行业点评丨行业高景气仍将持续,中国银河证券研究
877,2021-01-18,建材行业周观点：水泥新增产能有限 关注板块业绩超预期个股,新浪
878,2021-01-18,建筑材料行业周报：玻纤景气延续 继续推荐关注低位消费建材板块,新浪
879,2021-01-18,建筑材料行业报告：Q4消费建材业绩普遍超预期 建议持续关注,新浪
880,2021-01-18,建筑材料行业跟踪周报：玻纤继续涨价 关注消费建材预期修复,新浪
881,2021-01-18,全年业绩高增长股提前看，198股净利润增幅翻倍,证券之星
882,2021-01-18,52股获券商买入评级 精工钢构目标涨幅达91.73%,Wind
883,2021-01-18,北新建材深耕节能材料加速四个替代 主产品销售超预期全年预盈30亿,长江商报
884,2021-01-18,建筑材料行业：春季行情叠加业绩兑现期 继续推荐消费建材、玻璃、装配式建筑,新浪
885,2021-01-15,北新建材(000786)公司跟踪报告：石膏板高质量发展 防水、龙骨贡献增量,新浪
886,2021-01-15,年报预告披露公司增至909家，四大行业“喜报”频传,Wind
887,2021-01-15,334家公司全年业绩预增,证券之星
888,2021-01-14,上调评级至买入策略选股（1月14日）,Wind
889,2021-01-14,314家公司全年业绩预增,证券之星
890,2021-01-14,50股获券商买入评级 星期六目标涨幅达84.91%,Wind
891,2021-01-13,【华创建筑建材】北新建材2020年业绩预告点评：优质白马，千亿市值可期,华创建筑建材研究
892,2021-01-13,北新建材(000786)：主业底部向上 成长前景明朗,新浪
893,2021-01-13,北新建材(000786)：石膏板高盈利弹性 防水打开成长空间,新浪
894,2021-01-13,北新建材(000786)：业绩上修符合预期 21年石膏板表现值得期待,新浪
895,2021-01-13,深度*公司*北新建材(000786)：全年经营稳健业绩向好 一体两翼布局加速,新浪
896,2021-01-13,769家公司预告全年业绩 294家预增,证券之星
897,2021-01-13,上市公司正负面新闻2021年1月13日星期三,Wind
898,2021-01-12,北新建材上修2020年净利增幅至预增512%-580%,上证报
899,2021-01-12,北新建材上修业绩预期,Wind
900,2021-01-12,北新建材上修业绩预期：2020年净利润预增512.04%-580.05%,格隆汇
901,2021-01-12,北新建材：上修业绩预期 2020年净利预增512%-580%,e公司
902,2021-01-12,北新建材(000786.SZ)上修业绩预告：2020年度预盈27亿–30亿元同比增长512.04%-580.05%,格隆汇
903,2021-01-12,中国建材：让我们携手合作、共谱新篇章！,中国水泥网
904,2021-01-12,北新建材(000786)：护面纸涨价 石膏板或迎来量价齐升,新浪
905,2021-01-12,东方雨虹(002271):千亿新起点，雨虹迈向综合建材集团【华西建材建筑戚舒扬团队】20210112,华西工匠
906,2021-01-12,开年沪深两市涨幅TOP100股呈五大特征,证券日报
907,2021-01-12,全年业绩高增长股提前看，148股净利润增幅翻倍,证券之星
908,2021-01-11,非金属类建材行业研究：短期需求转淡 推荐玻纤、玻璃、消费建材,国金证券股份有限公司
909,2021-01-11,春季躁动！154家公司业绩翻番，年报行情成重头戏,Wind
910,2021-01-11,建筑材料行业周报：玻纤“十四五”规划严控产能 关注石膏板行业基本面变化,新浪
911,2021-01-11,建筑材料行业跟踪周报：玻纤强者恒强 周期建材预期修复,新浪
912,2021-01-11,建筑材料：春季行情有望来临，继续推荐顺周期和消费建材品种，维持“强于大市”评级,天风证券
913,2021-01-11,建材行业周观点：政策严控玻纤产能 行业景气持续向上,新浪
914,2021-01-11,建筑材料行业：历史上“春季躁动”的启示,广发证券
915,2021-01-11,北新建材与居然置业达成战略合作,乐居财经
916,2021-01-11,北新建材持续走强 股价创历史新高,证券时报网
917,2021-01-08,年报业绩大概率亏损+债券即将到期，这10家上市公司需警惕！,Wind
918,2021-01-08,北新建材(000786)：原材料提价 周期行业重视价格变化,新浪
919,2021-01-08,12只个股大宗交易超5000万元,证券之星
920,2021-01-07,北新建材现1笔大宗交易 共成交714.24万元,新浪
921,2021-01-07,建材行业近期市场点评：定价权带来高溢价 继续推荐细分龙头,新浪
922,2021-01-07,668家公司预告全年业绩 219家预增,证券之星
923,2021-01-06,214家公司全年业绩预增,证券之星
924,2021-01-05,建材、建筑行业定期报告：传统建材库存去化明显，继续推荐消费建材龙头，维持“推荐”评级,招商证券
925,2021-01-05,建筑材料行业周报：玻璃超预期涨价 玻璃玻纤消费建材有望“春季躁动”,广发证券
926,2021-01-05,全年业绩高增长股提前看，118股净利润增幅翻倍,证券之星
927,2021-01-04,建材行业周观点：政策进一步优化水泥格局 玻纤玻璃库存低位支撑价格高位,新浪
928,2021-01-04,48股今日获机构买入评级9股上涨空间超20%,证券时报网
929,2021-01-04,建材Ⅲ周观点：年末估值切换 关注低估值绩优股,新浪
930,2021-01-04,能源、基础材料行业追“宗”系列：大宗投资前瞻：疫情反复不改复苏预期 继续建议顺周期板块配置,新浪
931,2021-01-04,建筑材料行业：玻璃玻纤库存探底 21年供给新增有限,新浪
932,2021-01-04,33股获券商买入评级，汇顶科技目标涨幅达52.23%,Wind
933,2021-01-01,业绩表现抢眼，多行业有望迎来开门红,Wind
934,2020-12-31,北新建材(000786)：一体两翼稳步推进 新的五年值得期待,广发证券
935,2020-12-31,中国建材(03323-HK)拟斥资人民币6921.32万收购建筑防水材料业务,财华社
936,2020-12-30,北新建材(000786.SZ)拟对外投资新建生产线加快公司石膏板产能布局,智通财经
937,2020-12-30,北新建材(000786.SZ)拟联合重组佰昌建材等3家公司拓宽石膏板业务的投资和布局,智通财经
938,2020-12-30,北新建材(000786.SZ)拟以6921万元受让苏州防水院100%股权完善公司防水业务产业链,智通财经
939,2020-12-30,中国建材(03323.HK)：拟6921.32万元收购苏州防水院100%股权,格隆汇
940,2020-12-30,北新建材（000786.SZ）的调整结束了？,格隆汇
941,2020-12-30,623家公司预告全年业绩 185家预增,证券之星
942,2020-12-30,30股获券商买入评级 御家汇目标涨幅达132.12%,Wind
943,2020-12-29,建材行业周报：如何看待玻璃深加工企业提前放假,新浪
944,2020-12-29,182家公司全年业绩预增,证券之星
945,2020-12-29,十四五规划系列之一：需求侧改革：消费循环的堵点与短板在哪？,新浪
946,2020-12-28,建筑材料行业周报：重点提示竣工链的投资机会,新浪
947,2020-12-28,615家公司预告全年业绩 180家预增,证券之星
948,2020-12-27,【方正制造α研究团队】核心资产周观察（第四十一期）,方正证券
949,2020-12-26,五维度解析，2021年券商“金”股新特征,Wind
950,2020-12-25,全年业绩高增长股提前看，108股净利润增幅翻倍,证券之星
951,2020-12-23,12月23日晚间重要行业研究汇总,天然橡胶网
