,2021-12-31,煤炭坐上“过山车”：价格疯涨后企稳回落,中国经营网
304,2021-05-26,国君公用 | 2021年4月发用电数据点评：火电延续高增长，水电增速由负转正,国泰君安证券研究
305,2021-05-25,电力行业动态跟踪报告：数说电力(2021年5月刊),新浪
306,2021-05-25,电力行业动态跟踪报告：火电拐点已至 市场化电价如期上行,新浪
307,2021-05-24,公用事业行业周报：2021年风光保障性并网规模不低于90GW,新浪
308,2021-05-23,公用环保行业周报：2021风光开发建设方案终落地 引导行业合理持续发展,新浪
309,2021-05-21,八大券商主题策略：掘金“碳中和”！历史性配置机遇来了？全面看多煤炭板块,中金在线
310,2021-05-20,雅砻江：川投能源的摇钱树,新浪
311,2021-05-20,绿色能源与大宗商品月报(2021年5月)行业月报,新浪
312,2021-05-19,公用周报：2021Q1全国风电新增并网装机量526万千瓦 同期天然气表观消费量同比+18%,新浪
313,2021-05-19,公用事业点评报告：来水改善助力水电出力提升 经济景气高位拉动火电及用电向好,新浪
314,2021-05-18,公用事业行业4月用电及能源生产数据：电力需求向好 燃气进口提速,新浪
315,2021-05-17,公用事业行业周报：现货电价破基准电价 火电盈利低点 或估值修复,新浪
316,2021-05-17,国投电力(600886.SH)：GDR存续数量不足中国证监会核准发行数50％,格隆汇
317,2021-05-17,公用事业行业周报：4月用电量同比增长13.2% 电力需求持续向好,新浪
318,2021-05-17,电力、煤炭板块齐拉升,Wind
319,2021-05-16,公用事业行业专题报告：公用事业ESG表现及中外对比,新浪
320,2021-05-14,国投电力收购海南高排48MW风电项目,格隆汇
321,2021-05-13,国投电力：不行使“18电力Y3”续期选择权,Wind
322,2021-05-12,主要水电上市公司年报出炉：业绩稳健 后劲更足,中国能源报
323,2021-05-11,热门中概股多数下跌，荔枝跌11%,Wind
324,2021-05-11,我国可再生能源装机规模稳步扩大，后市如何捕捉投资主线,第一财经
325,2021-05-10,公用事业行业：抽水蓄能价格形成机制明确 为构建新能源为主的电力系统奠基,新浪
326,2021-05-10,公用事业行业2020年报与2021一季报业绩综述：2020火电业绩显着改善 2021Q1电力营收净利双增,新浪
327,2021-05-09,业绩增长重归常态，碳中和助力行稳致远,郭丽丽的研究札记
328,2021-05-08,国投电力(600886)：雅砻江水电电价提升 Q1扣非归母显着增长,新浪
329,2021-05-07,平安证券--电力行业2020年报及2021年一季报综述：拐点已至，结构分化【行业研究】,金融界股吧
330,2021-05-07,国投电力(600886)：1Q21量价齐升 资产结构不断优化,新浪
331,2021-04-30,国投电力(600886)：资产优化助盈利能力提升 Q1投资收益限制业绩表现,新浪
332,2021-04-29,国投电力(600886)：2020业绩同比增加16% 新能源占比持续提升,新浪
333,2021-04-29,交卷！国投电力：2020年度净利润约55.16亿元，同比增加15.99%,每日经济新闻
334,2021-04-29,国投电力：2021年第一季度净利润约12.19亿元，同比下降17.48% 盈利能力下降,每日经济新闻
335,2021-04-28,国投电力(600886.SH)年度归母净利同比增长15.99%至55.16亿元 每10股派2.8元,智通财经
336,2021-04-28,国投电力(600886.SH)：一季度净利降17.48%至12.19亿元 盈利能力下降,格隆汇
337,2021-04-28,国投电力年度报告：2020年度净利同比增长16%拟10派2.8元,第一财经
338,2021-04-28,国投电力(600886.SH)：2020年度净利升15.99%至55.16亿元拟10派2.8元,格隆汇
339,2021-04-28,国投电力：2020年净利润同比增长15.99%,Wind
340,2021-04-28,国投电力：一季度净利润同比减少17.48% 盈利能力下降,Wind
341,2021-04-22,国投电力控股：不行使“18电力Y2”续期选择权,Wind
342,2021-04-21,看16大央企如何构建新型电力系统？,国际电力网
343,2021-04-20,长城证券--电力及公用事业行业周报：3月用电量同比高增19.4%，火电发电量同比高增25.7%【行业研究】,金融界股吧
344,2021-04-15,一季度国投电力发电量增长12.49% 火电增长27.32%,我的煤炭网
345,2021-04-14,一季度A股公司获自家人增持近200亿元,Wind
346,2021-04-13,平安证券--电力行业：白鹤初啼，扬子涟起【行业研究】,金融界股吧
347,2021-04-12,晚间重要公告2021年4月12日星期一,Wind
348,2021-04-12,国投电力(600886.SH)一季度境内控股企业累计完成发电量316.92亿千瓦时 同比增长12.49%,智通财经
349,2021-04-12,电力板块持续拉升，机构建议四主线把握投资机遇丨牛熊眼,第一财经
350,2021-04-11,环保公用行业周报：新能源上网电价征求意见稿发布方案有利于保障运营商合理回报率,新浪
351,2021-04-09,券商首次关注5股并给予买入评级（4月9日）,Wind
352,2021-04-09,74股获券商买入评级，美亚光电目标涨幅达79.94%,Wind
353,2021-04-08,东北证券--国投电力：水火风光量价齐升，结构优化成长可期【公司研究】,金融界股吧
354,2021-04-07,【雅砻江绿色小公募（碳中和）】不超10亿/3年（3%-4%）/AAA/AAA/上交所/今日簿记,中信建投固定收益部
355,2021-04-07,公用事业行业周报：火电转型新能源 高分红+回购企业增加,新浪
356,2021-04-06,公用事业行业周报：1-2月31省份全社会用电量同比均为正 福能股份2020年归母净利润同比+20.05%,新浪
357,2021-04-06,公用事业行业周报：电力行业如何碳减排？,新浪
358,2021-04-06,“水风光互补”有望成为水电第二增长动力,郭丽丽的研究札记
359,2021-04-06,公用事业行业：运营商上调十四五风光装机规划 华能获核电运营资质,新浪
360,2021-04-05,国投集团是怎样为国投资的,经济日报
361,2021-04-02,公用事业行业：全国碳市场建设加速 新能源发电有望受益,新浪
362,2021-04-02,惊呆！砸7亿多“加仓”，私募大佬裘国根罕见出手了,Wind
363,2021-03-31,电力板块强势不减 游资、主力资金集体加码,第一财经
364,2021-03-31,游资大幅抢筹，电力股掀起涨停潮，机构称仍有上涨空间,第一财经
365,2021-03-29,公用事业行业：“碳中和”助推估值上行 电力股还能再买吗？,新浪
366,2021-03-29,国投电力与天合光能成功签约盐城用户侧储能合作项目,新能源网
367,2021-03-28,环保公用行业周报：新能源转型增加系统调峰压力 成本疏导支撑电价,新浪
368,2021-03-26,"国投电力现1笔大宗交易 共成交4,930.50万元",新浪
369,2021-03-26,国投电力今日大宗交易成交570万股，成交价8.65元折价11.28%,Wind
370,2021-03-25,2020年12月事故通报及年度事故分析报告,能源局
371,2021-03-24,别找了！5只“能打能抗”的灵活配置型基金,养基司令
372,2021-03-24,碳中和之电力行业价值分析，看这篇就够了,21世纪经济报道
373,2021-03-23,绿色工业革命成热门概念 入场投资英国的拐点到了么？,新浪
374,2021-03-23,国投电力3月23日大宗交易成交955.51万元,证券时报网
375,2021-03-22,电力行业动态跟踪报告：数说电力(2021年3月刊),新浪
376,2021-03-22,5天4板，今年首只10倍股有望诞生？“碳中和”概念持续火爆，有哪些投资机会？机构解读,每日经济新闻
377,2021-03-22,中泰国企签署垃圾发电可行性研究及项目合作谅解备忘录,中新网
378,2021-03-22,收评：港股恒指跌0.36% 碳中和概念集体爆发美团跌4%,新浪
379,2021-03-22,碳中和下的能源结构及电力行业机会展望（附股）,新浪
380,2021-03-22,伦敦证券交易所：向世界开放,新浪
381,2021-03-21,板块拾金丨A股弱势调整，布局方向在这里！,第一财经
382,2021-03-21,碳中和背景下，能源互联与配电节能价值有望重估,郭丽丽的研究札记
383,2021-03-19,公用事业深度报告：政策层面如何规划能源行业的下一个五年？,新浪
384,2021-03-19,“碳中和”最强分支！水、火、核电面临价值重构，仍在5年估值低位，机构密切调研,21世纪经济报道
385,2021-03-19,新型电力系统构建下 碳中和概念有哪些股票？,至诚财经
386,2021-03-19,国投电力控股企业成立新公司，经营范围含太阳能光伏并网等,企查查
387,2021-03-19,八大券商主题策略：水、火、核价值重估！新型电力系统构建下 关注哪些标的？,中金在线
388,2021-03-19,碳中和下的能源结构及电力行业机会展望：确定成长 龙头集中,新浪
389,2021-03-19,财信证券晨会20210319,财信证券研究
390,2021-03-18,兴论碳中和系列：拥抱能源革命的强主题,新浪
391,2021-03-16,1-2月用电及能源生产数据：用电量高增 火电加速回暖,新浪
392,2021-03-16,平安证券--电力行业碳中和系列报告：电力篇，碳中和重构水、火、核价值【行业研究】,金融界股吧
393,2021-03-15,公用事业行业周报：原地过年拉动二产三产景气度修复 用电保持高增,新浪
394,2021-03-14,政策支持力度加大，可再生能源企业有望充分受益机会,郭丽丽的研究札记
395,2021-03-14,环保公用行业周报：十四五规划能源要点一览 两会环保提案聚焦水处理和固废,新浪
396,2021-03-13,美股走势分化：道指涨0.9%纳指跌0.59%，银行股普涨,中新经纬
397,2021-03-13,美国三大股指收盘涨跌不一，道指连涨六日再创新高,Wind
398,2021-03-12,机构扎堆“触电”，长江电力再创历史新高，真实理由是什么？,红周刊
399,2021-03-12,突发 盘后暴击！“中国索罗斯”跑了,中金在线
400,2021-03-12,“CCER”点石成金，水电板块掀起涨停潮,Wind
401,2021-03-12,“影视借壳第一股”被宣退市，市值跌剩渣！碳中和龙头五连板，“电茅”创新高,证券时报网
402,2021-03-12,搭上“碳中和”东风 电力板块今日集体井喷丨数据观察,第一财经
403,2021-03-12,A股三大指数V型探底回升小幅收涨 市场短期或延续震荡走势,财华社
404,2021-03-12,国投电力、太阳能、协鑫能科、川投能源、甘肃电投等多只电力股打开涨停,Wind
405,2021-03-12,电力板块掀涨停潮，碳中和下装机需求上升，风电光伏的机会来了？,第一财经
406,2021-03-12,【异动股】电力行业板块拉升，桂冠电力(600236-CN)涨10.1%,财华社
407,2021-03-12,市场风格又变了：千亿巨头连拉2涨停、电茅创新高,Wind
408,2021-03-12,【热股】碳交易市场政策影响 电力板块逾十股涨停,上海有色
409,2021-03-11,市场化改革助推电力板块持续上涨,证券导报
410,2021-03-10,三大概念受13亿主力资金追捧,证券时报网
411,2021-03-09,"太牛了！“茅指数”瑟瑟发抖，4600亿""电茅""竟创历史新高！",中国基金报
412,2021-03-09,别的“茅”瑟瑟发抖，4600亿电茅竟创历史新高,Wind
413,2021-03-09,长江电力盘中创历史新高！7年长牛暴涨18倍,证券时报网
414,2021-03-09,易方达改革红利混合净值下跌6.41%,新浪
415,2021-03-09,美股收盘走势分化，道指涨逾300点创盘中新高,Wind
416,2021-03-08,电力板块突发涨停潮！市场化改革提升定价权，北上资金大幅加仓股曝光,证券时报网
417,2021-03-08,公用事业行业周报：降电价提法减弱 发电侧影响有限,新浪
418,2021-03-08,公用事业行业周报：需强水丰 新能源可期,新浪
419,2021-03-04,长江电力(600900)：蛟龙出海 新动能助推水电巨擘,新浪
420,2021-03-04,上市公司正负面新闻2021年3月4日星期四,Wind
421,2021-03-03,晚间重要公告2021年3月3日星期三,Wind
422,2021-03-03,国投电力：雅砻江孟底沟水电站项目获得核准,格隆汇
423,2021-03-03,国投电力(600886.SH)建设雅砻江孟底沟水电站项目获批,智通财经
424,2021-03-03,国投电力(600886.SH)获准建设雅砻江孟底沟水电站,格隆汇
425,2021-03-03,公用事业行业跟踪报告：碳减排并非淘汰火电 相反或将有利火电,新浪
426,2021-03-02,赣能股份：拟更换第八届董事会部分成员 董监高成员变化,Wind
427,2021-03-02,环保与公用事业行业周报(2021年第8期)：环保展现防御性 综合能源服务进入发展快通道,新浪
428,2021-03-01,公用事业行业周报：市场震荡 低估值火电板块防御属性凸显,新浪
429,2021-03-01,公用环保行业周报：美债收益率上行 关注公用事业防御机会；绿色低碳循环发展经济相关文件出台,新浪
430,2021-02-27,环保公用行业周报：火电今年基本面不悲观 长江保护法实施在即,新浪
431,2021-02-26,国投电力现1笔大宗交易 共成交343.48万元,新浪
432,2021-02-25,2020年上海国际金融中心建设十大事件发布,澎湃新闻
433,2021-02-25,A股融资融券日报：两融余额减少10.38亿元（2月24日）,Wind
