,2021-12-31,OpenHarmony 项目群 12 月新增捐赠人美的集团、深圳开鸿,IT之家
7256,2018-11-30,今日说｜库卡要换帅，美的要干啥,我的钢铁
7257,2018-11-30,18家公司商誉超公司净资产，年末警惕减值风险,证券时报
7258,2018-11-30,外资持续加速入场，月内北向资金净流入超400亿元,证券日报
7259,2018-11-29,震荡中逾468亿北上资金入场 25只标的股被机构看好,证券日报
7260,2018-11-28,美的旗下工业机器人公司库卡CEO将提前卸任,Wind
7261,2018-11-27,库卡机器人全球首席执行官提前卸任,腾讯网
7262,2018-11-27,机构看好个股逾六成实现上涨 医药生物等三行业受青睐,证券日报
7263,2018-11-27,"家电行业周报:空调10月份内销数据持续低迷,行业下行压力较大",爱建证券
7264,2018-11-26,金股预测早间版：8股有望开启估值修复,巨丰财经
7265,2018-11-25,家用电器：物联时代智能家居崛起正当时 荐2股,广发证券
7266,2018-11-23,18股获券商买入评级 瀚蓝环境目标涨幅达49.86%,Wind
7267,2018-11-22,美的集团拟发行A股换股吸收合并小天鹅,中金在线
7268,2018-11-22,"小天鹅A2018年三季报点评:短期经营压力犹存,集团协同有望二次腾飞",光大证券
7269,2018-11-22,周五机构一致看好的十大金股（11.22）,证券之星
7270,2018-11-22,2018年工业互联网试点示范项目名单发布，72个项目涉及多家上市公司,Wind
7271,2018-11-22,22日公告透露利好12只个股有望爆发,中金在线
7272,2018-11-22,美的集团：控股股东提议2018年度提高分红比例,中证报
7273,2018-11-22,"美的集团:吸并小天鹅最新公告点评,特别分红方案增强股东回报",光大证券
7274,2018-11-21,美的集团提议：在收购完成前 小天鹅每股分4元,挖贝网
7275,2018-11-21,美的控股提议：收购完小天鹅后 提高美的集团现金分红比例,挖贝网
7276,2018-11-21,换股吸收合并前夕 美的集团、小天鹅双双加码分红比例,e公司
7277,2018-11-21,小天鹅吸并前分红25亿元 美的吸并后分红将提高,新京报
7278,2018-11-21,小天鹅及美的集团控股股东发出分红提议 小天鹅在吸并正式实施前将分红,中证网
7279,2018-11-21,美的集团提议小天鹅A吸收合并前现金分红25.3亿,北京商报网
7280,2018-11-21,小天鹅A：美的集团提议公司在吸并前进行现金分红 分红总额25.3亿元,e公司
7281,2018-11-21,美的集团：控股股东提议今年分红比例较2017年进一步提高,Wind
7282,2018-11-21,"美的集团2018年三季报点评:毛利提升保障利润,资产优质立足长远",光大证券
7283,2018-11-21,家用电器行业2019年度策略:以创新迎调整,国联证券
7284,2018-11-20,家用电器：高基数下内销遇冷 荐4股,长江证券
7285,2018-11-20,"家电行业周报:双十一大家电需求疲弱,景气度回升尚待时日",浙商证券
7286,2018-11-19,调研速递：机构扎堆关注美的、老板、九阳等家电股,新浪
7287,2018-11-19,万亿减值风险来袭，警惕飞出“黑天鹅”（附名单）,Wind
7288,2018-11-19,家用电器：家电板块个股商誉情况梳理,爱建证券
7289,2018-11-19,海外机构调研数量环比增660%，逾九成被调研个股实现上涨,证券日报
7290,2018-11-19,海外机构调研上市公司数量环增660%,证券日报
7291,2018-11-16,大宗交易泄密！白马股筹码松动，27股被高溢价买入,Wind
7292,2018-11-16,【华创家电龚源月团队】周度思考：商誉减值对家电板块影响几何？ 资产异常,月观家电
7293,2018-11-14,(互动)美的集团：公司业务涉及200多个国家和地区,全景网
7294,2018-11-14,董秘解码：和而泰已加大5G物联网芯片方面的研发投入,巨丰财经
7295,2018-11-12,深港通十大成交活跃股排名（11月12日）,Wind
7296,2018-11-12,双11冰洗悟空榜：海尔、美的、小天鹅群芳争艳,证券之星
7297,2018-11-12,苏宁冰洗23秒破亿，11日上午悟空榜海尔冰洗双冠王,证券之星
7298,2018-11-08,哪些公司在玩虚假回购？,红周刊
7299,2018-11-08,美的携手小天鹅，全面协同竞争优势,东方网
7300,2018-11-08,三季报增速放缓 白、黑、厨电各谋生路,中国家电网
7301,2018-11-08,格力增势迅猛 美的营收增长“入冬”？,新浪
7302,2018-11-07,美的集团三季度增速放缓 多元化布局优势显现,号外财经网
7303,2018-11-07,冷水洗衣不变形，小天鹅旗下比佛利洗衣机打造洗护“神器”,搜狐
7304,2018-11-07,“工具包”思路激活并购重组 细节入手颠覆监管惯性,21世纪经济报道
7305,2018-11-07,家用电器行业:白电销售走弱不改龙头集聚趋势,国联证券
7306,2018-11-05,方洪波：重组合并后，将进一步做强做大小天鹅,中国财经网
7307,2018-11-05,准备迎接寒冬？2018家电龙头前三季度业绩简评,中关村在线
7308,2018-11-04,美的12.7亿元在印度建科技园，推进全球化步伐,Wind
7309,2018-11-04,家用电器：龙头依旧稳健 荐4股,广发证券
7310,2018-11-03,家用电器：砥砺前行 荐6股,长江证券
7311,2018-11-02,打破的美的与小天鹅 打不破的家电并购市场,华讯财经
7312,2018-11-02,看好中国｜消费升级——家电龙头业绩增速放缓 配置价值仍凸显,巨丰财经
7313,2018-11-02,A股上市公司回购数量、金额均创历史新高,证券时报
7314,2018-11-01,美的集团：已累计回购约18亿元，后续将继续推动回购,Wind
7315,2018-11-01,美的集团143.83亿私有化小天鹅 复牌后股价双双跳水,投资时报
7316,2018-11-01,天风家电-美的集团18Q3 | 毛利率同比仍在提升，收入增长有所放缓,小蔡看家电
7317,2018-10-31,【华创家电】美的集团三季报点评：短期市场影响收入承压，长期公司战略布局清晰,微信
7318,2018-10-31,美的集团：行业增速放缓 产业版图战略整合,西南证券
7319,2018-10-31,美的集团第三季度营收达631亿元 同比增长1.01%,TechWeb
7320,2018-10-31,2018年前三季度美的、小天鹅共赚192亿 营收总和2231亿,挖贝网
7321,2018-10-31,美的集团前三季度营收破2000亿 营收规模领先格力、海尔,国际金融报
7322,2018-10-31,家电龙头前三季度业绩增速放缓,Wind
7323,2018-10-30,美的前三季营收破两千亿 合并小天鹅发力工业互联网保增速,第一财经
7324,2018-10-30,前三季度美的营收2057.57亿元 居三大白电榜首,21世纪经济报道
7325,2018-10-30,美的集团：前三季度净利179亿元 同比增长19.35%,e公司
7326,2018-10-30,美的集团：三季度净利润同比增长18.55%，营收增长1%,Wind
7327,2018-10-30,A股上市公司回购潮有望继续扩大,巨丰财经
7328,2018-10-30,美的与小天鹅合并，打造民族品牌国际化竞争优势,证券之星
7329,2018-10-30,美的集团低开高走跌1.16%报35.85元 成交15.36亿元,腾讯网
7330,2018-10-30,“大众情人股”贵州茅台大幅下挫 有助于加速A股探底完成 连续下跌,信息时报
7331,2018-10-30,融资客青睐18股，长城影视买入占比高达50.03%,Wind
7332,2018-10-30,美的集团开盘跌6%，公司换股吸收合并小天鹅,Wind
7333,2018-10-30,茅台跌停 权重白马下跌才刚开始,中财网
7334,2018-10-30,美的集团：10月29日融资余额为27.01亿元，较前一日骤增6.12%,Wind资讯
7335,2018-10-30,美的收购小天鹅后复牌跌停 四机构卖出3.84亿,金投网
7336,2018-10-30,A股早报2018年10月30日星期二,Wind
7337,2018-10-30,吞并小天鹅美的复牌跌停,北京日报
7338,2018-10-30,一只股票引发的震荡！机构集中抛售白酒股，白马股受挫系调仓？,Wind
7339,2018-10-30,四季度将迎来回购大潮,中证报
7340,2018-10-29,美的小天鹅换股重组复牌日双双大跌，深股通抛售超10亿,21经济网
7341,2018-10-29,深港通十大成交活跃股排名（10月29日）,Wind
7342,2018-10-29,跌停板解密：酒类个股再现跌停潮！（10月29日）,Wind
7343,2018-10-29,风向生变：小甜甜成牛夫人，“一哥”持股大曝光,Wind
7344,2018-10-29,美的集团龙虎榜数据（10月29日）,Wind
7345,2018-10-29,美的集团今日跌停，深股通净卖出近6亿元,Wind
7346,2018-10-29,美的换股吸收合并小天鹅 昨晚披露修改后的合并预案 停牌50天后——美的 小天鹅今日复牌下跌,和讯
7347,2018-10-29,一周家电事回放（20181029）,我的钢铁
7348,2018-10-29,美的集团午后封跌停 成交额33.41亿元封单2909手,腾讯网
7349,2018-10-29,"10年10倍之后，美的要""吃掉""小天鹅，今日复牌双双补跌",中国基金报
7350,2018-10-29,美的集团吸收合并小天鹅双双暴跌 高瓴小米苦比黄连,中国网
7351,2018-10-29,美的集团、小天鹅A复牌股价双双大跌逾8%,北京商报网
7352,2018-10-29,美的集团触及跌停，小天鹅A跌超7%,Wind
7353,2018-10-29,美的集团复牌低开8%，小天鹅A跌4%,Wind
7354,2018-10-29,美的称重组小天鹅方案合理 已充分考虑双方业绩表现,北青网
7355,2018-10-29,【家电】复盘思考：我们如何在17年跟丢了小天鹅,天风研究
7356,2018-10-29,美的“吃下”小天鹅应对增速下行,第一财经
7357,2018-10-29,中证报头版：公募基金三季度大手笔增持金融板块,中证报
7358,2018-10-28,美的、小天鹅一起说：合并很必要性,国际金融报
7359,2018-10-28,美的集团：将小天鹅打造成面向高端市场的民族品牌,中证网
7360,2018-10-28,家用电器：白电龙头长期竞争力强 荐4股,广发证券
7361,2018-10-28,美的、小天鹅回应深交所:换股合并定价合理 明起复牌,新京报
7362,2018-10-28,美的集团、小天鹅A：10月29日复牌,Wind
7363,2018-10-28,美的集团、小天鹅A明日复牌,e公司
7364,2018-10-28,家用电器：美的换股吸收合并小天鹅 荐5股,长城证券
7365,2018-10-26,美的换股合并小天鹅遭问询:合并必要性、定价合理性如何？,国际金融报
7366,2018-10-26,质疑定价合理性 美的合并小天鹅遭深交所问询 问询,北京日报
7367,2018-10-26,美的吃掉小天鹅 出手143亿元,亿欧网
7368,2018-10-26,美的集团拟144亿元“吞下”小天鹅,新快报
7369,2018-10-26,美的集团斥巨资 “吞下”小天鹅,羊城晚报
7370,2018-10-25,美的集团拟换股吸收合并小天鹅 深交所要求说明合并必要性,北京商报网
7371,2018-10-25,深交所对美的集团、小天鹅下发重组问询函：要求说明换股合并必要性,Wind
7372,2018-10-25,洗衣机市场新震荡 美的拟发股合并小天鹅,南方日报
7373,2018-10-25,美的吸收小天鹅加码白电业务 洗衣机市场再洗牌,天极网
7374,2018-10-25,美的143亿吞下小天鹅，海尔危险了？专家：短期对行业影响不大,腾讯网
7375,2018-10-25,美的历经数十年 终于吃下有60年历史渊源的小天鹅,中国企业家网
7376,2018-10-25,光大证券：美的集团买入评级,光大证券
7377,2018-10-25,日丰电缆利毛利率持续下降 供应商竟是销售客户子公司 盈利能力下降,投资时报
7378,2018-10-25,白电巨头多元化布局再升级,广州日报
7379,2018-10-25,再见小天鹅：美的重组换股吸收 洗衣机业务整合启幕,21世纪经济报道
7380,2018-10-25,美的置业登陆港交所、吸收合并小天鹅 美的集团何享健提新目标：未来营收市值双双达到5000亿元,证券日报
7381,2018-10-24,美的143亿买下小天鹅！落后一个身位的董明珠更焦虑了？,腾讯网
7382,2018-10-24,美年健康加入回购大军 已有29家上市公司公布大额回购计划,第一财经
7383,2018-10-24,143亿！小天鹅这样飞向美的,经济观察网
7384,2018-10-24,143亿元！美的集团拟换股合并小天鹅 小天鹅将注销法人资格,经济观察网
7385,2018-10-24,美的143亿换股合并小天鹅，后者将退市，家电行业重新洗牌？ 退市,腾讯网
7386,2018-10-24,美的集团私有化小天鹅，对各方意味着什么？,南方周末
7387,2018-10-24,143.8亿，美的收了小天鹅,钛媒体
7388,2018-10-24,这桩144亿元交易让洗衣机行业格局生变 小天鹅将退市并入美的 退市,腾讯网
7389,2018-10-24,胡萝卜+大棒？美的集团溢价10%吸收合并小天鹅A 异议股东现金选择权打九折,号外财经网
7390,2018-10-24,美的集团吸收合并小天鹅，交易金额143.83亿元,第一财经
7391,2018-10-24,洗衣机界大地震：美的宣布收购小天鹅,驱动之家
7392,2018-10-24,美的拟143.8亿“吃下”小天鹅 吸并之后A股B股各少一个壳,全景网
7393,2018-10-24,美的合并小天鹅 144亿交易为“白电帝国”打下基础,前瞻网
7394,2018-10-23,美的集团溢价10%合并小天鹅 挑战海尔洗衣机老大地位,挖贝网
7395,2018-10-23,美的集团拟发行3.4亿股换股吸收合并小天鹅，小天鹅将退市 退市,澎湃新闻
7396,2018-10-23,重组方案公布！美的拟以发行A股方式吸收合并小天鹅,21世纪经济报道
7397,2018-10-23,美的集团拟吸收合并小天鹅 全面整合洗衣机业务,e公司
7398,2018-10-23,美的拟发股合并小天鹅 成交金额为143.83 亿元,新京报
7399,2018-10-23,小天鹅公告：美的集团拟以发行A股方式，换股吸收合并小天鹅,中财网
7400,2018-10-23,美的集团：拟发行3.42亿股换股吸收合并小天鹅，暂不复牌,Wind
7401,2018-10-23,"家电行业周报:9月空调数据出炉,内销持续下降外销表现优异",爱建证券
7402,2018-10-21,何享健首提美的营收及市值双5000亿目标 大规模海外并购后新增长引擎在哪,华夏时报
7403,2018-10-20,美的发布新平台和高端家电品牌,中证网
7404,2018-10-19,美的创始人何享健：美的未来产值市值双双冲击5000亿,第一财经
7405,2018-10-19,美的集团：发布全新美的工业互联网平台M·IoT,e公司
7406,2018-10-19,美的推出高端AI家电品牌COLMO 预计12月上市,国际金融报
7407,2018-10-19,何享健透露美的集团新目标：营销额和市值均超5000亿,Wind
7408,2018-10-17,回购激增，上市公司自救进行时,中证报
7409,2018-10-16,威灵顿资产管理减持龙源电力(00916)251万股，每股作价5.96港元,智通财经
7410,2018-10-16,[买入评级]家用电器行业周报：格力电器Q3业绩预告靓丽 集成灶线上高速增长,中财网
7411,2018-10-16,A股公司产业整合新路径浮现,中证报
7412,2018-10-15,顾家家居抄底喜临门 一半是海水一半是火焰,新浪
7413,2018-10-15,[强于大市评级]家电行业周报：家用空调内销创新高 关注业绩确定性高龙头企业,中财网
7414,2018-10-15,[优于大市评级]海通家电行业周专题：需求疲软基数徒增 三季度销量增速环比回落,中财网
7415,2018-10-15,罕见！“上市公司收购上市公司”来了：顾家家居拟不低于13.8亿元收购喜临门控制权,中证网
7416,2018-10-15,[增持评级]家用电器行业周报：十一促销季：空调量价承压,中财网
7417,2018-10-13,稳定信心 多家上市公司继续披露回购方案,金融界
7418,2018-10-12,洗衣机中小品牌艰难求生,我的钢铁
7419,2018-10-10,A股再掀回购潮 产业资本“抄底”印证市场底部？,第一财经
7420,2018-10-10,美的集团：截至9月30日 已累计回购约18亿元股票,新浪
7421,2018-10-10,今年749家公司发布回购预案 实施股份回购金额262.46亿元,深圳商报
7422,2018-10-09,今年以来上市公司股份回购260亿元创历史新高,中证报
7423,2018-10-08,“入富”敲定推升外资布局热情，QFII加快调研上市公司步伐,Wind
7424,2018-10-07,美的集团：延期召开董事会审议资产重组事项,Wind
7425,2018-10-07,家用电器：家电行业18年度三季度业绩前瞻 荐6股,长江证券
7426,2018-10-04,美的集团个股分析：空调引领增长，数据推动发展,申万宏源
7427,2018-10-03,美的集团股票分析：结构调整成效渐显，经营表现符合预期,天风证券
7428,2018-10-01,美的集团2018半年报点评：业绩符合预期，看好长期投资价值,国泰君安
7429,2018-09-29,嘉实事件驱动多只重仓股大跌，海归基金经理“水土不服”,和讯
7430,2018-09-29,美的置业赴港上市 或成年度最大规模房企IPO,21世纪经济报道
7431,2018-09-28,重组小天鹅预案仍未披露 美的集团：预计“十一”后,每日经济新闻
7432,2018-09-27,1249只A股纳入富时罗素（全名单）,券商中国
7433,2018-09-27,方洪波落定 董明珠悬而未决,财经网
7434,2018-09-27,美的董事会换届增4位新面孔 管清友出任独立董事,中金在线
7435,2018-09-26,【国君家电】研发费用加计扣除新政预计增厚行业业绩2%-3%,吴东炬家电团队
7436,2018-09-26,美的小天鹅重组，欲撬动洗衣机市场能否一蹴而就？,搜狐
7437,2018-09-26,A股已成香饽饽！6张图看外资在股、债之间大轮动,Wind
7438,2018-09-26,美的置业拟通过香港IPO发售1.8亿股股票,Wind
7439,2018-09-26,多家基金公司调整停牌股估值,Wind
7440,2018-09-26,"家电行业研究:空调8月内销量骤降,2019冷年开盘不利",国金证券
7441,2018-09-26,"家电行业周报:电商快速发展,家电渠道线上线下结合趋紧",爱建证券
7442,2018-09-25,美的集团：将公司用户数据和阿里腾讯用户数据打通,Wind
7443,2018-09-25,美的集团：打通阿里、腾讯的用户数据和美的用户数据,e公司
7444,2018-09-25,美的集团：继续推动东芝项目协同整合,中证网
7445,2018-09-24,周一上市公司晚间重要公告,金融界
7446,2018-09-24,公告精选：华大基因澄清媒体报道 天津嘉睿将成乐融致新第一大股东,e公司
7447,2018-09-24,9月24日上市公司晚间公告速递,新浪
7448,2018-09-24,美的集团：预计9月28日之前披露重组相关预案 继续停牌,e公司
7449,2018-09-24,家用电器：白电龙头价值凸显 荐4股,广发证券
7450,2018-09-23,2018年8月洗衣机网络零售TOP10品牌排行榜,中商情报网
7451,2018-09-22,湖南首家美的慧生活体验馆进驻步步高,联商网
7452,2018-09-22,金元顺安基金管理有限公司关于旗下产品持有的“美的集团”股票估值调整情况的说明,证券时报
7453,2018-09-22,高瓴资本募资创亚洲纪录 曾抄底消费白马股,投资快报
7454,2018-09-19,上市公司忙回购 逾千家股东增持 更多积极信号正在释放,证券时报
7455,2018-09-18,财经观察家 | 张刚：入富在即！A股在绝望酝酿行情？,巨丰财经
7456,2018-09-18,"美的集团2018中报点评:业绩符合预期,看好长期投资价值",正点财经
7457,2018-09-18,日常消费品：中产阶级崛起 我国有望产生多家消费品巨头,广发证券
7458,2018-09-18,美的小天鹅在下一盘什么棋,北京商报
7459,2018-09-18,"家用电器行业:八月线上数据发布白电偏淡,小电有亮点",国联证券
7460,2018-09-17,对中国家电行业发展的简单思考,国寿安保基金
7461,2018-09-17,小天鹅：将继续停牌 28日前披露资产重组预案,新京报
7462,2018-09-17,醉美芝香丨实力书写传奇！三大国家标准引领芝香走向全国！,酒业新闻网
7463,2018-09-17,郭施亮：被市场抛弃的白马股，这回可以认真进行价值投资了吗？,中财网
7464,2018-09-17,美的小天鹅重组做大头部 家电业洗牌加速突破,投资者报
7465,2018-09-16,家用电器：建议继续持有白电龙头 荐4股,广发证券
7466,2018-09-13,白电三巨头年中报 从市占率看行业现状,中关村在线
7467,2018-09-13,多元化扩张市场推进乏力：格力电器半年报隐忧频现,新浪
7468,2018-09-12,避险还是爱上现金大奶牛？美的欲吞“超肥”小天鹅 家电行业迎来3000亿市值重组,融资中国
7469,2018-09-12,美的集团小天鹅重组在即 洗衣机业务或更强势,我的钢铁
7470,2018-09-12,海康威视午后跌9%，总市值降至深市第三,Wind
7471,2018-09-12,美的延期召开董事会审议资产重组事项 股票继续停牌 重大事项停牌,TechWeb
7472,2018-09-12,家电业困局：过度营销坑了谁,维库电子市场
7473,2018-09-12,指数基金的历史,金融界
7474,2018-09-12,美的集团小天鹅11日审议重组事宜 引发诸多猜想,新浪
7475,2018-09-12,盘前有料｜腾讯连续三日回购股份 2只新股今日申购,证券时报网
7476,2018-09-12,QFII加速布局A股 二季度持股市值增66.9亿元,证券时报网
7477,2018-09-12,A股史上最大回购潮：490家公司花241亿买自家股票,21世纪经济报道
7478,2018-09-12,小天鹅A:价值分析及前期资本运作梳理:小天鹅的弥足珍贵,光大证券
7479,2018-09-11,公告精选：美的集团预计28日前披露资产重组预案；宝能系减持万科5%股份,e公司
7480,2018-09-11,美的集团：预计28日之前披露资产重组预案 继续停牌,e公司
7481,2018-09-11,美的集团：延期召开董事会审议资产重组事项，继续停牌,Wind
7482,2018-09-11,美的高端战略遭遇滑铁卢 小天鹅洗衣机业务面临整合,新浪
7483,2018-09-11,“美的系”3000亿市值重组：洗衣机业务或面临大调整,21世纪经济报道
7484,2018-09-10,美的小天鹅3000亿大重组，未披露先涨停？,环球老虎财经
7485,2018-09-10,家电一哥重组停牌躲过一劫 马云辞阿里CEO再追年轻梦？,巨丰财经
7486,2018-09-10,"【股添乐评】东方财富闪崩股价跌停 ""马爸爸""功成身退做回""马老师"" 连续下跌",中金在线
7487,2018-09-10,11点聊电商：独家|淘鲜达已开通125个城市 上线422家门店,亿邦动力
7488,2018-09-10,9月10日或影响股价的重要公告,中证网
7489,2018-09-10,美的小天鹅重组！实控人何享健身家千亿 比肩雷军超李彦宏,凤凰网
7490,2018-09-10,美的集团、小天鹅停牌重组 给资本市场带来想象,财富动力网
7491,2018-09-10,美的集团：拟与无锡小天鹅公司进行资产重组，今日起开始停牌,凤凰网
7492,2018-09-09,3000亿大重组：美的、小天鹅双双停牌,中国基金报
7493,2018-09-09,9月9日晚间上市公司十大重磅公告,巨丰财经
7494,2018-09-09,公告精选：美的集团拟与小天鹅进行资产重组；美芝股份董事长倡议员工增持股票并承诺兜底,e公司
7495,2018-09-09,拟与小天鹅资产重组 美的集团9月10日起停牌,北京商报网
