,2021-12-31,正泰电器：以集中竞价交易方式回购公司股份,资本邦
857,2019-09-03,减持两个月后 南存辉提议正泰电器回购 减持股份,e公司
858,2019-09-03,正泰电器拟斥资5亿元至10亿元回购公司股份,中证网
859,2019-09-03,9月3日晚间上市公司十大重磅公告,巨丰财经
860,2019-09-03,正泰电器：拟以5亿-10亿元回购股份,Wind
861,2019-09-03,正泰电器(601877.SH)拟回购5亿元-10亿元的股份 回购价不超33元/股,格隆汇
862,2019-09-03,正泰电器：拟5亿元至10亿元回购股份,e公司
863,2019-09-02,正泰电器：下半年竣工回暖有望带动公司低压增速环比回升,证券时报网
864,2019-09-02,电新|正泰电器（601877）：业绩符合预期，业务增长稳健,CITICS电新
865,2019-09-02,【电新】行业2019年中报综述:板块业绩略有下滑，经营现金流大幅改善*强于大市 盈利能力下降,中银国际证券研究
866,2019-08-30,正泰电器2019年上半年净利17.84亿 光伏新能源业务稳定增长,挖贝网
867,2019-08-30,"正泰电器中报点评:低压稳健、毛利率改善,光伏增长持续",东吴证券
868,2019-08-29,正泰电器：2019年半年度主要财务指标,上交所
869,2019-08-29,正泰电器上半年实现营业收入144.28亿元 同比增长21.22%,中证网
870,2019-08-22,光伏概念大幅拉升产业链价格望迎拐点 六股掘金,证券时报网
871,2019-08-16,正泰电器今日大宗交易成交13.20万股，成交价22.35元溢价0.0%,Wind
872,2019-08-15,A股共发生46宗大宗交易成交7.08亿元（8月15日）,Wind
873,2019-08-14,"电力设备与新能源行业周报:电动车筑底待旺季,光伏降价见底等旺季",东吴证券
874,2019-08-13,"电力设备与新能源行业:从国电投招标看光伏组件技术走向,下半年泛在电力物联网建设将提速",国金证券
875,2019-08-13,"电力设备行业动态分析:装机量符合预期,单晶有望触底反弹",安信证券
876,2019-08-05,"电力设备与新能源行业周报:电池排产逐步恢复迎旺季,光伏降价临尾声等旺季",东吴证券
877,2019-07-31,"电力设备行业深度报告:全球低压电器龙头施耐德电气的启示,本土化+产品力",平安证券
878,2019-07-30,"电新行业6月深度跟踪:新能源汽车抢装明显,风电景气度大幅提升",证券之星
879,2019-07-29,"跨市场电力设备新能源行业双周报:电动车排产低位,风电将迎投运高峰",光大证券
880,2019-07-19,下周268亿市值限售股解禁，环比增加1478% 解禁,Wind
881,2019-07-19,正泰电器：关于公司2017年限制性股票第二次解锁暨上市的公告,上交所
882,2019-07-18,[快讯]正泰电器802万限售股7月24日解禁 解禁,中财网
883,2019-07-16,勇于突破 拥抱变革｜正泰电器2019年中国区（年中）营销会议暨长三角业务发展研讨会召开,工业电器网
884,2019-07-14,公用事业：国内需求启动在即 荐14股,安信证券
885,2019-07-12,上市公司高股息比拼“宝宝”军团，63只“现金奶牛”名副其实,Wind
886,2019-07-12,中信证券：光伏竞价项目落地，全年装机增长无虞,Wind
887,2019-07-11,电气设备：产业链趋势变化几何 荐5股,国盛证券
888,2019-07-11,47股获券商买入评级 天邦股份目标涨幅达74.83%,Wind
889,2019-07-11,"正泰电器投资价值分析报告:低压电器高端化持续推进,光伏业务保持稳健增长",光大证券
890,2019-07-08,光伏产业政策趋好，正泰电器潜力俱佳,中国能源网china5e
891,2019-07-05,正泰电器的低压电器业务如何？,证券之星
892,2019-07-05,财融汇·早间必读 | 20190705,财通证券融资融券部
893,2019-07-05,48股获券商买入评级 利民股份目标涨幅达78.57%,Wind
894,2019-07-05,【东吴晨报0705】【个股】东方财富、荣盛发展、正泰电器、晨鸣纸业,东吴研究所
895,2019-07-04,7月4日有56家公司获重要股东增减持 延安必康已被连续减持89次,Wind
896,2019-07-04,正泰电器今日大宗交易成交45.10万股，成交价21.07元折价11.06%,Wind资讯
897,2019-07-04,正泰电器：年报推10派6元 股权登记日7月10日,金融界
898,2019-07-04,正泰电器：光伏供应商参与持股计划，与产业链伙伴共享成长收益,证券时报网
899,2019-07-04,正泰电器：供应商参与大额持股计划 买入评级,东吴证券
900,2019-07-04,【东吴电新】正泰电器点评：供应商参与大额持股计划，实现产业链合作共赢,新兴产业汇
901,2019-07-04,【东北电新顾一弘】正泰电器（601877）深度报告：低压电器龙头地位稳固，光伏稳健发展,东北证券研究所
902,2019-07-03,又见供应商持股计划 正泰电器供应商拟近6亿元参与,e公司
903,2019-07-03,A股共发生80宗大宗交易成交25.62亿元（7月3日）,Wind
904,2019-07-03,[快讯]7月3日大宗交易一览,中财网
905,2019-07-03,上海证券市场大宗交易公开信息(2019-07-03),上交所
906,2019-07-03,正泰电器供应商计划近6亿元受让2811万股公司股票,中证网
907,2019-07-03,正泰电器(601877.SH)：控股股东及实控人转让合计2811万股予公司供应商持股计划,格隆汇
908,2019-07-03,正泰电器：控股股东及实际控制人向公司供应商持股计划转让股份 减持股份,Wind
909,2019-07-03,26股获券商买入评级 新宝股份目标涨幅达57.22%,Wind
910,2019-07-03,"电力设备:氢能白皮书发布,风光再迎利好",安信证券
911,2019-07-02,申万宏源-正泰电器-蔷薇保理供应链1-10期30亿元资产支持专项计划获上交所出函通过,中国金融信息网
912,2019-06-27,电气设备：工控需求仍然承压 荐4股,广发证券
913,2019-06-27,"电新行业5月深度跟踪:光伏风电高景气,新能源汽车需求增速放缓",证券之星
914,2019-06-24,正泰电器：关于重大资产重组部分限售股解禁上市流通的公告,上交所
915,2019-06-24,[快讯]正泰电器3227万限售股6月28日解禁 解禁,中财网
916,2019-06-24,正泰电器：3227.31万股限售股解禁，占公司总股本比例1.5%,Wind
917,2019-06-24,正泰电器(601877.SH)：约3227.31万股限售股解禁 解禁,格隆汇
918,2019-06-17,"电力设备与新能源行业周报:电动车5月产销平淡,工控5月需求偏弱",东吴证券
919,2019-06-14,"电力设备行业:拥抱光伏平价大周期,关注促消费政策后续实施",安信证券
920,2019-06-04,中国电器进入科创板已问询阶段 A股上市公司正泰电器持股11%,中金在线
921,2019-05-31,"电气设备光伏行业:光伏政策搭建完毕,国内需求正式启动",证券之星
922,2019-05-29,电气设备：工控下游景气维持 荐3股,广发证券
923,2019-05-28,"电力设备行业动态分析:平价先行,政策平稳,风光大周期开启",安信证券
924,2019-05-27,电气设备行业周报:新能源开工旺季即将开启,正点财经
925,2019-05-27,19股获券商买入评级 汇川技术目标涨幅达67.39%,Wind
926,2019-05-23,正泰电器：业绩符合预期，低压电器业务继续提升,电新产业研究
927,2019-05-17,南存辉：一直稳健扩张，不会为投而投,新京报
928,2019-05-16,"电新新能源专题之二:消纳保障机制正式发布,确保新能源消纳,稳定装机需求",联讯证券
929,2019-05-10,【东吴电新】工控电力设备年报季报总结：工控和低压电器前低后高后劲足，电网设备龙头有望恢复增长,新兴产业汇
930,2019-05-10,电新行业2018年报&2019一季报重点公司业绩回顾:2018年步履维艰2019年关注风光与电网投资边际变化,申万宏源
931,2019-05-09,透视科创板“最高龄考生”中国电器,IPO日报
932,2019-05-07,【华泰电新黄斌团队】业绩向好，坚守龙头——电新行业18年年报及19年一季报总结,华泰电新价值研究
933,2019-05-07,64亿元大礼包！ 43家光伏企业2018年分红预案揭晓,北极星电力
934,2019-05-06,中国电器闯关科创板获受理 背靠国资委及上市公司正泰电器,中金在线
935,2019-05-06,正泰电器:三大战略和渠道建设给低压业务产生积极的催化效应,国金证券
936,2019-04-29,【中信证券电新】许继电气一季报点评：业绩仍处低点，静待订单释放,CITICS电新
937,2019-04-29,【中信证券电新】国电南瑞年报及一季报点评：行业业态加速升级，技术龙头成长稳健,CITICS电新
938,2019-04-29,【中信证券电新】特锐德年报及一季报点评：充电业务快速发展，收益质量显著提升,CITICS电新
939,2019-04-29,【中信证券电新】麦格米特一季报点评：平台优势酝酿，业绩持续高增,CITICS电新
940,2019-04-29,【中信证券电新】汇川技术一季报点评：关注行业复苏与业务放量，业绩有望持续修复,CITICS电新
941,2019-04-29,【朝闻国盛0429】PPI中枢上行，股市消费板块相对稳健,国盛证券研究所
942,2019-04-29,"正泰电器:业绩符合申万宏源预期,低压电器和光伏协同发展",申万宏源
943,2019-04-28,【国金电新周观点】五月光伏产品价格好于预期，关注超跌电力设备白马,新兴产业观察者
944,2019-04-28,正泰电器一季度净利5.42亿同比下滑12% 现金流量净额-3.4亿 盈利能力下降,挖贝网
945,2019-04-28,"正泰电器:双轮驱动,稳健增长",证券之星
946,2019-04-27,【中泰电新】正泰电器：业绩高增，光伏和低压电器协同发展,中泰电新研究
947,2019-04-26,【中信证券电新】正泰电器：业绩符合预期，盈利能力稳步提升,CITICS电新
948,2019-04-26,正泰电器去年净利35.9亿元 同比增长26% 董事长南存辉薪酬130万元,挖贝网
949,2019-04-26,新能源业务净利增长48.20％！正泰电器2018主要干了这几件事！,世纪新能源
950,2019-04-25,正泰电器2018年营收突破274亿元 扣非归母净利润超36亿元,中证网
951,2019-04-25,正泰电器(601877.SH)一季度净利润降11.60%至5.42亿元 盈利能力下降,格隆汇
952,2019-04-25,正泰电器(601877.SH)2018年度净利润升26.47%至35.92亿元 拟10派6元,格隆汇
953,2019-04-25,正泰电器：2018年净利润同比增26.47%,Wind
954,2019-04-25,正泰电器：一季度净利润同比减11.60% 盈利能力下降,Wind
955,2019-04-22,正泰电器今日大宗交易成交9.61万股，成交价27.6元折价0.0%,Wind资讯
956,2019-04-22,新能源汽车平台化，光伏从周期迈向成长【安信电新·周观察·0422】,电新邓永康团队
957,2019-04-14,电气设备：电力设备风光平价加速 荐10股,安信证券
958,2019-04-11,【广证恒生电新】深度报告-正泰电器(601877.SH)-低压龙头市占率稳步提升，户用是公司未来最大弹性,广证恒生
959,2019-03-20,南存辉诠释企业家精神： 从修鞋匠到民营企业家,21世纪经济报道
960,2019-03-15,A股早报2019年3月15日星期五,Wind
961,2019-03-14,A股共发生51宗大宗交易成交18.15亿元（3月14日）,Wind
962,2019-03-14,正泰电器今日大宗交易成交731.58万股，成交价25.59元折价3.51%,Wind资讯
963,2019-03-14,深圳市市场监管局：3批次剩余电流动作断路器产品不合格 产品问题,质量新闻网
964,2019-03-13,正泰电器：公司低压电器产品中都有传感器，是“万物互联”不可缺一部分,Wind
965,2019-03-07,正泰集团子公司销售员挪用公款罪名成立 被判处有期徒刑十个月,和讯
966,2019-02-27,正泰电器：低压电器稳居龙头 户用光伏再迎成长,工业电器网
967,2019-02-27,券商首次关注8股并给予买入评级（2月27日）,Wind
968,2019-02-20,"电力设备行业:把握春季攻势,光伏需求超预期,探析19年新能源爆款车型",安信证券
969,2019-02-13,"电力设备行业2018年年报业绩前瞻:业绩持续分化,龙头差异竞争力凸显",平安证券
970,2019-02-10,电气设备：光伏提价淡季不淡 荐8股,联讯证券
971,2019-02-01,"电力设备行业:产业携手前进,静待靴子落地",安信证券
972,2019-01-31,"正泰电器:低压电器+光伏,确定性与成长性兼备",平安证券
973,2019-01-29,半导体国产替代有望加速 新兴应用提供确定增量,第一财经
974,2019-01-23,"联讯电新周报:风光政策预期向好,新能源汽车负面情绪渐消化",联讯证券
975,2019-01-22,正泰电器：从相信到看见 买入评级,和讯
976,2019-01-18,快看！数据表明2月份上涨概率高达80%,中金在线
977,2019-01-16,"联讯电新周报:风光推进平价项目,新能源汽车迎政策窗口",联讯证券
978,2019-01-15,19股获券商买入评级 碧水源目标涨幅达31.84%,Wind
979,2019-01-15,"电力设备行业:新能源政策密集期,影响测算与点评",安信证券
980,2019-01-15,"电力设备与新能源行业周报:风光平价管理办法出台,平价在即龙头成长空间打开",东吴证券
981,2019-01-10,"电力设备行业:电池装机超预期,能量密度创新高",安信证券
982,2019-01-04,电新行业2019年年度策略:风景这边独好,证券之星
983,2019-01-03,"电力设备行业:补贴新政临近,新能源新年新气象",安信证券
984,2019-01-01,【长江电新-周观点】新能源有望旺季开年，板块“避风港”价值强化,长江电力设备新能源
985,2018-12-27,"电力设备与新能源行业12月第4周周报:产业趋势向好,建议积极配置",证券之星
986,2018-12-24,正泰电器今日大宗交易成交141万股，成交价21.17元折价9.88%,Wind资讯
987,2018-12-24,"电气设备行业跟踪周报:确定性和成长性兼具,看好优质龙头",正点财经
988,2018-12-20,"电力设备行业周报:立足大趋势,把握边际改善环节",安信证券
989,2018-12-18,正泰电器：拟开展资产证券化项目,e公司
990,2018-12-18,高管增持排行榜 7股获增持超千万元,证券时报
991,2018-12-18,"正泰电器:业绩略超预期,低压龙头强者愈强,光伏业务稳健经营",中证网
992,2018-12-18,电力设备与新能源行业12月第3周周报:11月国内新能源汽车产销高增长,证券之星
993,2018-12-14,正泰电器：稳健增长添信心 买入评级,和讯
994,2018-12-12,58股获高管增持 近10日主力资金净流入13只,证券时报
995,2018-12-12,A股早报2018年12月12日星期三,Wind
996,2018-12-11,A股共发生43宗大宗交易成交12.55亿元（12月11日）,Wind
997,2018-12-11,上海证券市场大宗交易公开信息(2018-12-11),上交所
998,2018-12-11,正泰电器：控股方向员工、经销商及供应商持股计划转让近3400万股,e公司
999,2018-12-11,正泰电器：控股股东等转让3389.93万股给员工经销商等持股计划,Wind
1000,2018-12-11,"电力设备行业:新能源产销旺盛,全球化大势所趋",安信证券
1001,2018-12-10,金股预测早间版：8股有望开启估值修复,巨丰财经
1002,2018-12-10,"联讯电气设备与新能源行业周报:新能源板块持续上扬,期待光伏政策出台",联讯证券
1003,2018-12-09,机构看好黄金、光伏板块 资金加仓这些股（名单）,每日经济新闻
1004,2018-12-09,晚间重要公告2018年12月9日星期日,Wind
1005,2018-12-09,正泰电器：董事陆川完成增持计划,e公司
1006,2018-12-05,"电力设备行业:动力观格局,风光迎利好",安信证券
1007,2018-12-03,正泰电器入选上证180指数,中证网
1008,2018-12-03,"联讯电气设备与新能源行业周报:电动车趋势向好,风光获政策持续支持",联讯证券
1009,2018-11-27,"电力设备行业:消费驱动,静待爆款",安信证券
1010,2018-11-20,"电气设备行业周报:配额制有望缓解补贴缺口,重视三元产业链龙头",国海证券
1011,2018-11-20,"可再生能源配额制第三版征求意见稿解读:配额制落地时间明确,市场化机制促进新能源消纳",申万宏源
1012,2018-11-20,"电力设备行业:望眼全球,格局为大",安信证券
1013,2018-11-19,电力设备与新能源行业周报:新能源和电动车优质龙头成长性看好,东吴证券
1014,2018-11-16,"电新新能源专题之一:配额制明年将执行,确保新能源消纳,稳定装机需求",联讯证券
1015,2018-11-14,2018年三季度逆势上扬的光伏企业,集邦新能源网
1016,2018-11-13,"电力设备行业:守得云开,方见月明",安信证券
1017,2018-11-06,【高管面对面】正泰电器：从低压龙头走向综合能源服务商,e公司
1018,2018-11-05,"电气设备行业:光伏终迎政策利好,新能源板块全面向好",联讯证券
1019,2018-11-02,【东吴电新】正泰电器：低压电器超预期增长，光伏运营大幅改善,新兴产业汇
1020,2018-10-31,【华创电新】正泰电器：低压电器增长稳健，光伏业务好于预期,华创电新研究
1021,2018-10-29,电气设备：青海 河南直流特高压获批,中银国际
1022,2018-10-29,"电气设备行业:新能源各版块前景广阔,龙头享受确定性溢价",联讯证券
1023,2018-10-26,【中银电新 沈成团队】正泰电器（601877）2018年三季报点评：业绩超预期，延续优异表现,老成之见
1024,2018-10-26,正泰电器前三季度营收191.11亿元 同比增长19.92%,中证报
1025,2018-10-26,受惠行业结构性变化 正泰电器三季报净利同比增42%,中证网
1026,2018-10-26,易事特全资子公司获国家发明专利 北京鼓励清洁能源等方面合作,Ofweek
1027,2018-10-26,正泰电器：2018年前三季度主要财务指标,上交所
1028,2018-10-25,【中泰电新】正泰电器：三季报业绩高增，预收款创新高,中泰电新研究
1029,2018-10-25,正泰电器：前三季度净利润同比增41.79%,Wind
1030,2018-10-25,"电力设备行业:脚步未止,静待量变到质变",安信证券
1031,2018-10-23,"电新周报:9月锂电装机高增长,三季报窗口期关注盈利分化",联讯证券
1032,2018-10-16,[强大于市评级]深度*行业*电力设备与新能源行业2018年三季报前瞻：行业景气有所回落 细分板块持续分化,中财网
1033,2018-10-15,[领先大市-A评级]电力设备行业动态分析：特高压高歌猛进 电动车不负旺季,中财网
1034,2018-10-15,[增持评级]联讯电新行业周报：风电出现长期机会 新能源车或有三季报行情,中财网
1035,2018-10-15,[买入评级]电气设备行业周报：九月销量涨势明显 宁德时代扣非业绩增八成,中财网
1036,2018-10-10,正泰电器今日大宗交易成交25万股，成交价20.67元折价8.74%,Wind资讯
1037,2018-10-10,"电力设备行业:追寻变化,把握阶段性机会",安信证券
1038,2018-10-09,巨丰热点：宝泰隆强势涨停带动石墨烯板块活跃,巨丰财经
1039,2018-10-08,"电新周报:新能源汽车持续向好,看好风电龙头低位反弹",联讯证券
1040,2018-09-27,"电气设备行业周报:新能源车中游需求发力,特高压建设提速",国海证券
1041,2018-09-23,电气设备：研发抵扣新规利于新能源汽车产业升级 荐5股,国盛证券
1042,2018-09-19,"电力设备行业:新能源车旺季开启,特高压基建提速",安信证券
1043,2018-09-18,正泰电器：2018年半年度权益分派实施公告,上交所
1044,2018-09-18,[快讯]正泰电器公布2018年半年度分红方案,中财网
1045,2018-09-18,"正泰电器2018年中报点评:低压电器增长提速,光伏新政影响消化",正点财经
1046,2018-09-18,"电气设备行业周报:钴及电解液涨价,领跑者支撑单晶PERC后续价稳",正点财经
1047,2018-09-16,电气设备：新能源汽车景气度逐月提升 荐3股,国盛证券
1048,2018-09-14,正泰被欠16.7亿光伏补贴？,世纪新能源
1049,2018-09-14,"电气设备行业周报:需求转暖价格依然承压,重视反弹时龙头溢价",国海证券
1050,2018-09-13,A股共发生45宗大宗交易成交6.57亿元（9月13日）,Wind
1051,2018-09-12,电气设备：新能源消纳稳步提升 荐8股,广发证券
1052,2018-09-10,9月10日有48家公司获重要股东增减持 赢合科技已被连续减持37次 减持股份,Wind
1053,2018-09-06,"电力设备行业2018中报总结:企业分化,聚焦龙头",安信证券
1054,2018-09-05,电气设备：电力设备分化明显 荐4股,广发证券
1055,2018-09-05,正泰电器：预计欧洲光伏市场将迎来新一轮增长,Wind
1056,2018-09-03,东方不亮西边亮！“双反”取消深V反弹，商务部点赞,Wind
1057,2018-09-03,电气设备：整体平稳 荐4股,中银国际
1058,2018-08-28,[买入评级]正泰电器(601877)中报点评：低压电器收入毛利率双丰收 二季度翘尾上涨,中财网
1059,2018-08-28,【东吴电新】正泰电器：低压电器收入毛利率双丰收，二季度翘尾上涨,新兴产业汇
1060,2018-08-28,"电新行业周报:锂电装机表现良好,风电龙头中报符合预期",联讯证券
1061,2018-08-22,"正泰电器:业绩略超申万宏源预期,低压电器发展提速",申万宏源
1062,2018-08-21,[推荐评级]正泰电器(601877)半年报点评：低压业务加速增长 光伏表现稳健,中财网
1063,2018-08-21,明日最具投资机会六大牛股一览（2018年8月21日）,中财网
1064,2018-08-21,[买入评级]正泰电器(601877)中报点评：低压龙头主业抢眼 光伏新政影响有限,中财网
1065,2018-08-21,[强于大市评级]深度*行业*电力设备与新能源行业周报：7月全社会用电量同比增长6.8%,中财网
1066,2018-08-21,152股获券商买入评级 联创电子目标涨幅达103.33%,Wind
1067,2018-08-21,"电气设备与新能源行业周报:电动乘用车销售向好,坚定看好龙头",东吴证券
1068,2018-08-20,[看好评级]电气设备行业周报：车型丰富强化消费崛起后盾 经济放缓不改工控向好逻辑,中财网
1069,2018-08-20,[领先大市-A评级]电力设备行业动态分析：三大主线日益明晰 新能源车逻辑不改,中财网
1070,2018-08-20,[增持评级]电力设备新能源行业周报：电动车逐月回暖 全球风电需求提速,中财网
1071,2018-08-20,[增持评级]电气设备行业周报：继续看好风电龙头 新能源车静候凤凰涅槃,中财网
1072,2018-08-20,[买入评级]正泰电器(601877)中报点评：低压电器精准发力 光伏业务稳定增长,中财网
1073,2018-08-20,[优于大市评级]正泰电器(601877)半年报点评：低压电器全面发展 光伏新政影响消化,中财网
1074,2018-08-20,"正泰电器2018年中报点评:低压电器高速增长,光伏电站布局持续优化",光大证券
1075,2018-08-20,"正泰电器:渠道优势强化,低压电器业务稳增长",安信证券
1076,2018-08-19,【国金电新】正泰电器研究报告：业绩高增长，低压电器进入新一轮快速增长期,新兴产业观察者
1077,2018-08-19,[买入评级]正泰电器(601877)半年报点评：低压电器重回高增长 光伏板块稳健发展,中财网
1078,2018-08-18,【中泰电新】正泰电器：低压电器量利齐升，业绩高增长,中泰电新研究
1079,2018-08-17,[中性评级]电力设备行业周报：国家统计局发布7月份能源供给情况,中财网
1080,2018-08-17,今日资金抢入六只强势股一览（2018年8月17日）,中财网
1081,2018-08-17,[强烈推荐-A评级]正泰电器(601877)中报点评：低压电器业务实现快速增长 光伏新政影响逐步消化,中财网
1082,2018-08-17,正泰电器：低压电器业务实现高增长，光伏新政影响逐步消化,电新产业研究
1083,2018-08-17,[审慎增持评级]正泰电器(601877)中报点评：低压电器龙头持续高增长 业绩略超预期,中财网
1084,2018-08-17,中期惊艳！正泰电器：上半年实现营业收入119.02亿元 尽显主业优势,北极星电力
1085,2018-08-17,[买入评级]正泰电器(601877)中报点评：低压+光伏双驱动 业绩继续高增长,中财网
1086,2018-08-17,[买入评级]深度*公司*正泰电器(601877)中报点评：中报业绩增速亮眼 低压电器表现优异,中财网
1087,2018-08-17,[强烈推荐评级]正泰电器(601877)半年报点评：低压电器进入20+%新阶段 新能源脚步依然稳健,中财网
1088,2018-08-17,[买入评级]正泰电器(601877)中报点评：低压板块持续高增长 光伏板块稳健运行,中财网
1089,2018-08-16,正泰电器：上半年业绩强劲增长 尽显主业优势,中证网
1090,2018-08-16,[中报]正泰电器上半年净利17.83亿元 同比增41.87%,全景网
1091,2018-08-16,正泰电器：上半年净利17.83亿元 同比增42%,e公司
1092,2018-08-16,正泰电器：上半年净利润同比增41.87%,Wind
1093,2018-08-15,[买入评级]工控&电力设备行业8月刊：工信部五方面促进制造业高质量发展 乌东德柔直启动招标,中财网
1094,2018-08-13,[增持评级]电气设备行业周报：新能源汽车再度进入配置区间 核电标准化工作加速推进,中财网
1095,2018-08-13,[买入评级]电力设备与新能源行业研究周报：十三五电力规划启动调整 造车新势力开始放量,中财网
1096,2018-08-03,"电气设备行业:上半年可再生能源平稳发展,由重量向重质转变",国联证券
1097,2018-08-01,[看好评级]新能源行业点评：新能源发展趋势不变 风电光伏消纳持续改善,中财网
1098,2018-08-01,[买入评级]光伏风电行业：政策预期变好 新能源发电获强心剂,中财网
1099,2018-07-31,电气设备新能源行业周报：电芯产业链迅速提升 风电环比改善,中财网
1100,2018-07-31,[买入评级]电气设备行业周报：可再生能源配额制年内出台 新能源发电预期转好,中财网
1101,2018-07-30,[增持评级]联讯电新周报：配额制年内或将出台 风光板块长期发展向好,中财网
1102,2018-07-30,"电力设备与新能源行业周报:电动车龙头继续看反转,风光龙头估值开始修复",东吴证券
1103,2018-07-26,7月26日有49家公司获重要股东增减持 当升科技已被连续减持39次,Wind
1104,2018-07-24,[买入评级]工控&电力设备行业7月报：IAS&RS助力华中智能制造 国网充电桩招标量提升,中财网
1105,2018-07-24,"电力设备与新能源行业周报:升级元年和旺季在即,电动车龙头成长行情发酵",东吴证券
1106,2018-07-24,"电力设备与新能源行业研究:整车与电池厂合作掀高潮,龙头优势继续扩大",国金证券
1107,2018-07-23,[增持评级]电气设备行业周报：风电反转逻辑持续验证 海上风电将有优异表现,中财网
1108,2018-07-20,下周608亿市值限售股解禁，环比增加68%,Wind
1109,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
1110,2018-07-20,46股获券商买入评级 正泰电器目标涨幅达56.32%,Wind
1111,2018-07-19,[强烈推荐-A评级]正泰电器(601877)深度报告：低压电器进入新一轮发展期 光伏新政影响完成消化,中财网
1112,2018-07-18,电新行业中期策略：新周期、新技术、新龙头,中财网
1113,2018-07-17,"电力设备行业:内外合力消费市加速,定海神针中国芯突破",安信证券
1114,2018-07-16,[强于大市评级]深度*行业*电力设备与新能源行业周报：6月新能源汽车产销与用电量持续高增长,中财网
1115,2018-07-16,电气设备行业周报：光伏价格企稳 风电与电动车长期价值可期,中财网
1116,2018-07-13,正泰电器大涨5.02%，报22.17元,腾讯网
1117,2018-07-11,正泰电器大跌7.13%，报20.18元,腾讯网
1118,2018-07-11,电气设备新能源行业周报：电车集中度迅速提升 风电底部反转有望,中财网
1119,2018-07-11,正泰电器跌3.36%，创年度新低，报21.00元,腾讯网
1120,2018-07-10,[超配评级]电气设备及新能源行业周报：双积分逐步落地 倒逼车企提档加速,中财网
1121,2018-07-10,[增持评级]电气设备行业周报：下跌孕育机遇 重点关注风电与电动车高端产业链,中财网
1122,2018-07-10,"电力设备行业:迎电车浪潮,享智造盛宴",安信证券
1123,2018-07-07,【长江电新-周观点】政策路径明确，坚定产业信心,微信
1124,2018-07-06,[中性评级]电力设备行业周报：中国首个大型商业化光热电站一次带电并网成功,中财网
1125,2018-07-06,正泰电器跌0.76%，创年度新低，报21.01元,腾讯网
1126,2018-07-06,正泰电器7.03亿元收购17个分布式光伏项目,温州网
1127,2018-07-05,正泰电器跌1.44%，创年度新低，报21.20元,腾讯网
1128,2018-07-05,光伏电站概念股正泰电器：全球低压电器龙头,南方财富网
1129,2018-07-05,优质光伏电站为“硬通货” 电站市场交易活跃 企业各取所需,北极星电力
1130,2018-07-04,正泰电器跌3.98%，创年度新低，报21.22元,腾讯网
1131,2018-07-04,光伏电站市场交易活跃 企业各取所需 4股受欢迎,证券之星
1132,2018-07-04,[买入评级]太阳能行业点评：光伏电站市场交易活跃 制造运营企业各取所需 3星级,中财网
1133,2018-07-03,加码光伏产业布局 正泰电器拟7.03亿收购隆基股份17个项目,每日经济新闻
1134,2018-07-03,抛60亿融资计划卖17个光伏项目 隆基股份下怎样一盘棋？,每日经济新闻
1135,2018-07-03,左手卖项目右手寻融资 单晶老大隆基盘算啥？,华夏时报
1136,2018-07-03,[推荐评级]电新18年中报预期(电气设备行业)：选对赛道 追求成长,中财网
1137,2018-07-02,7月2日晚间上市公司十大重磅公告,巨丰财经
1138,2018-07-02,正泰电器：逾7亿元收购17个分布式光伏项目公司,e公司
1139,2018-07-02,正泰电器:从隆基绿能科技买17个分布式光伏公司股权,新浪
1140,2018-07-02,[增持评级]电气设备行业周报：三代核电并网有望助力核准松绑 持续看好新能源车中游旺季行情,中财网
1141,2018-07-02,[增持评级]电气设备行业周报：电动车边际改善 Q3旺季开启,中财网
1142,2018-07-02,[增持评级]电力设备与新能源行业周报：升级元年和旺季开始 电动车龙头持续反转,中财网
1143,2018-07-02,"电气设备行业:风电处于估值底部,现长期投资机会",联讯证券
1144,2018-07-01,立足全球，感受中国芯力量【安信电新·周观察·0631】,电新邓永康团队
1145,2018-06-29,[强于大市评级]深度*行业*电新行业2018年中期策略：产业升级 格局优化,中财网
1146,2018-06-29,[买入评级]风电和光伏行业投资策略：把握行业的变与不变,中财网
1147,2018-06-28,今日10只股公告减持 股数达0.20亿,证券时报
1148,2018-06-27,"电力设备行业动态周报:5月全国用电量稳定增长,插电混合动力车型发力",中航证券
1149,2018-06-27,"新能源与电力设备行业2018年中期投资策略:周期性调整,市场化前夜",信达证券
1150,2018-06-26,电力设备与新能源行业深度报告：电动车升级元年、工控新周期 优质龙头成长空间开启,中财网
1151,2018-06-26,"电气设备行业:风电5月装机同比增长19%,新能源汽车中游进入排产旺季",正点财经
1152,2018-06-26,[买入评级]电力设备与新能源行业研究周报：电车板块显比较优势 数据印证工控低压电器高景气 3星级,中财网
1153,2018-06-26,电气设备新能源行业周报：行业排产复苏 看好三季度电车行情,中财网
1154,2018-06-26,[买入评级]工控&电力设备2018年中期策略：工控需求向好持续 电网提升新能源消纳,中财网
1155,2018-06-26,"电力设备行业:动力全开,新周期新成长",安信证券
1156,2018-06-25,A股共发生34宗大宗交易成交3.72亿元（6月25日）,Wind
1157,2018-06-25,正泰电器今日大宗交易成交28.44万股，成交价20.27元折价10.94%,Wind资讯
1158,2018-06-25,正泰电器潘洁：董秘需第一时间了解市场舆论环境动态,新浪
1159,2018-06-25,24股获券商买入评级，易尚展示目标涨幅达86.72%,Wind
