,2021-12-31,中国建筑：公司目前未参与阿富汗重建相关工程,Wind
289,2021-09-19,中国建筑间接控股子公司环境违法被罚3万元 环保处罚,每日经济新闻
290,2021-09-16,建筑行业2021年半年报总结：建筑央企迎来强劲反弹 钢结构下游需求有望回暖,光大证券
291,2021-09-16,建筑和工程2021年8月固定资产投资数据点评：竣工景气仍高 基建负增长受制于资金面因素,光大证券
292,2021-09-16,8月投资数据点评：投资数据持续下滑 逆周期调节需求仍存,新浪
293,2021-09-16,中国建筑承建的粤西最大机场迁建工程竣工－国务院国有资产监督管理委员会,国资委
294,2021-09-14,中国建筑前8月新签合同总额同比增11.3% 单月地产销量较6月份跌去50% 盈利能力下降,中华网
295,2021-09-14,中国建筑：A股“低估之王”，被市场错杀了？,搜狐
296,2021-09-14,中国建筑股份有限公司 2021年1-8月经营情况简报,证券时报
297,2021-09-13,中国建筑前8个月地产业务合约销售额2735亿元,新京报
298,2021-09-13,中国建筑前8月地产合约销售额2735亿 同比增14.5%,观点地产网
299,2021-09-13,中国建筑前8月新签合同总额21530亿元，同比增11.3%,乐居财经
300,2021-09-13,中国建筑(601668.SH)前八月新签合同总额2.153万亿元 同比增长11.3%,智通财经
301,2021-09-13,中国建筑：公司涉及新能源建筑业务，中建电力建设有限公司所属子公司中建中环工程有限公司承建的内蒙古达拉特旗光伏发电领跑奖励基地1号项目为全球最大的沙漠集中式光伏发电基地,每日经济新闻
302,2021-09-13,中国建筑：暂不涉及太阳能风电抽水蓄能业务,每日经济新闻
303,2021-09-13,中国建筑：前8月新签合同总额2.15万亿元 同比增长11.3%,财联社
304,2021-09-13,中国建筑：公司暂不涉及矿产资源业务,每日经济新闻
305,2021-09-13,中国建筑回应“公司（股价）目前表现落后于板块个股”,每日经济新闻
306,2021-09-13,建筑与工程专题报告：本轮稳增长 与14、18年有何不一样？,新浪
307,2021-09-10,中国化学尾盘封住跌停，中国建筑、中冶、交建等回吐日内升幅,Wind
308,2021-09-10,中国建筑中标玖龙纸业厂房项目,微信
309,2021-09-09,中字头卷土重来，中国化学冲击涨停,Wind
310,2021-09-09,A股融资融券日报：两融余额增加95.45亿元（9月8日）,Wind
311,2021-09-08,中国建筑：大宗商品价格上涨对公司毛利影响较小,每日经济新闻
312,2021-09-08,中国建筑：公司暂不涉及蓄能电站业务,每日经济新闻
313,2021-09-07,中国建筑承建的以色列海法新港正式开港－国务院国有资产监督管理委员会,国资委
314,2021-09-06,中国建筑携建筑技术成果亮相服贸会,经济日报
315,2021-09-06,北向资金连续11日净买入累计扫货近500亿，宁德时代大幅净买入超15亿元,Wind
316,2021-09-06,中信银行金华分行成功上线中国建筑星筑链平台“信电商”项目,中国发展网
317,2021-09-06,建筑与工程行业周报：稳增长预期起 继续看好低估值+转型重估央企,新浪
318,2021-09-06,中国建筑签约马来西亚高端房建项目,微信
319,2021-09-04,建筑装饰行业：央企国企引领上半年业绩增长 化学工程与钢结构维持高景气,新浪
320,2021-09-03,中国建筑间接控股子公司环境违法被责令改正 其他违规处罚,每日经济新闻
321,2021-09-03,北向资金连续10日扫货累计加仓近460亿，药明康德、隆基股份净买入均超8亿元,Wind
322,2021-09-03,中国建筑拟发行50亿元超短期融资券，利率为1.8%-2.0%,乐居财经
323,2021-09-03,A股融资融券日报：两融余额增加43.73亿元（9月2日）,Wind
324,2021-09-03,中国建筑：提高ESG信息披露精准性有效性,中证网
325,2021-09-02,A股融资融券日报：两融余额增加19.57亿元（9月1日）,Wind
326,2021-09-01,北向资金净买入额创一个月新高连续8日加仓，伊利股份、贵州茅台净买入均超6亿元,Wind
327,2021-09-01,中国建筑(601668)2021年中报点评：上半年净利润增29%好于预期,新浪
328,2021-08-31,逾700家上市公司上半年炒493只A股：哪些亏损，哪些赚钱？,第一财经
329,2021-08-31,标普：因土地成本上升及限价 料中国建筑盈利能力仍将承压,观点地产网
330,2021-08-31,中国建筑归母净利润增长近3成 公司回应股价等多个热点问题,e公司
331,2021-08-31,中国建筑今年营收目标1.76万亿元,上证报
332,2021-08-31,中国建筑塞尔维亚市场连连签！,微信
333,2021-08-31,中国建筑上半年归母净利润增长超29%,上证报
334,2021-08-31,27股获券商买入评级 金科股份目标涨幅达120.65%,Wind
335,2021-08-30,中国建筑归母净利润增长超29% 业绩说明会回应分红、市值等热点问题,证券日报网
336,2021-08-30,天风证券维持中国建筑买入评级：21h1扣非略超预期，稳中有变，引领行业变革，目标价7.44元,每日经济新闻
337,2021-08-30,中国建筑(601668)：业绩符合预期 现金流显着改善,新浪
338,2021-08-30,中国建筑2021年上半年营收逾9300亿元,中新网
339,2021-08-30,【中泰交运建筑】中国建筑中报点评：业绩符合预期，现金流显着改善,微信
340,2021-08-30,中国建筑上半年净利增近3成 新签合同额1.83万亿元增长21%,上证报
341,2021-08-30,中国建筑(601668)：21H1业绩同增近30% 现金流持续改善,新浪
342,2021-08-30,中国建筑2021年中报点评：21H1业绩同增近30%，现金流持续改善,华创建筑建材研究
343,2021-08-29,中国建筑半年报点评：业绩发展态势稳定，盈利稳居行业龙头【招商建筑】,微信
344,2021-08-29,中国建筑(601668)：21H1扣非略超预期 稳中有变 引领行业变革,新浪
345,2021-08-29,中国建筑(601668)：Q2业绩处预告中值 稳增长预期提升有望促估值修复,新浪
346,2021-08-28,上市公司正负面新闻2021年8月28日星期六,Wind
347,2021-08-28,半年报速递｜中国建筑上半年房地产业务营收1465亿元,新京报
348,2021-08-27,中国建筑：上半年收入9367亿元，同比增长28.6%丨中报快讯,乐居财经
349,2021-08-27,中国建筑公布半年报 上半年净利增加29.25%,新浪
350,2021-08-27,中国建筑：上半年净利润同比增长29.25%,Wind
351,2021-08-27,中国建筑：2021年半年度净利润约256.43亿元，同比增加29.2%,每日经济新闻
352,2021-08-27,晚间重要公告2021年8月27日星期五,Wind
353,2021-08-27,中国建筑(601668.SH)半年度归母净利同比增长29.2%至256.43亿元,智通财经
354,2021-08-27,中国建筑上半年地产业务营收1465亿 同比增长21.5%,观点地产网
355,2021-08-27,中国建筑：上半年净利润256.43亿元 同比增29.20%,第一财经
356,2021-08-27,中国建筑半年报：上半年净利256.42亿元 同比增长29.2%,财联社
357,2021-08-27,中国建筑：上半年净利润同比增长29.2%,Wind
358,2021-08-24,中国建筑新增14个重大项目 总金额486.7亿元,观点地产网
359,2021-08-24,中国建筑(601668.SH)近期获14个重大项目 涉资486.7亿元,智通财经
360,2021-08-24,中国建筑：近期获得重大项目金额合计486.7亿元,财联社
361,2021-08-24,北向资金买兴增强加仓超53亿元，隆基股份获大幅净买入超13亿元,Wind
362,2021-08-24,中国建筑拟为常州金阖诚募资 对应持股比例49%,观点地产网
363,2021-08-24,中国建筑拟为常州金阖诚寻求增资 出让其49%股权,中金在线
364,2021-08-24,A股强势反弹，多个板块批量涨停，三大核心赛道会持续崛起？,Wind
365,2021-08-23,建筑与工程：上半年装配式PC行业发展如何？,新浪
366,2021-08-23,基建专题报告：专项债发行提速 基建复苏在路上 关注水泥、减水剂、基建央企国企,新浪
367,2021-08-23,申万宏源建筑周报：投资数据放缓 逆周期调节预期升温,新浪
368,2021-08-23,A股大幅反弹北向资金加仓超18亿，持续加码高景气板块,Wind
369,2021-08-23,A股强势反弹，工业母机批量涨停，新龙头闪现？,Wind
370,2021-08-23,建筑工程行业周报：抽水蓄能或迎来大发展 关注中国电建,新浪
371,2021-08-23,德勤咨询：中国建筑行业2020年度回顾及未来展望（附下载）,199IT
372,2021-08-22,西澳装饰状告中国建筑，案由系建设工程施工合同纠纷 诉讼纠纷,乐居财经
373,2021-08-20,医药消费惨跌，A股却扛住北上资金200亿抛压,Wind
374,2021-08-20,碧桂园?美好中国ESG100指数完成2021年度调仓,新浪
375,2021-08-20,【全榜单】2021年度ENR“全球最大250家国际承包商”榜单发布,中国对外承包工程商会
376,2021-08-19,北向资金年内第三次单日净卖出超百亿，中国平安遭大幅抛售超18亿,Wind
377,2021-08-19,建筑装饰行业专题报告：施工迎旺季、基建提预期 继续看好建筑央企、装配式板块,新浪
378,2021-08-19,社保基金去年大赚3800亿，上半年加仓名单出炉,Wind
379,2021-08-19,180股获券商买入评级，旺能环境目标涨幅达79.35%,Wind
380,2021-08-19,北向资金动向盘点：连续三日净买入，重手买入金融股,Wind
381,2021-08-19,【东北建筑建材王小勇】中国建筑（601668）动态点评：光储直柔碳中和技术或有望为世界最大房建商插上翅膀,东北证券研究所
382,2021-08-19,【东北机构销售】复盘笔记0818：沪指涨1.11% 券商股掀涨停潮市场概述,东北证券研究所
383,2021-08-19,【东北晨会0819】策略：后成长行情下，风格会扩散到哪里？/中国建筑、合盛硅业、科达制造、通威股份、高德红外,东北证券研究所
384,2021-08-18,2021-08-18 NESC复盘笔记：沪指涨1.11% 券商股掀涨停潮市场概述,复盘笔记
385,2021-08-18,中国建筑：1-7月新签合同额近20000亿,我的钢铁
386,2021-08-18,北向资金稳步加仓3日净买入超111亿，持续扫货大金融龙头股,Wind
387,2021-08-18,8成预喜！补短板稳投资，大基建估值修复开启,Wind
388,2021-08-18,中国建筑(601668)：稳增长预期升温 下游需求或迎拐点,新浪
389,2021-08-18,建筑工程行业：经济预期下 财政基建上 优选新基建,新浪
390,2021-08-18,中国建筑股份有限公司 2021年1-7月经营情况简报,证券时报
391,2021-08-17,北向资金逆市抄底加仓A股近15亿，通威股份、北方稀土净买入额均创历史新高,Wind
392,2021-08-17,中国建筑公告，2021年1-7月，新签合同总额19790亿元，同比增长13,新浪
393,2021-08-17,中国建筑：前7月地产合约销售额2463亿元，同比增长19.4%,乐居财经
394,2021-08-17,中国建筑(601668.SH)：1-7月新签合同总额19790亿元 同比增长13.3%,格隆汇
395,2021-08-17,建筑与工程Ⅲ：7月基建继续承压 后续需求或边际向上,新浪
396,2021-08-16,国盛证券维持中国建筑买入评级：龙头超低估值性价比突显，地产预期改善估值有望修复,每日经济新闻
397,2021-08-16,国盛证券：维持中国建筑(601668.SH)“买入”评级 地产行业预期改善 施工业务市占率持续提升,智通财经
398,2021-08-15,14股获超百次心动“投票”！4大板块盛产绩优股,Wind
399,2021-08-15,巴菲特潜在心动A股名单：未来净利高增长股仅11只,Wind
400,2021-08-13,中国建筑旗下装饰公司单日4次站上被告席,乐居财经
401,2021-08-12,中国建筑间接控股子公司环境违法被责令改正 其他违规处罚,每日经济新闻
402,2021-08-12,建筑行业央企专题报告：旧貌换新颜 建筑央企的价值重估,广发证券
403,2021-08-12,洲明科技携手中建四局，推进LED显示屏等产品落地,LED在线
404,2021-08-11,建筑与工程行业：基建需求或边际向上 重视高弹性+低估值投资机会,新浪
405,2021-08-11,大牛股连续跌停，地产股大爆发，机构资金建仓股曝光,Wind
406,2021-08-11,中字头集体异动攀升，中国电建涨超7%,Wind
407,2021-08-10,中国建筑承建的拉萨贡嘎国际机场T3航站楼正式投运－国务院国有资产监督管理委员会,国资委
408,2021-08-09,【安信建筑】行业周报0808：长三角多层次轨交建设获推进，福建拟打造211交通圈,勇往直前
409,2021-08-06,私募通基金周报：(2021年07月31日-2021年08月06日),新浪
410,2021-08-05,中国建筑跃升至《财富》世界500强第13位,经济日报
411,2021-08-05,加强国际交流合作 携手推进建筑材料行业碳减排,搜狐
412,2021-08-05,巨无霸“穿鞋”而来！中国电信IPO拟发超百亿股，创近11年来新高,Wind
413,2021-08-04,北向资金今日净买入隆基股份11亿元，连续五日卖出茅台,Wind
414,2021-08-03,北向资金今日净买入17.99亿元，白酒股逆势遭卖出,Wind
415,2021-08-02,深度*行业*建筑行业周报：第二批集中供地即将开启 杭州试点“竞品质”项目,新浪
416,2021-08-02,【安信建筑】行业周报0802：十四五重大工程建设获推进，分时电价机制重磅发布,勇往直前
417,2021-08-01,A 股环境风险榜：哪个城市风险最高？,ZAKER
418,2021-07-31,中海建筑有限公司环境违法被罚3万元 环保处罚,每日经济新闻
419,2021-07-31,定义物业“芯”生长｜中海物业举办市场战略发布会,中房网
420,2021-07-31,A股环境风险榜|上半年360家公司登榜，哪家风险最高，谁又在刻意“漂绿”？,每经头条
421,2021-07-30,绿城管理联合中国建筑设立浙江绿建星筑链产融科技发展有限公司,观点地产网
422,2021-07-30,主题报告：新三板蕴藏多家职教培训细分龙头-原三板公司优路教育申报创业板,新浪
423,2021-07-30,中国建筑联手绿城管理设立产融公司,金融界
424,2021-07-30,建筑8月月报：基金持仓微降 估值有望触底回升,新浪
425,2021-07-30,中国银河维持建筑行业推荐评级：基金持仓微降，估值有望触底回升,每日经济新闻
426,2021-07-29,中国建筑拟发行10亿元超短期融资券，期限为57天,乐居财经
427,2021-07-28,北向资金今日净买入80.53亿元，东方雨虹获净买入近12亿元,Wind
428,2021-07-28,惊现12%股息率+2倍市盈率股，66公司现金超市值,Wind
