,2021-12-31,中国电信携手中国信通院 深耕城市发展、产业升级和网信安全领域,--
1364,2021-08-20,临时停牌后又起飞！中国电信上市A股，首日大涨34.88%,潇湘晨报
1365,2021-08-20,弃购的后悔没？中国电信回A首秀大涨近35%：盘中狂拉超40%,新浪
1366,2021-08-20,电信A股上市首日股价惊人逆转，涨幅达35%，市值增超千亿,奥一网
1367,2021-08-20,五粮液今日大跌7.31%，总市值近8000亿，已被比亚迪超过,资本邦
1368,2021-08-20,通信三巨头会师A股！电信从破发边缘猛拉至涨44% 有股民流下没格局的泪,时代财经
1369,2021-08-20,中国电信对A股的影响,第一财经
1370,2021-08-20,中国电信(601728.SH)首日上市收涨34.88% 成交额突破200亿,格隆汇
1371,2021-08-20,中国电信首日上涨34.88%换手率达67% 全日成交逾200亿元,证券时报网
1372,2021-08-20,医疗白酒领跌 “巨无霸”来袭，A股市场再遭重击,新浪
1373,2021-08-20,巅峰对决！“巨无霸”中国电信首秀大涨19%，中国移动也快来了！三大运营商谁会成最大赢家？,中国财富网
1374,2021-08-20,【AH互动】中国电信A股午后冲高涨逾36% H股维持低位,和讯
1375,2021-08-20,5000亿“巨无霸”A股上市，首日盘中狂拉超40%！华为、B站为股东,证券时报
1376,2021-08-20,中国电信柯瑞文：深化云网融合，打造智能化综合数字信息基础设施,C114通信网
1377,2021-08-20,中国电信回归A股一度暴涨40%，总市值5500亿！H股跌超4%，股价仅2.77港元，A股股价超6元,和讯
1378,2021-08-20,中国电信(601728.CN)首日上市触及涨停(43.93%) H股则跌近5%,财华社
1379,2021-08-20,5500亿“巨无霸”回A股首日，两度直线拉升，市值猛涨1400亿！华为也笑了，发生了什么？,每日经济新闻
1380,2021-08-20,5500亿“巨无霸”回A股首日：市值猛涨1400亿 两度直线拉升,每日经济新闻
1381,2021-08-20,李志林丨中国电信上市大抽血，新老抱团股恐慌出逃,中金在线
1382,2021-08-20,中国电信上市首日半天猛涨19%，中移动也要回A股！三大运营商会师是否引发“股市抽血”？,华夏时报
1383,2021-08-20,中国电信午后继续拉升，一度涨超40%,证券之星
1384,2021-08-20,中国电信上市首日股价“旱地拔葱”，“绿鞋机制”成救命法宝,第一财经
1385,2021-08-20,中国电信午后涨超40% 成交额超130亿元,上证报
1386,2021-08-20,中国电信午后涨近44% 盘中触及涨停，成交超150亿元,证券时报网
1387,2021-08-20,中国电信午后再拉升，一度触及44%涨停上限，成交超150亿元,证券时报网
1388,2021-08-20,中国电信AH股走势分化 H股跌超4%A股涨近35%,新浪
1389,2021-08-20,中国电信午后涨幅一度扩大至44%，换手率接近50%,Wind
1390,2021-08-20,【行情】中国电信午后继续拉升，涨超43%，目前成交额近130亿,金十数据
1391,2021-08-20,中国电信午后持续走高 触及涨停,e公司
1392,2021-08-20,快讯：中国电信涨超40%,财联社
1393,2021-08-20,刚刚，医药龙头5年来首次跌停，业绩不及预期，股价近“腰斩”！早盘主力抢筹这些股（附股） 盈利能力下降,证券时报网
1394,2021-08-20,三大运营商资本动作频频 5G建设怎么样了？,新浪
1395,2021-08-20,集采失利，“药茅”重挫！网友：错付了......中国电信上市首日早盘大涨19%，总市值近5000亿,e公司
1396,2021-08-20,A股十年来最大IPO！中国电信今日上市，融资541亿 三大运营商会师A股指日可待,上游新闻
1397,2021-08-20,“巨无霸”上市首日突然暴拉！A股港股大调整：3000亿医药白马跌停，白酒也崩了，发生了什么？,证券时报
1398,2021-08-20,中国电信今日上交所主板上市 盘中最高涨幅超18%,证券时报网
1399,2021-08-20,A股史上第五大IPO！中国电信回A上市，5G建设进程加速,新京报
1400,2021-08-20,千亿市值国企即将A股上市，中国电信 上演“造富记”？,钛媒体
1401,2021-08-20,富途资讯8月20日 | 港股上午盘再度大跌，科网股再度重挫拖累市场情绪降至冰点，致恒生科技指数大跌3.57%报5828点，恒指大跌2.28%报24739点，国指大跌2.34%报8707点。,富途证券
1402,2021-08-20,中国电信登陆A股上午暴涨 AH股溢价率高达131.33%,21世纪经济报道
1403,2021-08-20,【国君通信|2021Q2业绩点评】万国数据：业绩符合预期，上架、销售、扩张稳步推进,微信
1404,2021-08-20,【国君通信|2021半年报点评】中国联通：业绩略超预期，传统新兴业务均亮眼,微信
1405,2021-08-20,中国电信将在上交所上市 中国移动也要回A股,华商报
1406,2021-08-20,午评：沪指跌1.66%创业板指跌超3%，白酒、医疗等板块遭重挫，中国电信拉升涨18.98%,金融界
1407,2021-08-20,中国电信上市首日半日大涨18.98% 总市值近5000亿,金融界
1408,2021-08-20,三大运营商上半年营收利润齐增长：5G拉动价值回归,Ofweek
1409,2021-08-20,中国电信上市首日午盘收涨18.98% 成交额逾122亿元,新浪
1410,2021-08-20,午评：A股三大指数集体下跌 创业板指重挫超3%,证券之星
1411,2021-08-20,中国电信(601728.SH)首日上市半日收涨18.98% 换手率44.95%,格隆汇
1412,2021-08-20,中国电信(601728-CN)盘中临停 恢复交易后现涨至18.98%,财华社
1413,2021-08-20,中国电信复牌后继续拉升 涨近19%,e公司
1414,2021-08-20,移动通信网络服务提供商中国电信在上海证券交易所主板上市,零壹财经
1415,2021-08-20,【行情】中国电信A股恢复交易后继续拉升，涨幅扩大至19%,金十数据
1416,2021-08-20,中国电信A股触发临时停牌，盘中涨超16%，市值超4000亿元,第一财经
1417,2021-08-20,瞬间拉升，中国电信涨超16%，临时停盘,财联社
1418,2021-08-20,电信移动相继回归A股 5G概念如何体现价值,中国电子报
1419,2021-08-20,中国电信盘中大涨超16%触发临停 成交近120亿元,证券时报网
1420,2021-08-20,快讯：中国电信盘中直线拉升涨逾16% 成交额118亿元,新浪
1421,2021-08-20,中国电信A股涨超16%，触发临停,36氪
1422,2021-08-20,中国电信盘中停牌,e公司
1423,2021-08-20,中国电信A股涨超16%，临时停牌,Wind
1424,2021-08-20,“云改数转”共建 数字丝绸之路,新浪
1425,2021-08-20,快讯：中国电信涨超10%,财联社
1426,2021-08-20,“肉签”变“牙签”，中国电信A股上市首日不及预期，涨幅收窄至1%,第一财经
1427,2021-08-20,中国电信正式回A，开盘涨超5%,第一财经
1428,2021-08-20,中国电信回归A股！一张图复盘时间线,新浪
1429,2021-08-20,【招商通信余俊团队】中国联通（600050.SH）拟分拆车联网子公司上市，适时提高派息率回馈股东,俊Sir通信研究
1430,2021-08-20,中国电信H股跌超5% 中国电信A股涨幅收窄至2%以内,新浪
1431,2021-08-20,中国电信H股跌超6% 今日A股上市发行价4.53元,新浪
1432,2021-08-20,中国电信H股跌5.46% 中国电信A股涨幅收窄至2%以内,格隆汇
1433,2021-08-20,【民生计算机】深信服（300454）2021中报点评：云计算业务增速亮眼，推股权激励绑定人才,MS计算机
1434,2021-08-20,开盘：A股三大股指集体低开，中国电信上市高开5.74%，贵州茅台大跌4%失守1600元关口,金融界
1435,2021-08-20,三大运营商齐聚A股 中国电信今日上市：市值超4000亿,快科技
1436,2021-08-20,【AH互动】中国电信(00728)A股开涨5.74% H股反向挫5.46%,和讯
1437,2021-08-20,【异动股】中国电信(00728.HK)跌4.44%,财华社
1438,2021-08-20,中国移动今日上市：开盘价63元/股 涨幅为4.2%,--
1439,2021-08-20,中国电信在上交所上市，新股募资470.94亿元,资本邦
1440,2021-08-20,中国电信今日A股上市：集合竞价高开5.7%，成交额7.2亿元,C114通信网
1441,2021-08-20,A股异动：中国电信A股上市首日开涨超5%，总市值约4200亿元,证券之星
1442,2021-08-20,巨无霸中国电信今日上市交易 对A股有何影响？,证券之星
1443,2021-08-20,中国电信今日上市！引入“绿鞋机制”，A股史上这些公司曾有先例，股价表现如何？,财联社
1444,2021-08-20,万物互联时代 三大运营商乘“云”而上,青岛财经日报
1445,2021-08-20,中国电信回A首日高开5.74%，总市值超4000亿元,中新经纬
1446,2021-08-20,中国电信A股上市首日开涨超5% 首发募集资金近10年来位居A股市场首位,新浪
1447,2021-08-20,中国电信今日登陆A股 开报4.79元上涨5.74%,证券时报网
1448,2021-08-20,中国电信A股上市首日开涨超5% 募资或成近十年来最大A股IPO,新浪
1449,2021-08-20,快讯：中国电信今日上市 竞价高开5.7%,财联社
1450,2021-08-20,【行情】A股开盘，上证综指跌0.67%，深证成指跌0.76%，创业板指跌0.67%，中国电信A股集合竞价涨逾5%,金十数据
1451,2021-08-20,锐叔论市 今天过后，或迎来反抽机会！,中金在线
1452,2021-08-20,三大运营商2021上半年业绩集体“回春”：5G拉动价值回归 新兴业务收入增势突出,C114通信网
1453,2021-08-20,三大运营商有望齐聚A股 千亿募集资金将投向这些领域 产业链关注度快速提升,财联社
1454,2021-08-20,今日上市：中国电信,中国经济网
1455,2021-08-20,中国移动披露招股书拟回A募资560亿 半年投58亿搞研发将再建超50万个5G基站,长江商报
1456,2021-08-20,中国电信今日上市，绿鞋机制防破发,阿尔法工场
1457,2021-08-20,【IPO】中国移动归来 中国电信周五上市 三巨头即将会师,券商中国
1458,2021-08-20,中国移动拟发9.65亿A股募资560亿，中国电信今在上交所主板挂牌上市，三大运营商将会师,金融投资报
1459,2021-08-20,图懂IPO丨巨无霸中国电信今日上市，22只核心概念股名单来了,21世纪经济报道
1460,2021-08-20,新鲜早科技丨恒大澄清小米收购其汽车股份传闻； FTC再次向Facebook发起反垄断诉讼；传依图科技正考虑进行香港IPO,21世纪经济报道
1461,2021-08-20,08.20股市早8点丨今日A股两件大事,中金在线
1462,2021-08-20,基金早班车|赛道股重新夺回主动权，中国电信今日登陆上交所,金融界
1463,2021-08-20,“牙签”也能“串肉”？今日中国电信上市！近十年最大IPO成色几何？,财联社
1464,2021-08-20,财经早报：新出炉社保十大重仓股变化明显 新基金总规模突破2万亿,新浪
1465,2021-08-20,深信服(300454)2021半年报点评：网络安全+云计算双引擎开启全面云化,国金证券股份有限公司
1466,2021-08-20,【中证盘前】中国电信今日A股上市；中国联通拟分拆智网科技至A股上市；焦作万方披露洪灾损失；北向资金净流出超百亿元,中证报
1467,2021-08-20,智通港股开市掘金(08.20) | 中国电信(601728.SH)上市有望带动5G 生物质发电迎来补贴利好,智通财经
1468,2021-08-20,新股发行与上市一览（8月20日）,Wind
1469,2021-08-20,8月20日新股提示：国光电气申购 中国电信上市 果麦文化公布中签率,上证报
1470,2021-08-20,【IPO】中国移动将回A 拟募资560亿元,证券时报
1471,2021-08-20,中国电信正式挂牌 中国移动披露招股书：三大运营商即将会师A股,北京日报
1472,2021-08-20,三大运营商 将会师A股 中国电信A股今日上市 预计上市定位在7至10元 对市场影响有限,深圳商报
1473,2021-08-20,8.20 早参 |Taper进入倒计时，顺周期下挫,华福小福牛
1474,2021-08-20,中国电信柯瑞文：实施“云改数转”战略 创建“以客户为中心”服务型企业,上证报
1475,2021-08-20,A股IPO动态：中国电信(601728.SH)今日上市,格隆汇
1476,2021-08-20,中国电信今日A股上市 运营商“三巨头”或将齐聚A股,广州日报
1477,2021-08-20,三大运营商上半年日赚4.46亿元 会师A股后资本版图再扩容,证券日报
1478,2021-08-19,中国电信今日上市 募资537.27亿元,每日经济新闻
1479,2021-08-19,中国联通拟分拆子公司上市，车联网公司先“探路”,第一财经
1480,2021-08-19,近十年最大IPO易主，中国移动募资560亿反超中国电信，千亿募资对流动性影响几何？,21世纪经济报道
1481,2021-08-19,创业板震荡反弹上涨0.92%，热门赛道股王者归来,财华社
1482,2021-08-19,三大运营商吹响A股“集结号” ，中国电信或难实现高溢价,21世纪经济报道
1483,2021-08-19,中国移动拟募资560亿回A：去年营收7680亿日赚3亿 三大运营商将会师,中华网
1484,2021-08-19,巨无霸中国电信回A上市 招股书761次提及的“安全”意味着什么？,每日经济新闻
1485,2021-08-19,扎堆回A！ 三大运营商的巅峰对决,格隆汇
1486,2021-08-19,“巨无霸”来了，怕不？跑不？,每日经济新闻
1487,2021-08-19,中国移动即将“回A”，陈光明狂买44亿，值得期待吗？,格隆汇
1488,2021-08-19,重磅！中国移动拟募资560亿回归A股！通信设备板块多股冲击涨停,财华社
1489,2021-08-19,中国电信明天上市，通信板块集体翻红庆祝！,星空财富
1490,2021-08-19,赚嗨了：三大运营商上半年日挣4.75亿 有望会师A股,新浪
1491,2021-08-19,“大巨头”中国移动上市募集560亿元，怕破发要穿绿鞋？,潇湘晨报
1492,2021-08-19,中国电信广研院移动终端及卡实验室技术验证服务采购：总预算276.8万元,C114通信网
1493,2021-08-19,中国电信上市，未来还有中国移动，对大盘冲击如何？,中金在线
