,2021-12-31,东方雨虹：公司会根据战略发展规划、市场需求及现有产能布局等因素合理安排产能投放计划,每日经济新闻
2276,2020-09-16,建材行业2020年1-8月投资数据简评：地产销售周转加快 旺季需求检验来临,新浪
2277,2020-09-16,东方雨虹：新增2.85亿元全资控股子公司,乐居财经
2278,2020-09-16,南阳市唐河县县长贺迎一行调研濮阳东方雨虹（ORIENTAL YUHONG）,新浪
2279,2020-09-16,广东东方雨虹出席珠海市住建系统“质量月”启动仪式,新浪
2280,2020-09-16,东方雨虹建筑涂料主打品牌德爱威登上质量黑榜，内墙涂料产品被抽检不合格 产品问题,中国房地产网
2281,2020-09-15,贵州茅台酒厂、中国建筑标准设计院一行考察建德东方雨虹,新浪
2282,2020-09-15,量质双升，揭秘东方雨虹高标准质量体系,新浪
2283,2020-09-14,东方雨虹(002271.SZ)：拟在重庆江津区设子公司及建设绿色建材生产基地、成渝区域总部项目,格隆汇
2284,2020-09-14,东方雨虹：拟投资14亿元建设东方雨虹绿色建材生产基地,Wind
2285,2020-09-14,东方雨虹(002271)公司深度研究：防水强者恒强 多品类快速扩张,新浪
2286,2020-09-14,建材行业周观点：玻纤库存降至近两年最低,新浪
2287,2020-09-14,长城建材-建材行业周观点：8月社融快速增长，支撑投资需求，基建有望先行,高材疾足
2288,2020-09-14,建筑材料行业跟踪周报：水泥价格持续上涨,新浪
2289,2020-09-14,28股获券商买入评级，拉芳家化目标涨幅达73.11%,Wind
2290,2020-09-14,社保基金近10年赚了超万亿，连续8年持有24股,Wind
2291,2020-09-13,建筑材料行业：持续推荐玻纤龙头 关注竣工端恢复且防水有预期差的北新,新浪
2292,2020-09-12,社保基金连续8年坚定持有股东方雨虹(ORIENTALYUHONG)市场表现位列第一,搜狐
2293,2020-09-11,东方雨虹荣膺“2020年中国制造业民营企业500强”,新浪
2294,2020-09-11,东方雨虹河南公司举办合伙人标准化施工培训活动,新浪
2295,2020-09-11,东方雨虹（ORIENTAL YUHONG）参加多地建设工程质量月活动,新浪
2296,2020-09-10,瞄准绿色建筑市场，东方雨虹抢占绿色建材高地,新浪
2297,2020-09-10,东方雨虹：新增1亿元全资控股新公司,乐居财经
2298,2020-09-10,61股筹码连续3期集中 东岳硅材连降16期,证券时报
2299,2020-09-10,建材行业2020年中报总结：疫情小幅冲击 龙头韧性凸显,新浪
2300,2020-09-09,构筑品牌护城河，东方雨虹保持行业领先优势,新浪
2301,2020-09-08,东方雨虹：为旗下控股子公司提供9250万元担保 大额借贷担保,乐居财经
2302,2020-09-08,长城证券-建材行业2020年半年报总结：二季度复苏显著，B端建材公司表现亮眼,高材疾足
2303,2020-09-07,建材行业周报：玻纤价格开始全面上涨,新浪
2304,2020-09-07,国君周知 | 中报季收官，逾百家公司上调目标价,金衍君
2305,2020-09-07,建材中报|Q2恢复强劲，B端亮眼，集中度再提升【华西建材戚舒扬团队】20200907,华西工匠
2306,2020-09-07,东方雨虹(002271)：Q2复苏明显 估值中枢上移具备支撑,西南证券
2307,2020-09-07,建筑材料行业周报：需求进入旺季阶段 关注经销零售渠道变化,新浪
2308,2020-09-07,超600亿解禁来了，华为概念股压力大（附股）,证券时报网
2309,2020-09-07,本周677亿市值限售股解禁，环比减少51.36% 解禁,Wind
2310,2020-09-06,【安信环保公用建材邵琳琳团队】建材周报0906：水泥玻璃玻纤价格持续改善，期待旺季更旺,安信证券环保公用研究
2311,2020-09-06,建材行业周报：水泥玻璃玻纤价格持续改善 期待旺季更旺,新浪
2312,2020-09-06,非金属新材料行业周报：水泥市场进入旺季 玻纤布局正当时,新浪
2313,2020-09-06,超600亿解禁洪流来袭 华为概念股压力大（附股） 解禁,网易
2314,2020-09-06,超600亿解禁洪流来袭：13涨停板牛股赫然在列 4股解禁比例超50% 解禁,金融界
2315,2020-09-04,东方雨虹(002271)：业绩增长符合预期 防水龙头强者恒强,新浪
2316,2020-09-04,股海导航 9月4日沪深股市公告提示,新浪
2317,2020-09-04,A股中报季900只超预期个股名单,锦缎
2318,2020-09-03,【行业专题】涨价弹性与成长选择——A/H建材龙头2020年中报总结,鲍大侠之建材
2319,2020-09-03,东方雨虹(002271.SZ)签订项目投资协议 拟14亿元建设生产基地及成渝区域总部,格隆汇
2320,2020-09-03,东方雨虹：拟投资14亿元在重庆江津区建设绿色建材生产基地,Wind
2321,2020-09-03,东方雨虹：24.7万股限售股9月7日上市流通 解禁,Wind
2322,2020-09-03,东方雨虹(002271.SZ)：约24.69万股限售股9月7日解禁 解禁,格隆汇
2323,2020-09-03,筹码连续集中股名单 中天精装股东数减少28.94%,证券时报
2324,2020-09-02,A股共发生184宗大宗交易成交50.44亿元（9月2日）,Wind
2325,2020-09-02,东方雨虹今日大宗交易成交100万股，成交价57.95元折价5.0%,Wind
2326,2020-09-02,重磅！朱少醒、傅鹏博上半年重仓股大曝光！这家公司被极度看好 ！,格隆汇
2327,2020-09-02,建材2Q20回顾：周期复苏 成长亮眼,新浪
2328,2020-09-02,帝欧家居控股股东拟投资保资碧投SPV，此前皮阿诺、欧普、东方雨虹等已相继认购,中国房地产网
2329,2020-09-02,券商首次关注2股并给予买入评级（9月2日）,Wind
2330,2020-09-01,东方雨虹中报详解：扣非同比增长50%，多种融资渠道助力现金流改善【中信建投建材吕娟团队】,--
2331,2020-09-01,建材、建筑行业定期报告：建材行业“金九”将至 看好价格普涨,新浪
2332,2020-09-01,海外策略｜海外“全中国组合”： 2020年9月,中信证券研究
2333,2020-08-31,东方雨虹(002271)2020年中报点评：盈利能力优异 新品类业务高增,新浪
2334,2020-08-31,东方雨虹(002271)：Q2业绩回升显着 资产质量大幅改善,新浪
2335,2020-08-31,东方雨虹中期业绩大涨：归属股东净利润10.96亿元同比增31.2%,中华网
2336,2020-08-31,【财报智读】东方雨虹：第二季度归母净利润9.66亿元，同比增长22.48%,面包财经
2337,2020-08-31,【面包财报】东方雨虹：第二季度归母净利润9.66亿元，同比增长22.48%,面包财经
2338,2020-08-31,【国信建材|中报点评】东方雨虹(002271)：增长与质量兼顾，防水龙头优势突出,国信证券
2339,2020-08-31,42公司获得增持评级-更新中,中财网
2340,2020-08-31,东方雨虹(002271)：毛利率显著提升 净利同比增长31%,新浪
2341,2020-08-31,东方雨虹：“高质量发展”的底层逻辑,经济观察网
2342,2020-08-31,东方雨虹2020半年报点评：经营质量持续提升，业绩稳中有增,第一财经
2343,2020-08-31,东方雨虹(002271)：2Q20经营质量亮眼 下半年营收加速,新浪
2344,2020-08-31,东方雨虹(002271):增长与提质的协奏(国君建材 鲍雁辛 黄涛)20200830,鲍大侠之建材
2345,2020-08-30,点评|东方雨虹(002271)：符合预期大幅增长，利润率现金流齐改善，量质双升成长仍将继续【华西建材戚舒扬团队】20200830,华西工匠
2346,2020-08-30,东方雨虹(002271)：速度与经营质量兼具 扣非后归母大超预期,新浪
2347,2020-08-29,10位明星基金经理“心水股”首次披露,中国基金报
2348,2020-08-29,明星基金经理频频借道大宗交易调仓布局,Wind
2349,2020-08-28,东方雨虹(002271.SZ)：24.6925万股限制性股票解锁条件成就,格隆汇
2350,2020-08-28,东方雨虹(002271.SZ)：拟设立洋浦东方雨虹及建设绿色新材料综合产业园项目,格隆汇
2351,2020-08-28,东方雨虹上半年净利同比增逾三成 拟10转5,上证报
2352,2020-08-28,傅鹏博、刘格菘、傅友兴、丘栋荣等借道大宗交易 重仓了这些公司,中国证券网
2353,2020-08-28,东方雨虹(002271.SZ)：拟在南通启东市设子公司、建新型建筑材料生产基地项目,格隆汇
2354,2020-08-28,东方雨虹(002271.SZ)：上半年净利升31.20%至10.97亿元拟10转5股,格隆汇
2355,2020-08-28,东方雨虹：上半年净利润同比增长31.2%,Wind
2356,2020-08-28,中新之上 再造中心——奥园中新城市天地 暨东方雨虹华南总部基地启动仪式盛大举行,乐居财经
2357,2020-08-28,高能环境：难得一见的优质环保股,股市动态分析
2358,2020-08-28,长城建材-东方雨虹（002271）中报点评：二季度业绩高增36%，毛利率优化、费用管控得当,高材疾足
2359,2020-08-28,东方雨虹上榜“第十四届（2020）中国上市公司价值评选”,经济观察网
2360,2020-08-27,策略专题报告：“核心资产50、100”组合标的调整,新浪
2361,2020-08-27,创业板16股涨停，A股成交量却跌回两月前,Wind
2362,2020-08-25,建材行业研究：华东水泥开启第二轮上涨,新浪
2363,2020-08-24,建材行业周观点：需求步入旺季 各板块进入提价通道,新浪
2364,2020-08-24,农业股还能红多久？总流通盘不如一瓶茅台，有机构大举押注,券商中国
2365,2020-08-21,午间公告集锦：太钢不锈实控人将变更为国资委,金融界
2366,2020-08-21,8月21日午间重要公告集锦,中国证券网
2367,2020-08-21,东方雨虹拟20亿元投建新型建筑材料生产基地项目,上证报
2368,2020-08-21,午间公告：太钢不锈实控人将变更为国务院国资委；东方雨虹拟在启东建生产基地,e公司
2369,2020-08-20,科顺股份(300737)：高增长符合预期 沥青降价增厚业绩弹性,新浪
2370,2020-08-20,科顺股份(300737)2020年中报点评：全面向好,新浪
2371,2020-08-19,深港通十大成交活跃股排名（8月19日）,Wind
2372,2020-08-18,电商盛会狂欢中，这次主角是它们，全产业链曝光，6家低估值公司滞涨（附名单）,证券时报网
2373,2020-08-18,帝欧家居(002798)：单二季度扣非净利润同增40.07%,新浪
2374,2020-08-18,用户支招：如何辨别真假东方雨虹？,经济观察网
2375,2020-08-17,东方雨虹(002271.SZ)：拟设子公司及建绿色建材(芜湖)产业示范园项目,格隆汇
2376,2020-08-17,东方雨虹：不超10亿元投建绿色建材产业示范园项目,Wind
2377,2020-08-16,【安信环保公用建材邵琳琳团队】建材周报0816：基建和地产投资增速回升势头继续巩固，继续看好低估值建材板块,安信证券环保公用研究
2378,2020-08-13,东方雨虹拟在海南投资10亿元建设绿色新材料综合产业园,北京商报
2379,2020-08-13,快讯：东方雨虹新增对外投资1亿元 控股100%,乐居财经
2380,2020-08-13,东方雨虹拟在海南投建绿色新材料综合产业园项目 提升公司在华南地区市场份额,发布易
2381,2020-08-13,东方雨虹(002271.SZ)：拟斥10亿元投建海南洋浦绿色新材料综合产业园项目,格隆汇
2382,2020-08-13,8月13日午间重要公告集锦,中国证券网
2383,2020-08-13,东方雨虹拟投资10亿元在海南洋浦经开区设立产业园,上证报
2384,2020-08-13,午间公告2020年8月13日星期四,Wind
2385,2020-08-13,午间公告：雪榕生物拟20亿都昌县投建食用菌产业园；东方雨虹拟投建海南洋浦绿色新材料产业园,e公司
2386,2020-08-11,快讯：东方雨虹实际控股人李卫国解除质押520.2万股,乐居财经
2387,2020-08-11,东方雨虹：控股股东、实际控制人李卫国解除质押约520万股,每日经济新闻
2388,2020-08-11,东方雨虹(002271.SZ)：控股股东李卫国解押520.2万股,格隆汇
2389,2020-08-10,东方雨虹(002271.SZ)：延期披露2020年半年度报告 延期披露,格隆汇
2390,2020-08-10,东方雨虹：半年报延期至8月29日披露 延期披露,Wind
2391,2020-08-10,建筑材料行业周报：华东水泥价格开始上调 中建材整合大幕将启,新浪
2392,2020-08-10,快讯：东方雨虹为两家子公司提供不超过120亿元担保 大额借贷担保,乐居财经
2393,2020-08-10,杨镇党委副书记、工会主席杨吉印一行慰问东方雨虹顺义基地,红周刊
2394,2020-08-09,【安信环保公用建材邵琳琳团队】建材周报0809：水泥企业整合提速，看好板块协同发展,安信证券环保公用研究
2395,2020-08-09,“国内大循环”下如何配置资产？ | 国君周知,国泰君安证券研究
2396,2020-08-07,东方雨虹(002271.SZ)：拟在广州花都区设子公司及建设绿色建筑建材产业园项目,格隆汇
2397,2020-08-07,东方雨虹：签订项目投资合作协议,Wind
2398,2020-08-07,家居企业跨界抢占更大市场份额,乐居财经
2399,2020-08-07,建材点评报告：重视后周期的共振机会,新浪
2400,2020-08-07,东方雨虹(ORIENTAL YUHONG)获评正荣地产年度战略级供应商（S级）,红周刊
2401,2020-08-05,聚能共创 建构未来丨东方雨虹(ORIENTAL YUHONG)工建集团北方区召开“雄安会议”,红周刊
2402,2020-08-05,91股获券商买入评级，苏交科目标涨幅达64.63%,Wind
2403,2020-08-05,轻工制造行业动态点评：皮阿诺认购保利碧桂园产业基金 深化上下游合作,新浪
2404,2020-08-04,欧普照明(603515)：参投保碧产业基金 深化头部地产商合作,新浪
2405,2020-08-04,“盈”利与“营”利，宝家乡墅科技花三年下的棋，将走向何方？,猎云网
2406,2020-08-04,为什么东方雨虹如此受机构青睐？,港股那点事
2407,2020-08-04,东方雨虹建筑修缮公司召开2020年度合作发展网络大会,红周刊
2408,2020-08-04,行业集中度加速提升，机构布局精装修产业链,Wind
2409,2020-08-03,河北省建筑防水协会会长杨际梅调研唐山东方雨虹,新浪
2410,2020-08-03,风行防水携手云南省工程检测协会开展防水材料检测技术交流会,新浪
2411,2020-08-03,东方雨虹召开金牌合伙人提升培训大会,新浪
2412,2020-08-03,【华创建筑建材】建材行业周观点：水泥向旺季过渡，价格弹性或大于去年，东方雨虹联手保利、碧桂园打造B端新战略,华创建筑建材研究
2413,2020-08-03,东方雨虹(002271)：扩品类降维打击 何谓建材之“海天、立讯”,新浪
2414,2020-08-01,北京东方雨虹防水技术股份有限公司关于,证券时报
2415,2020-07-31,东方雨虹(002271.SZ)：拟通过参与认购保资碧投SPV从而间接投资保碧赋能基金,格隆汇
2416,2020-07-31,建材行业研究：专项债发行使用提速 基建与旧改受益明显,华安证券
2417,2020-07-30,东方雨虹首登《财富》中国500强，高质量增长时代来临,新浪
