,2021-12-31,消息称立讯精密将成苹果顶级供应商：逐步取代富士康,快科技
3117,2019-04-01,工业富联总经理郑弘孟：今年5G设备会出货，目前有两家世界级客户,Wind
3118,2019-04-01,工业富联：今年5G设备会有出货 有两个以上客户,新浪
3119,2019-04-01,工业富联举行业绩说明会 2018年营收破4000亿元,中证网
3120,2019-04-01,工业富联营收破4000亿 深圳“熄灯工厂”减少9成人工,维库电子市场
3121,2019-03-30,工业富联2018年营收突破4千亿 积极推动战略转型,中证网
3122,2019-03-30,工业富联上市后首份年报：营收双位数增长已突破4千亿 净利达169.02亿元,经济观察网
3123,2019-03-29,工业富联上市后首份年报：去年营收4154亿，净利润169亿,每日经济新闻
3124,2019-03-29,工业富联首份年报出炉：2018年营收超4千亿 已布局5G网络,21世纪经济报道
3125,2019-03-29,29日晚公告精选丨工业富联：2018年净利润169亿元 同比增6.5%,21世纪经济报道
3126,2019-03-29,工业富联2018净利169亿 营收增17.16%,新浪
3127,2019-03-29,工业富联(601138.SH)2018年归母净利润升6.52%至169.02亿元 拟10派1.29元,格隆汇
3128,2019-03-29,工业富联：2018年净利169亿元 同比增6.5%,e公司
3129,2019-03-29,工业富联上市首份年报：2018年度实现净利润169亿元,腾讯网
3130,2019-03-29,工业富联年报：2018年净利润169亿元，同比增长6.52%,Wind
3131,2019-03-29,IDC公布手机ODM/EMS出货量，三星力压富士康排名第一,维库电子市场
3132,2019-03-29,对红筹回归既要包容也要敬畏,红周刊
3133,2019-03-28,苹果代工厂和硕转向机器人生产，大陆工人减少九成,IT之家
3134,2019-03-26,杜坤维:发审委新秀过会十天的天味食品就拿到批文没有啥含义,中财网
3135,2019-03-25,A股中的“影子传说”,每日经济新闻
3136,2019-03-23,对红筹回归既要包容也要敬畏,红周刊
3137,2019-03-22,家电商入局5G 会被互联网收割吗？,21世纪经济报道
3138,2019-03-21,富士康创投抛售220万股阿里巴巴股份 套现4亿美元 资产异常,中金在线
3139,2019-03-21,富士康战略投资云工厂,亿欧网
3140,2019-03-21,富士康：威斯康星工厂投产在2020年底前投产，未来或创造更多就业岗位,投中网
3141,2019-03-21,富士康公告子公司抛售阿里巴巴股票 套现近4亿美元,新京报
3142,2019-03-21,消息人士透露富士康创投已出售所持阿里股份 价值近4亿美元,TechWeb
3143,2019-03-21,云工厂获富士康数千万元A3轮融资,钛媒体
3144,2019-03-20,富士康：拟出售220万股阿里巴巴股份 金额4亿美元,证券时报网
3145,2019-03-20,“受累”苹果手机销售下滑 河南外贸“顶梁柱”富士康贡献度缩小了,第一财经
3146,2019-03-19,官方蓝皮书：富士康对河南外贸贡献率逐年缩小,中新网
3147,2019-03-19,Lyft计划3月28日进行IPO定价丨黑鲨手机2正式发布【Do说】,DoNews
3148,2019-03-19,旷视科技被传IPO：三方博弈，天时、地利、人和哪个更重要？,和讯
3149,2019-03-19,富士康宣布威斯康星州工厂将于明年底投产,Wind
3150,2019-03-18,苹果市场乏力 供应链加速转向国产手机,中国经营报
3151,2019-03-17,养老金打新“战果”：获配4.58亿元浮盈2亿元,证券日报
3152,2019-03-15,苹果将在印度全面生产 iPhone,IT之家
3153,2019-03-14,惹不起华为就来搞我！郭台铭再次表态：我同情微软，吃老本！,21财经搜索
3154,2019-03-13,工业富联：5G大基建力促稳健成长 推荐评级,和讯
3155,2019-03-12,郭台铭：我同情你，比尔盖茨,腾讯网
3156,2019-03-12,马云再出手！入股申通、备战科创板，A股小伙伴玩到嗨,Wind
3157,2019-03-12,【新时代电新】光华科技首次覆盖报告：PCB 化学品龙头，锂电回收蓝海扬帆起航,新时代新能源开文明团队
3158,2019-03-12,郭台铭：富士康不太可能因微软诉讼而蒙受任何损失,TechWeb
3159,2019-03-12,郭台铭：鸿海与微软官司几乎不会对鸿海造成任何损失,Wind
3160,2019-03-12,郭台铭：微软状告显然心虚 富士康不会有侵权事项,金融界
3161,2019-03-12,富士康董事长郭台铭将于上午11:30举行简报会,Wind
3162,2019-03-12,恩怨难了的苹果与高通将会何去何从,中金在线
3163,2019-03-11,微软起诉工业富联母公司鸿海精密 称其违反专利授权协议,挖贝网
3164,2019-03-11,微软起诉富士康母公司鸿海：要求补缴专利费 诉讼纠纷,DoNews
3165,2019-03-11,养老金入市最新战报：打新获配超4500次揽进3810万股,证券日报
3166,2019-03-10,合作6年？闹掰了！刚刚，微软起诉富士康，要求补缴专利费,腾讯网
3167,2019-03-10,微软状告富士康母公司未能遵守专利授权协议和及时支付专利费,腾讯网
3168,2019-03-09,iPhone XS新配色富士康试产完毕 3月底将推出,腾讯网
3169,2019-03-07,工业互联网风口开启：BAT打响争夺战，富士康谋划转型,腾讯网
3170,2019-03-07,苹果供应商终于能在印度建厂了，库克长舒了一口气！,腾讯网
3171,2019-03-06,工业互联网概念股再度活跃 工业富联冲击涨停,证券时报网
3172,2019-03-06,三类股最有爆发力 五只个股腾飞在即掘良机,中证报
3173,2019-03-05,工业互联网：科技浪潮新主线！【天风机械】,高端装备新视角
3174,2019-03-05,【安信计算机】鼎捷软件深度报告：业务转型捷报频传，工业软件定鼎江山,计算机司令部
3175,2019-03-04,工业富联(601138.SH)激励计划拟授予激励对象权益总计2.25亿份,格隆汇
3176,2019-03-04,工业富联启动2.25亿份股权激励计划 董秘郭俊宏等4528人入列获授对象,e公司
3177,2019-03-04,小米9代工厂不止富士康一家 比亚迪制造的小米9将大批出货,TechWeb
3178,2019-03-02,iPhone太贵致苹果狂砍订单 富士康大幅裁员、缩减员工薪水 员工变动,腾讯网
3179,2019-03-01,郭鹤年旗下金龙鱼拟登陆A股：年营收1500亿 或于今年下半年正式上市,挖贝网
3180,2019-03-01,迎接A股市场化定价：以涨幅预判为核心的网下配售策略——类固收系列报告之八,EBQuant
3181,2019-03-01,花旗：MSCI及富时指数纳入A股 料引200亿美元被动资金流入,格隆汇
3182,2019-02-27,为什么几百万中国年轻人愿意送外卖不想去工厂？,吴晓波频道
3183,2019-02-26,拜腾汽车计划将一汽华利汽车生产资质转移至南京,每日经济新闻
3184,2019-02-26,5G赋能工业物联网,电子后花园
3185,2019-02-26,这家日本科技巨头曾拒把芯片业务卖给中国，现如今只能裁员生存！,腾讯网
3186,2019-02-25,【中金电子与通信】2019工业互联网峰会：5G的最大舞台，安全保障不容小觑,乐平科技视角
3187,2019-02-22,外卖在抢制造业的人？越来越多的年轻人宁愿送外卖也不去工厂,21世纪经济报道
3188,2019-02-20,融资客加速入场 春风吹大象起舞,国盛证券
3189,2019-02-20,获华为订单 富士康大举招工,维库电子市场
3190,2019-02-19,华为补缺，富士康踏浪5G换机潮？,Wind
3191,2019-02-19,鸿海将在济南设功率芯片的制造厂,维库电子市场
3192,2019-02-19,【异动股】富士康板块下挫，领益智造(002600-CN)跌5.6%,财华社
3193,2019-02-19,富士康贫血100天：40万员工人均到手工资1932元,凤凰网
3194,2019-02-19,富士康广州面板厂预计10月量产,北京商报
3195,2019-02-18,图鉴A股IPO省份排位赛：江苏数量第一，福建安徽否决率最高,钛媒体
3196,2019-02-18,和硕在印尼新开iPhone制造厂 四月启用,腾讯网
3197,2019-02-17,富士康获华为订单节后招工，节前iPhone遇冷员工求加班,腾讯网
3198,2019-02-17,富士康获华为订单节后招工，称今年会比去年好,IT之家
3199,2019-02-15,首台曝光机进驻 富士康广州面板厂10月将实现量产,南方网
3200,2019-02-15,新型招工！富士康员工涌入快手，拉人进厂赚了百万,腾讯网
3201,2019-02-15,郭台铭投资的10.5代面板厂“如期推进” ，钱却不好赚了,第一财经
3202,2019-02-15,融资客青睐52股，吴江银行买入占比高达54.40%,Wind
3203,2019-02-15,苹果“颓势”下的富士康,新京报
3204,2019-02-14,鸿海集团称广州增城10.5代面板厂10月将如期量产,Wind
3205,2019-02-14,"化学原料行业:富士康广州LCD线或延期,道明光学加码1000万平米光学膜产线",正点财经
3206,2019-02-14,[互动]银邦股份：通过富士康参与苹果手机中框材料预研工作,全景网
3207,2019-02-14,OLED龙头股3日吸金逾41亿 六股迎腾飞契机,证券日报
3208,2019-02-14,四龙头“吸金”，科技股引领A股继续反弹,中证报
3209,2019-02-13,涨停板解密：手机产业链相关股集体涨停！（2月13日）,Wind
3210,2019-02-13,工业富联入选MSCI新兴市场指数,中证网
3211,2019-02-13,工业富联开板八个月后首次涨停，市值缩水1200亿元 连续下跌,新京报
3212,2019-02-13,外资加速流入，买了哪些A股？ 5图看懂“抄底”逻辑,证券时报网
3213,2019-02-13,科技巨头集体爆发，京东方A、工业富联涨停，外资加速抄底,Wind
3214,2019-02-13,通信板块强势拉升 工业富联等三股涨停,中证网
3215,2019-02-13,工业富联早盘封涨停 成交额7.74亿元封单40.08万手,腾讯网
3216,2019-02-13,工业富联上市开板以来首次涨停,e公司
3217,2019-02-13,工业富联强势涨停，成交额超7亿元,Wind
3218,2019-02-13,MSCI调整样本股 A股是否扩容本月揭晓,证券时报
3219,2019-02-13,富士康对印投资250亿卢布但100亿返还款未到账,新浪
3220,2019-02-13,MSCI指数A股扩容月底揭晓2019年外资流入大提速,21世纪经济报道
3221,2019-02-12,苹果手机销量急剧下滑，伤心的不只是库克，这个国人更加扎心,凤凰网
3222,2019-02-12,小米美团拼多多等成功入“摩” 但股价却涨跌不一,中国基金报
3223,2019-02-12,【独家】MSCI指数新纳入这些中国公司，回应扩容A股3月1日揭晓,e公司
3224,2019-02-12,MSCI指数新纳入12家中国公司股票 小米、美团点评涨2%,第一财经
3225,2019-02-12,MSCI又有新动作！12家中国公司股票被纳入,每日经济新闻
3226,2019-02-12,小米集团及美团同纳入MSCI中国指数 现各涨2%,新浪
3227,2019-02-12,工业富联高开逾1% MSCI指数新纳入12家中国公司股票,证券时报网
3228,2019-02-12,MSCI指数新纳入17家公司 含工业富联美团点评小米等,中新经纬
3229,2019-02-12,23股获券商买入评级 万科A目标涨幅达62.63%,Wind
3230,2019-02-12,MSCI指数新纳入腾讯音乐、拼多多等12家中国公司,Wind
3231,2019-02-12,明晟公司（MSCI）：新兴市场指数纳入工业富联，美团点评及小米,Wind
3232,2019-02-12,MSCI：新兴市场指数纳入工业富联、美团点评B类股和小米,e公司
3233,2019-02-11,对标中国制造，走“中国道路”的印度制造,亿欧网
3234,2019-02-11,苹果市值蒸发“惨烈”，同为供应商，富士康和伯恩光学，谁更惨！,凤凰网
3235,2019-02-11,安信证券：工业富联买入评级,安信证券
3236,2019-02-11,【机械-李哲】工业富联：发布股权激励预案，凝心聚力打造工业互联网巨头,安信证券研究
3237,2019-02-11,【年终盘点】从全球首发到正式交付 回看小鹏汽车的“交付元年”,盖世汽车
3238,2019-02-10,苹果减产冲击波下的富士康厂妹，想加班去做华为手机,亿欧网
3239,2019-02-09,包销捡来年终奖 去年净赚超5亿！105只新股弃购让券商捡到大便宜,中财网
3240,2019-02-08,富士康8K项目厂房主体结构封顶 预计今年10月量产,TechWeb
3241,2019-02-04,富士康亮相AWE博览会，带来沉浸式家庭娱乐音、视频新体验,电子工程世界
3242,2019-02-04,iPhone也要玩起折叠风格？富士康正测试原型机,电子工程世界
3243,2019-02-03,一周智造汇总丨工业富联超7个“关灯工厂”落地，商米科技完成D轮融资,亿欧网
3244,2019-02-03,【虎嗅早报】雷军：我们已经做好了打持久战的准备； 长春长生问题疫苗案处理6名中管干部,虎嗅网
3245,2019-02-02,富士康：威斯康星州百亿美元项目既是制造工厂又是创新中心,TechWeb
3246,2019-02-01,“手机之王”正在遭遇“中年危机” 苹果减产冲击供应链,新浪
3247,2019-01-31,苹果减产冲击波下的富士康厂妹，想加班去做华为手机,每日经济新闻
3248,2019-01-30,鸿海称正在重新审视在美国威斯康辛州工厂生产LCD面板的计划,Wind
3249,2019-01-30,一边裁员一边招募新员工 富士康是闹哪样？ 员工变动,Ofweek
3250,2019-01-29,从辉腾金控牵手准时达看供应链金融发展新趋势,证券之星
3251,2019-01-29,快讯|专注于B2B供应链，准时达获24亿人民币A轮融资,投资界
3252,2019-01-29,准时达宣布完成24亿元A轮融资，中国人寿等领投,投中网
3253,2019-01-29,工业富联副董事长李杰：聚焦工业互联网 赋能制造企业,中证报
3254,2019-01-29,富士康/康宁/LG化学广州三大面板及配套项目进展如何？,Ofweek
3255,2019-01-28,新股频繁弃购？市场走低与估值过高间的定价博弈,资本邦
3256,2019-01-28,富士康回应裁员5万人：常规动作，一季度再招人 员工变动,维库电子市场
3257,2019-01-28,外媒：苹果代工商和硕计划在印度越南和印尼建工厂,TechWeb
3258,2019-01-28,38只基金单一持股超红线 规模缩水和限售股是主因,中国经济网
3259,2019-01-28,【亿欧快讯】工业富联发布核心平台新产品,亿欧网
3260,2019-01-28,【华泰电子周观点】AI、5G等新应用给半导体周期提供缓冲垫,华泰电子研究
