,2021-12-31,融入长三角 共用大陆桥 上港集团与连云港港签署合作协议,中国水运网
1296,2019-07-17,上海银行获TCL增持股票5%以上 近日曾启稳定股价措施,第一财经
1297,2019-07-17,TCL增持上海银行股票获批,中证网
1298,2019-07-17,上海国际港务（集团）：“16上港03”公司债券提前摘牌,Wind
1299,2019-07-17,上海国际港务(集团)股份有限公司关于“16上港03”公司债券提前摘牌的公告,证券时报
1300,2019-07-16,上海银行将获股东TCL集团增持 近期披露了稳定股价措施,每日经济新闻
1301,2019-07-16,上港集团(600018)“16上港03”公司债券7月25日提前摘牌，该券发行总额25亿元，票息2.95%，原摘牌时间为2021年7月13日。,中国金融信息网
1302,2019-07-16,上港集团(600018.SH)“16上港03”将于7月25日提前摘牌,格隆汇
1303,2019-07-16,【申万交运】交通运输行业2019年中报前瞻,申万交运
1304,2019-07-16,上交所公布符合委员会名单：青岛海尔明国珍等3位民企高管入围,挖贝网
1305,2019-07-12,自由贸易港午后走高 华贸物流涨逾4%,中国经济网
1306,2019-07-10,小蜜淘力争做全球最大线上奥特莱斯,证券之星
1307,2019-07-08,收益率下行，净融资额环比上升 | 信用市场周度回顾（2019.7.1-7.7）,债市覃谈
1308,2019-07-08,揭秘小蜜淘：行业领跑，精英云集！,证券之星
1309,2019-07-05,上港集团：2016年公司债券(第三期)2019年付息公告,上交所
1310,2019-07-05,上海银行披露稳定股价措施 持股5%以上的股东将增持公司股票,中证网
1311,2019-07-05,上海银行(601229.SH)触发稳定股价措施启动条件 3股东合计增持27.22%股份,格隆汇
1312,2019-07-05,上海银行股东拟增持合计不少于2亿元以稳定股价,新浪
1313,2019-07-05,上海银行披露稳定股价措施 三名股东拟合计增持超2亿元,e公司
1314,2019-07-03,报告 | 2019年6月上海A股上市公司市值TOP50,挖贝网
1315,2019-06-29,上海银行再度触发稳股价措施 去年来多家银行破净稳股价,新京报
1316,2019-06-28,激励基金成上海地方国企中长期激励路径,和讯
1317,2019-06-25,"交通运输行业周报:快递巨头公布5月简报,618电商大战落下帷幕",德邦证券
1318,2019-06-24,异动复盘！首日大涨166%，日照港裕廊现已逼破发行价,搜狐
1319,2019-06-24,跨境贸易管理大数据平台走向全面推广应用,搜财网
1320,2019-06-20,上港集团：2018年年度权益分派实施公告,上交所
1321,2019-06-20,格隆汇A股公告精选(6.20) | 正业科技与深南电路签5G及PCB相关开发合作协议；华能水电拟投200亿建托巴水电站项目；中国中铁联营体中标超140亿匈牙利铁路项目；中国平安斥资逾10亿回购A股,格隆汇
1322,2019-06-19,这只港股牛了，上市首日竟暴涨166%，还把母公司带涨停！,每日经济新闻
1323,2019-06-19,"盘中最高涨2.6倍！日照港裕廊上市首日涨疯了,但却有人亏近3成",中国基金报
1324,2019-06-19,上港集团(600018.SH)拟每10股派1.54元 股权登记日为6月27日,格隆汇
1325,2019-06-19,上市首日一度暴涨200%！这只港股带动A股港口板块全线大涨,第一财经
1326,2019-06-19,日照港H股挂牌上市暴涨260%，国际化战略获得强力支撑,上游新闻
1327,2019-06-19,港口股午后集体拉升 日照港大涨逾9%,中国经济网
1328,2019-06-19,港口股集体走强 日照港裕廊上市首日股价翻倍,中证网
1329,2019-06-19,港口股集体异动，日照港直线涨停,Wind
1330,2019-06-19,异动复盘！首日大涨166%，日照港裕廊现已逼破发行价,财华社
1331,2019-06-12,上港集团(600018.SH)：发行7亿美元债券已完成定价并签署认购协议,格隆汇
1332,2019-06-12,第一上海丨债券周报 (12-6-2019),第一上海金融
1333,2019-06-09,腾讯硬核二号，薪酬是马化腾8倍，身家143亿超3575家上市公司利润,搜狐
1334,2019-06-09,交通运输：联邦误递事件被立案调查 中国各地自贸区发展加速 其他违规处罚,德邦证券
1335,2019-06-06,巅峰市值超百亿的武汉长江发展收美股退市通知 被指参与操纵股价,每日经济新闻
1336,2019-06-06,上港集团午后异动重挫5.07%报6.37元 成交2.18亿元,腾讯网
1337,2019-06-05,上海自贸区板块尾盘持续下杀，华贸物流、上海临港跌停,Wind
1338,2019-06-05,上港集团午后异动重挫7.06%报6.71元 成交5.17亿元,腾讯网
1339,2019-06-05,【异动股】上海自贸板块下挫，华贸物流(603128-CN)跌9.6%,财华社
1340,2019-06-05,报告 | 2019年5月上海A股上市公司市值TOP50,挖贝网
1341,2019-06-05,自由贸易港概念股集体跳水!上海临港大跌8% 上港集团跌逾7%,腾讯网
1342,2019-06-05,自由贸易港概念股下挫,e公司
1343,2019-06-05,快讯：上海自贸概念快速走低 华贸物流跌近5%,新浪
1344,2019-06-04,上港集团(600018.SH)全资子公司发行7亿美元境外债券,格隆汇
1345,2019-06-03,无主“洋垃圾”赖港口不走，上海海关一月清退7056吨：从哪里来，回哪里去！,上观
1346,2019-05-30,上海国资改革大动作将至，69只国资股一图尽览,Wind
1347,2019-05-29,冲高回落：沪指力守2900点，深市下挫，北向资金再度流出,澎湃新闻
1348,2019-05-27,【数据揭秘】05月24日 融资客最看好的前20只个股,每日经济新闻
1349,2019-05-23,过去20年，已有60家班轮公司消失,中港网
1350,2019-05-22,【山证两融】融资融券周报 2019年19期,山西证券研究所
1351,2019-05-21,【国金策略】融资余额连续数周下降，沪深港通净流出—A股资金周度监测150期（李立峰/魏雪）,策略李立峰与行业配置笔记
1352,2019-05-14,融资客青睐10股，江河集团买入占比高达43.95%,Wind
1353,2019-05-13,涨停板复盘：沪指险守2900点跌1.21% 农业股逆势崛起,新浪
1354,2019-05-13,收评：三大股指全线受挫沪指跌1.2% 农业股逆势崛起,新浪
1355,2019-05-13,【异动股】港口水运板块午后走强 皖江物流(600575-CN)涨停,财华社
1356,2019-05-13,海港服务表现出色 皖江物流四日内第三日涨停,巨丰财经
1357,2019-05-13,午评：两市低位震荡沪指跌0.99% 农业种植逆市崛起,新浪
1358,2019-05-13,A股三大指数跌幅均收窄至不到1% 天然气、芯片等板块直线拉升,第一财经
1359,2019-05-13,快讯：自由贸易港板块走强 华贸物流大涨近8%,新浪
1360,2019-05-10,上港集团：为境外全资子公司境外融资提供担保 大额借贷担保,Wind
1361,2019-05-06,宁波港午后封跌停 成交额2.83亿元封单10.02万手,腾讯网
1362,2019-05-06,上港集团午后封跌停 成交额6.87亿元封单669手,腾讯网
1363,2019-05-06,上港集团早盘封跌停 成交额4.56亿元封单4.65万手,腾讯网
1364,2019-05-06,快讯：自由贸易港板块持续下跌 上港集团等多股跌停 连续下跌,新浪
1365,2019-05-05,报告| 2019年3月上海A股上市公司市值TOP50,挖贝网
1366,2019-05-04,上港集团一季度净利19.2亿元同比增长16% 现金流量净额为-4.4亿元,挖贝网
1367,2019-04-30,上港集团：第二届董事会第七十三次会议决议公告,上交所
1368,2019-04-30,【异动股】中超概念板块拉升，新能泰山(000720-CN)涨停,财华社
1369,2019-04-30,上港集团2019年第一季度净赚19.22亿元,我的钢铁
1370,2019-04-30,30日公司新闻聚焦：中国平安拟50亿-100亿回购A股股份,证券时报网
1371,2019-04-30,【中证盘前】北向资金净流入逾50亿元；乐视网及贾跃亭被证监会立案调查；中国平安一季度业绩大增，拟50亿-100亿元回购股份,中证报
1372,2019-04-30,2018年上市公司业绩强者恒强,证券时报
1373,2019-04-30,公告点题｜4月29日这些公告有看头,第一财经
1374,2019-04-29,上港集团(600018.SH)一季度净利润升16.43%至19.22亿元,格隆汇
1375,2019-04-29,上港集团：一季度净利19.22亿元 同比增16%,e公司
1376,2019-04-29,上港集团：一季度净利润同比增16.43%,Wind
1377,2019-04-28,交通运输：上市快递公司2月快递量高增 荐6股,和讯
1378,2019-04-27,看看你家的国产车有没有出口“一带一路”？上海口岸已成汽车进出口“吞吐”第一大户,上观
1379,2019-04-25,两融余额持续增长逼近万亿 机构称回调是买入核心资产良机,证券日报
1380,2019-04-24,上海本地股午后崛起 2019年上海本地股一览表,云掌财经
1381,2019-04-24,【异动股】上海自贸板块下挫，张江高科(600895-CN)跌5.88%,财华社
1382,2019-04-24,【数据揭秘】04月23日 融资客最看好的前20只个股,每日经济新闻
1383,2019-04-23,市场热点集体降火沪指回踩20日线 券商股拉升仍难掩A股疲态,财华社
1384,2019-04-23,【异动股】上海自贸板块拉升，华贸物流(603128-CN)涨停,财华社
1385,2019-04-23,快讯：午后自贸区板块集体走强 华贸物流涨停,新浪
1386,2019-04-23,上海自贸区概念股全线走强 华贸物流涨停,金融界
1387,2019-04-23,【数据揭秘】04月22日 融资客最看好的前20只个股,每日经济新闻
1388,2019-04-22,交通运输：国内波音737MAX8暂停运营 荐4股 经营问题,和讯
1389,2019-04-22,3200点拉锯战酝酿变盘 从三大数据探寻多头主力新动向,证券日报
1390,2019-04-18,赢家的底色，为什么上海版块最近如此活跃？,阿尔法工场
1391,2019-04-17,上海自贸区板块午前转暖，华贸物流涨近4%,Wind
1392,2019-04-16,【赢家资讯】04月16日收盘简评,微信
1393,2019-04-15,04月15日 36只股票封板 保险板块涨幅最大,每日经济新闻
1394,2019-04-15,04月15日 主力资金近三日都在买这些概念股,每日经济新闻
1395,2019-04-15,午评：沪股通净流入8.47亿 深股通净流出3.03亿,新浪
1396,2019-04-15,A股高开高走 沪指涨超2% 大金融板块集体爆发,每日经济新闻
1397,2019-04-15,A股冲高回落 沪指涨1%站稳3200点 保险板块集体爆发,每日经济新闻
1398,2019-04-15,上港集团早盘封涨停 成交额4.72亿元封单66.08万手,腾讯网
1399,2019-04-15,上海自贸概念股再次拉升 飞马国际率先涨停,证券时报网
1400,2019-04-15,快讯：自由贸易港板块异动拉升 上海临港大涨超7%,新浪
1401,2019-04-12,巨丰午评：短线回调基本到位,巨丰财经
1402,2019-04-12,午评：沪股通净流出7391万 深股通净流入1.97亿,新浪
1403,2019-04-12,快讯：自由贸易港板块快速拉升 上海雅仕直线封涨停,新浪
1404,2019-04-12,上海自贸概念股大幅拉升 上海雅仕涨停,e公司
1405,2019-04-12,【数据揭秘】04月11日 融资客最看好的前20只个股,每日经济新闻
1406,2019-04-11,境内运营主体已无可执行资产 武汉长江发展何以领涨中概股？,每日经济新闻
1407,2019-04-11,【山证两融】融资融券周报2019年第14周(4月1日至4月5日),山西证券研究所
1408,2019-04-09,谁能连续十年归母净利超10亿？ 独家解密A股白金俱乐部成员,投资时报
1409,2019-04-08,买不到化工龙头怎么办？这些机会同样值得关注！,金融界
1410,2019-04-08,复盘者联盟：化工板块持续火爆 两市成交额再突破万亿,腾讯网
1411,2019-04-08,自贸港概念午后发力 长江投资、上海雅仕涨近6%,证券时报网
1412,2019-04-08,听LNG2019国家组委会执行主席王者洪详解上海与LNG的不解之缘,陆家嘴金融网
1413,2019-04-08,快讯：自贸港概念股早盘大跌 上港集团跌逾7%,新浪
1414,2019-04-08,上海自由贸易港板块走弱 上港集团跌7%,证券时报网
1415,2019-04-08,A股集体冲高回落 创业板跌2% 北上资金半日净流出近10亿,每日经济新闻
1416,2019-04-08,【信达看盘】2019.4.8,信达证券上海
1417,2019-04-06,沪指周涨5%创反弹新高 耐心持有为主,长江商报
1418,2019-04-06,节后趋势不变短调难免,中金在线
1419,2019-04-04,上港集团龙虎榜数据（4月4日）,Wind
1420,2019-04-04,数据复盘 | 主力资金连续3个交易日净流出 这55股却被大笔买入,证券时报网
1421,2019-04-04,上海证券交易所2019年04月04日交易信息,上交所
1422,2019-04-04,巨丰复盘：大盘3200点上方窄幅震荡 物流板块继续强势,巨丰财经
1423,2019-04-04,涨停板解密：化工股火爆现涨停潮！（4月4日）,Wind
1424,2019-04-04,【孔明·收评】4月4日收盘点睛,中金在线
1425,2019-04-04,热点复盘：4月4日市场最强热点,中金在线
1426,2019-04-04,A股高位震荡收红：沪指五连涨，深证成指连涨13周追平纪录,澎湃新闻
1427,2019-04-04,"A股普涨迎""清明小长假"" 两市成交额再破万亿！",中新经纬
1428,2019-04-04,收评：市场分化明显，机会留给节后！,中金在线
1429,2019-04-04,04月04日 主力资金近三日都在买这些概念股,每日经济新闻
1430,2019-04-04,涨停揭秘：两市放量震荡上行 热点题材再掀涨停潮！,巨丰财经
1431,2019-04-04,【A股收评：沪指涨近1% 两市成交额达万亿】,格隆汇
1432,2019-04-04,沪指3200点上方震荡，航空股集体“起飞”,中新经纬
1433,2019-04-04,巨丰午评：大盘进入筹码深套区,巨丰财经
1434,2019-04-04,4日午评：题材股继续活跃,中金在线
1435,2019-04-04,午评：两市冲高回落沪指涨0.56% 航空板块崛起,新浪
1436,2019-04-04,上海自贸区概念延续强势 概念指数创逾17个月新高,中证网
1437,2019-04-04,交通运输板块爆发 多只个股涨停,中证网
1438,2019-04-04,【盘中动态】大盘高开高走，多个板块表现亮眼,每日经济新闻
